Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,138.343006,[362  27] ; [17 35],[334.3106576  54.6893424] ; [44.6893424  7.3106576],1
p2,1,0.000675,11.558032,[334  55] ; [35 17],[325.48979592  63.51020408] ; [43.51020408  8.48979592],1
n6,1,0.000714,11.451928,[341  45] ; [37 15],[333.12328767  52.87671233] ; [44.87671233  7.12328767],1
p11,1,0.001075,10.693812,[312  79] ; [31 21],[302.73814898  88.26185102] ; [40.26185102 11.73814898],0
s5,1,0.001284,10.365844,[191 180] ; [14 37],[180.22511848 190.77488152] ; [24.77488152 26.22511848],0
s6,1,0.002712,8.991584,[338  45] ; [38 14],[331.05287356  51.94712644] ; [44.94712644  7.05287356],0
r4,1,0.002877,8.883704,[372  19] ; [44  8],[367.16930023  23.83069977] ; [48.83069977  3.16930023],0
s1,1,0.004692,7.99449,[ 16 370] ; [ 7 45],[ 20.26940639 365.73059361] ; [ 2.73059361 49.26940639],0
b1,1,0.004837,7.939272,[146 245] ; [30 22],[155.34085779 235.65914221] ; [20.65914221 31.34085779],0
n5,1,0.005275,7.782643,[312  76] ; [33 19],[304.22727273  83.77272727] ; [40.77272727 11.22727273],0
p6,1,0.005767,7.621656,[178 210] ; [13 38],[168.81093394 219.18906606] ; [22.18906606 28.81093394],0
s7,1,0.006769,7.333312,[276 102] ; [26 22],[267.97183099 110.02816901] ; [34.02816901 13.97183099],0
p4,1,0.008863,6.850264,[259 130] ; [25 27],[250.51247166 138.48752834] ; [33.48752834 18.51247166],0
s8,1,0.009131,6.796955,[252 137] ; [24 28],[243.45578231 145.54421769] ; [32.54421769 19.45578231],0
v4,1,0.010494,6.549031,[382   7] ; [48  4],[379.29705215   9.70294785] ; [50.70294785  1.29705215],0
s3,1,0.011177,6.437009,[347  42] ; [40 12],[341.36734694  47.63265306] ; [45.63265306  6.36734694],0
v1,1,0.012195,6.282308,[229 149] ; [22 30],[220.64651163 157.35348837] ; [30.35348837 21.64651163],0
d1,1,0.0175,5.645552,[261 130] ; [26 26],[253.31151242 137.68848758] ; [33.68848758 18.31151242],0
a5,1,0.018007,5.595449,[306  85] ; [33 19],[299.20767494  91.79232506] ; [39.79232506 12.20767494],0
a3,1,0.030582,4.676257,[301  89] ; [33 19],[294.70588235  95.29411765] ; [39.29411765 12.70588235],0
a6,1,0.031937,4.601862,[260 128] ; [27 25],[253.08181818 134.91818182] ; [33.91818182 18.08181818],0
a7,1,0.033994,4.495001,[293  96] ; [32 20],[286.67800454 102.32199546] ; [38.32199546 13.67800454],0
