Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7.3e-05,15.729194,[19  8] ; [25 64],[10.24137931 16.75862069] ; [33.75862069 55.24137931],1
d3,1,0.211498,1.56114,[16 11] ; [41 49],[13.15384615 13.84615385] ; [43.84615385 46.15384615],0
p4,1,0.226896,1.460216,[13 14] ; [31 57],[10.33043478 16.66956522] ; [33.66956522 54.33043478],0
d5,1,0.230978,1.434831,[21  6] ; [59 31],[18.46153846  8.53846154] ; [61.53846154 28.46153846],0
p8,1,0.260298,1.26717,[11 16] ; [26 63],[ 8.61206897 18.38793103] ; [28.38793103 60.61206897],0
u1,1,0.271835,1.207461,[ 4 23] ; [ 7 83],[ 2.53846154 24.46153846] ; [ 8.46153846 81.53846154],0
v4,1,0.291152,1.114286,[23  4] ; [68 22],[21.  6.] ; [70. 20.],0
u2,1,0.294909,1.097074,[5 3] ; [20 27],[3.63636364 4.36363636] ; [21.36363636 25.63636364],0
b1,1,0.325442,0.966952,[17 10] ; [47 43],[14.76923077 12.23076923] ; [49.23076923 40.76923077],0
n2,1,0.331265,0.943946,[6 3] ; [19 20],[4.6875 4.3125] ; [20.3125 18.6875],0
u3,1,0.382429,0.762878,[5 3] ; [22 26],[3.85714286 4.14285714] ; [23.14285714 24.85714286],0
a8,1,0.428149,0.627839,[ 3 22] ; [ 6 79],[ 2.04545455 22.95454545] ; [ 6.95454545 78.04545455],0
a7,1,0.443298,0.587731,[18  9] ; [52 37],[16.29310345 10.70689655] ; [53.70689655 35.29310345],0
d2,1,0.459414,0.547321,[11 16] ; [43 45],[12.67826087 14.32173913] ; [41.32173913 46.67826087],0
v3,1,0.459851,0.546258,[ 7 20] ; [17 71],[ 5.63478261 21.36521739] ; [18.36521739 69.63478261],0
a2,1,0.485045,0.4875,[ 4 23] ; [ 9 81],[ 3. 24.] ; [10. 80.],0
v2,1,0.490865,0.47463,[ 7 20] ; [29 59],[ 8.45217391 18.54782609] ; [27.54782609 60.45217391],0
d4,1,0.512434,0.429093,[20  7] ; [60 29],[18.62068966  8.37931034] ; [61.37931034 27.62068966],0
d1,1,0.516803,0.420269,[13 14] ; [37 53],[11.53846154 15.46153846] ; [38.46153846 51.53846154],0
s1,1,0.561478,0.337152,[ 1 26] ; [ 6 83],[ 1.62931034 25.37068966] ; [ 5.37068966 83.62931034],0
a1,1,0.586886,0.295234,[ 3 24] ; [ 7 83],[ 2.30769231 24.69230769] ; [ 7.69230769 82.30769231],0
a4,1,0.600073,0.274886,[ 9 18] ; [25 64],[ 7.9137931 19.0862069] ; [26.0862069 62.9137931],0
b4,1,0.601197,0.273194,[18  9] ; [55 35],[16.84615385 10.15384615] ; [56.15384615 33.84615385],0
b5,1,0.61248,0.256579,[15 12] ; [45 45],[13.84615385 13.15384615] ; [46.15384615 43.84615385],0
n4,1,0.630933,0.230797,[17 10] ; [52 38],[15.92307692 11.07692308] ; [53.07692308 36.92307692],0
b3,1,0.694831,0.153905,[ 5 15] ; [16 38],[ 5.67567568 14.32432432] ; [15.32432432 38.67567568],0
b2,1,0.694831,0.153905,[ 5 15] ; [16 38],[ 5.67567568 14.32432432] ; [15.32432432 38.67567568],0
p1,1,0.728588,0.120412,[ 3 24] ; [ 8 82],[ 2.53846154 24.46153846] ; [ 8.46153846 81.53846154],0
n5,1,0.733564,0.115865,[16 11] ; [50 40],[15.23076923 11.76923077] ; [50.76923077 39.23076923],0
a5,1,0.865957,0.028492,[13 14] ; [45 45],[13.38461538 13.61538462] ; [44.61538462 45.38461538],0
a6,1,0.918664,0.010428,[15 12] ; [51 39],[15.23076923 11.76923077] ; [50.76923077 39.23076923],0
p5,1,0.933817,0.006896,[ 1 26] ; [ 3 86],[ 0.93103448 26.06896552] ; [ 3.06896552 85.93103448],0
p3,1,0.979238,0.000677,[ 7 19] ; [24 66],[ 6.94827586 19.05172414] ; [24.05172414 65.94827586],0
