Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,62.356226,[467  51] ; [38 31],[445.63884157  72.36115843] ; [59.36115843  9.63884157],1
p10,1,0.0,31.739502,[442  71] ; [40 28],[425.5869191  87.4130809] ; [56.4130809 11.5869191],1
p9,1,1e-06,25.122909,[444  67] ; [43 25],[429.80483592  81.19516408] ; [57.19516408 10.80483592],1
p4,1,5.2e-05,16.362499,[344 170] ; [29 40],[328.8542024 185.1457976] ; [44.1457976 24.8542024],1
r4,1,6.2e-05,16.036821,[504  15] ; [60  9],[497.81632653  21.18367347] ; [66.18367347  2.81632653],1
v4,1,0.000113,14.901377,[505  13] ; [60  8],[499.43686007  18.56313993] ; [65.56313993  2.43686007],1
s6,1,0.000131,14.627759,[370 136] ; [35 34],[356.4 149.6] ; [48.6 20.4],1
s8,1,0.000132,14.61968,[267 246] ; [19 50],[252.09278351 260.90721649] ; [33.90721649 35.09278351],1
p11,1,0.000913,10.996016,[432  87] ; [46 23],[421.90816327  97.09183673] ; [56.09183673 12.90816327],1
d1,1,0.001216,10.465803,[344 175] ; [32 37],[331.87755102 187.12244898] ; [44.12244898 24.87755102],0
s2,1,0.001546,10.023486,[284 226] ; [24 44],[271.76470588 238.23529412] ; [36.23529412 31.76470588],0
s7,1,0.001692,9.856331,[283 210] ; [23 40],[271.32733813 221.67266187] ; [34.67266187 28.32733813],0
s5,1,0.001744,9.801184,[191 308] ; [12 53],[179.60460993 319.39539007] ; [23.39539007 41.60460993],0
p8,1,0.002853,8.899163,[291 216] ; [26 42],[279.51130435 227.48869565] ; [37.48869565 30.51130435],0
p6,1,0.003682,8.434101,[217 295] ; [16 51],[206.03799655 305.96200345] ; [26.96200345 40.03799655],0
p5,1,0.006961,7.282952,[ 76 437] ; [ 2 66],[ 68.87091222 444.12908778] ; [ 9.12908778 58.87091222],0
p7,1,0.008135,7.003493,[343 162] ; [34 32],[333.42381786 171.57618214] ; [43.57618214 22.42381786],0
p3,1,0.008592,6.905669,[288 227] ; [27 42],[277.78253425 237.21746575] ; [37.21746575 31.78253425],0
r2,1,0.008904,6.841884,[505  10] ; [64  5],[501.77226027  13.22773973] ; [67.22773973  1.77226027],0
p2,1,0.008908,6.841131,[443  72] ; [51 18],[435.63356164  79.36643836] ; [58.36643836 10.63356164],0
u1,1,0.009127,6.797845,[125 394] ; [ 7 62],[116.51020408 402.48979592] ; [15.48979592 53.51020408],0
n3,1,0.01397,6.041958,[68 20] ; [10 10],[63.55555556 24.44444444] ; [14.44444444  5.55555556],0
d2,1,0.033664,4.511675,[291 226] ; [29 39],[282.8034188 234.1965812] ; [37.1965812 30.8034188],0
b1,1,0.037979,4.305983,[203 316] ; [36 33],[210.95408163 308.04591837] ; [28.04591837 40.95408163],0
a2,1,0.056847,3.627075,[155 364] ; [13 56],[148.28571429 370.71428571] ; [19.71428571 49.28571429],0
p12,1,0.058622,3.575943,[ 52 462] ; [ 2 65],[ 47.77280551 466.22719449] ; [ 6.22719449 60.77280551],0
v2,1,0.062478,3.470356,[303 198] ; [32 34],[296.00529101 204.99470899] ; [38.99470899 27.00529101],0
v1,1,0.064565,3.416049,[299 209] ; [32 36],[291.92361111 216.07638889] ; [39.07638889 28.92361111],0
v3,1,0.076308,3.141842,[230 273] ; [21 41],[223.45663717 279.54336283] ; [27.54336283 34.45663717],0
d4,1,0.084301,2.979973,[437  79] ; [52 16],[432.06164384  83.93835616] ; [56.93835616 11.06164384],0
u2,1,0.086907,2.930758,[67 60] ; [14  5],[70.45890411 56.54109589] ; [10.54109589  8.45890411],0
r3,1,0.105118,2.626118,[499  17] ; [64  5],[496.59487179  19.40512821] ; [66.40512821  2.59487179],0
a4,1,0.133323,2.253382,[266 249] ; [29 40],[260.14554795 254.85445205] ; [34.85445205 34.14554795],0
b3,1,0.144653,2.127753,[136 202] ; [11 28],[131.79310345 206.20689655] ; [15.20689655 23.79310345],0
b2,1,0.144653,2.127753,[136 202] ; [11 28],[131.79310345 206.20689655] ; [15.20689655 23.79310345],0
a5,1,0.160124,1.973052,[420  98] ; [51 18],[415.63543441 102.36456559] ; [55.36456559 13.63543441],0
d5,1,0.164074,1.936269,[438  80] ; [53 15],[434.02389078  83.97610922] ; [56.97610922 11.02389078],0
s3,1,0.164484,1.932507,[303 205] ; [34 33],[297.73217391 210.26782609] ; [39.26782609 27.73217391],0
u3,1,0.187827,1.734577,[74 54] ; [14  5],[76.62585034 51.37414966] ; [11.37414966  7.62585034],0
p1,1,0.267616,1.228928,[ 52 463] ; [ 4 64],[ 49.46826758 465.53173242] ; [ 6.53173242 61.46826758],0
a7,1,0.296713,1.08891,[382 134] ; [47 22],[378.4 137.6] ; [50.6 18.4],0
s1,1,0.326699,0.961938,[ 18 492] ; [ 4 63],[ 19.44540728 490.55459272] ; [ 2.55459272 64.44540728],0
a6,1,0.336067,0.925376,[364 153] ; [44 24],[360.57435897 156.42564103] ; [47.42564103 20.57435897],0
n2,1,0.343527,0.897226,[64 25] ; [18  4],[65.74774775 23.25225225] ; [16.25225225  5.74774775],0
a1,1,0.439154,0.598492,[ 26 493] ; [ 2 67],[ 24.71428571 494.28571429] ; [ 3.28571429 65.71428571],0
d3,1,0.453885,0.560933,[373 145] ; [46 22],[370.37883959 147.62116041] ; [48.62116041 19.37883959],0
u4,1,0.489471,0.477688,[ 15 504] ; [ 1 68],[ 14.12244898 504.87755102] ; [ 1.87755102 67.12244898],0
b5,1,0.512764,0.428422,[302 217] ; [43 26],[304.51530612 214.48469388] ; [40.48469388 28.51530612],0
n1,1,0.601078,0.273374,[41 46] ; [ 9 13],[39.90825688 47.09174312] ; [10.09174312 11.90825688],0
a3,1,0.665689,0.186687,[391 124] ; [50 18],[389.5626072 125.4373928] ; [51.4373928 16.5626072],0
a8,1,0.840424,0.040542,[ 78 384] ; [10 53],[ 77.44 384.56] ; [10.56 52.44],0
b4,1,0.92389,0.009127,[304 215] ; [40 29],[303.63265306 215.36734694] ; [40.36734694 28.63265306],0
s4,1,0.952472,0.003552,[ 75 433] ; [10 59],[ 74.83535529 433.16464471] ; [10.16464471 58.83535529],0
