Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.621454,[78  9] ; [16 25],[63.890625 23.109375] ; [30.109375 10.890625],1
r2,1,3.2e-05,17.290649,[84  3] ; [27 11],[77.256  9.744] ; [33.744  4.256],1
v4,1,6.5e-05,15.946812,[80  7] ; [26 15],[72.046875 14.953125] ; [33.953125  7.046875],1
r3,1,0.000166,14.183351,[79  8] ; [26 15],[71.3671875 15.6328125] ; [33.6328125  7.3671875],1
s8,1,0.000739,11.389157,[41 44] ; [ 7 34],[32.38095238 52.61904762] ; [15.61904762 25.38095238],1
s6,1,0.000783,11.282152,[56 29] ; [14 27],[47.22222222 37.77777778] ; [22.77777778 18.22222222],1
v3,1,0.001042,10.752153,[38 43] ; [ 6 32],[29.94957983 51.05042017] ; [14.05042017 23.94957983],0
n4,1,0.005304,7.772872,[66 21] ; [21 20],[59.1328125 27.8671875] ; [27.8671875 13.1328125],0
p1,1,0.00613,7.511552,[ 5 82] ; [ 9 32],[ 9.515625 77.484375] ; [ 4.484375 36.515625],0
s7,1,0.022285,5.223385,[42 40] ; [11 27],[36.21666667 45.78333333] ; [16.78333333 21.21666667],0
n6,1,0.055848,3.656573,[64 22] ; [23 17],[59.38095238 26.61904762] ; [27.61904762 12.38095238],0
p10,1,0.059848,3.54158,[55 31] ; [19 22],[50.11023622 35.88976378] ; [23.88976378 17.11023622],0
v2,1,0.061261,3.502909,[47 36] ; [15 24],[42.18032787 40.81967213] ; [19.81967213 19.18032787],0
s5,1,0.062934,3.458338,[31 52] ; [ 8 31],[26.53278689 56.46721311] ; [12.46721311 26.53278689],0
v1,1,0.080962,3.045478,[38 47] ; [11 28],[33.58870968 51.41129032] ; [15.41129032 23.58870968],0
p11,1,0.090656,2.862691,[50 37] ; [17 24],[45.5390625 41.4609375] ; [21.4609375 19.5390625],0
n3,1,0.107145,2.595829,[21  9] ; [10 11],[18.23529412 11.76470588] ; [12.76470588  8.23529412],0
u1,1,0.117109,2.455571,[21 66] ; [ 5 36],[17.671875 69.328125] ; [ 8.328125 32.671875],0
a7,1,0.119242,2.427252,[61 26] ; [23 18],[57.09375 29.90625] ; [26.90625 14.09375],0
s3,1,0.123541,2.371847,[44 42] ; [15 26],[39.95275591 46.04724409] ; [19.04724409 21.95275591],0
p9,1,0.136189,2.220499,[58 29] ; [20 18],[54.288 32.712] ; [23.712 14.288],0
