Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,72.613413,[54 70] ; [493 121],[91.90785908 32.09214092] ; [455.09214092 158.90785908],1
n4,1,0.0,59.237851,[64 62] ; [507 108],[97.09311741 28.90688259] ; [473.90688259 141.09311741],1
p10,1,2e-06,22.795413,[78 45] ; [501 106],[97.55753425 25.44246575] ; [481.44246575 125.55753425],1
p6,1,5e-06,20.671025,[ 19 100] ; [228 379],[40.4862259 78.5137741] ; [206.5137741 400.4862259],1
p11,1,1.8e-05,18.396694,[81 45] ; [502 114],[99. 27.] ; [484. 132.],1
p9,1,3e-05,17.420665,[87 37] ; [518  87],[102.90809328  21.09190672] ; [502.09190672 102.90809328],1
s7,1,5.5e-05,16.253139,[34 83] ; [290 297],[53.84659091 63.15340909] ; [270.15340909 316.84659091],1
p2,1,0.000141,14.485684,[88 36] ; [521  91],[102.60326087  21.39673913] ; [506.39673913 105.60326087],1
r4,1,0.000146,14.429355,[103  23] ; [570  46],[114.28301887  11.71698113] ; [558.71698113  57.28301887],1
p3,1,0.00048,12.190589,[42 81] ; [315 298],[59.66168478 63.33831522] ; [297.33831522 315.66168478],1
p4,1,0.000498,12.123469,[54 69] ; [372 239],[71.38692098 51.61307902] ; [354.61307902 256.38692098],1
s5,1,0.001213,10.471154,[ 20 100] ; [188 412],[34.66666667 85.33333333] ; [173.33333333 426.66666667],0
s8,1,0.001426,10.17136,[37 89] ; [274 338],[53.09756098 72.90243902] ; [257.90243902 354.09756098],0
b1,1,0.002034,9.518258,[65 61] ; [227 389],[49.58490566 76.41509434] ; [242.41509434 373.58490566],0
s6,1,0.002318,9.279248,[63 63] ; [392 216],[78.10626703 47.89373297] ; [376.89373297 231.10626703],0
p8,1,0.002369,9.239027,[48 75] ; [327 278],[63.35851648 59.64148352] ; [311.64148352 293.35851648],0
u1,1,0.005247,7.792115,[ 10 116] ; [111 505],[ 20.54716981 105.45283019] ; [100.45283019 515.54716981],0
r3,1,0.005288,7.778051,[113  13] ; [589  26],[119.36842105   6.63157895] ; [582.63157895  32.36842105],0
v3,1,0.00714,7.237359,[34 80] ; [258 337],[46.9506347 67.0493653] ; [245.0493653 349.9506347],0
p5,1,0.010744,6.507141,[  6 117] ; [ 79 531],[ 14.2633015 108.7366985] ; [ 70.7366985 539.2633015],0
p7,1,0.011451,6.393991,[62 57] ; [387 214],[74.20972222 44.79027778] ; [374.79027778 226.20972222],0
u3,1,0.012399,6.252848,[31 10] ; [96 81],[23.8853211 17.1146789] ; [103.1146789  73.8853211],0
u2,1,0.013683,6.078608,[31 10] ; [96 80],[23.99539171 17.00460829] ; [103.00460829  72.99539171],0
d1,1,0.016154,5.78602,[60 66] ; [365 251],[72.16981132 53.83018868] ; [352.83018868 263.16981132],0
b2,1,0.017007,5.69567,[18 50] ; [161 224],[26.86975717 41.13024283] ; [152.13024283 232.86975717],0
b3,1,0.017007,5.69567,[18 50] ; [161 224],[26.86975717 41.13024283] ; [152.13024283 232.86975717],0
r2,1,0.01996,5.415384,[114  11] ; [586  24],[119.04761905   5.95238095] ; [580.95238095  29.04761905],0
d2,1,0.028937,4.771385,[48 77] ; [301 312],[59.11246612 65.88753388] ; [289.88753388 323.11246612],0
s2,1,0.031545,4.623045,[46 79] ; [290 323],[56.91056911 68.08943089] ; [279.08943089 333.91056911],0
a4,1,0.045412,4.003275,[45 81] ; [278 334],[55.14634146 70.85365854] ; [267.85365854 344.14634146],0
p12,1,0.047429,3.930113,[  4 118] ; [ 52 560],[  9.30790191 112.69209809] ; [ 46.69209809 565.30790191],0
v1,1,0.067274,3.348322,[57 65] ; [333 264],[66.17524339 55.82475661] ; [323.82475661 273.17524339],0
a2,1,0.09492,2.788895,[ 22 104] ; [150 466],[29.20754717 96.79245283] ; [142.79245283 473.20754717],0
v2,1,0.096775,2.757901,[58 58] ; [346 247],[66.09873061 49.90126939] ; [337.90126939 255.09873061],0
