Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,27.719997,[218 156] ; [18 55],[197.45861298 176.54138702] ; [38.54138702 34.45861298],1
p4,1,6e-06,20.589412,[262 115] ; [30 42],[245.17594655 131.82405345] ; [46.82405345 25.17594655],1
p7,1,3.7e-05,17.03663,[260 106] ; [32 38],[245.11926606 120.88073394] ; [46.88073394 23.11926606],1
n6,1,0.001063,10.715294,[331  44] ; [53 19],[322.14765101  52.85234899] ; [61.85234899 10.14765101],0
p3,1,0.002284,9.306311,[210 167] ; [26 46],[198.155902 178.844098] ; [37.844098 34.155902],0
p10,1,0.004721,7.983195,[329  46] ; [54 18],[321.30872483  53.69127517] ; [61.69127517 10.30872483],0
n4,1,0.004995,7.881423,[303  73] ; [48 25],[293.93318486  82.06681514] ; [57.06681514 15.93318486],0
n5,1,0.007206,7.22087,[301  75] ; [48 25],[292.25835189  83.74164811] ; [56.74164811 16.25835189],0
d4,1,0.010961,6.47169,[334  43] ; [55 16],[327.35044643  49.64955357] ; [61.64955357  9.35044643],0
p9,1,0.022077,5.239684,[335  38] ; [57 14],[329.31531532  43.68468468] ; [62.68468468  8.31531532],0
d3,1,0.023827,5.107172,[278  99] ; [43 28],[270.12723214 106.87276786] ; [50.87276786 20.12723214],0
a7,1,0.02658,4.917915,[284  92] ; [46 27],[276.34743875  99.65256125] ; [53.65256125 19.34743875],0
s1,1,0.02876,4.781901,[ 14 359] ; [ 7 65],[ 17.60224719 355.39775281] ; [ 3.39775281 68.60224719],0
p6,1,0.034108,4.489297,[170 204] ; [23 49],[161.84304933 212.15695067] ; [31.15695067 40.84304933],0
p11,1,0.041361,4.161165,[300  78] ; [50 23],[293.3481153  84.6518847] ; [56.6518847 16.3481153],0
r1,1,0.083304,2.999223,[315  61] ; [55 18],[309.844098  66.155902] ; [60.155902 12.844098],0
p5,1,0.121936,2.392281,[ 53 324] ; [ 5 64],[ 49.02690583 327.97309417] ; [ 8.97309417 60.02690583],0
b1,1,0.136907,2.212389,[146 232] ; [35 38],[151.70288248 226.29711752] ; [29.29711752 43.70288248],0
d5,1,0.139333,2.185311,[318  58] ; [55 16],[313.75391499  62.24608501] ; [59.24608501 11.75391499],0
a6,1,0.139349,2.185128,[252 125] ; [41 30],[246.56473214 130.43526786] ; [46.43526786 24.56473214],0
d1,1,0.145957,2.114001,[251 127] ; [42 31],[245.57427938 132.42572062] ; [47.42572062 25.57427938],0
s7,1,0.166539,1.913821,[262 104] ; [43 25],[257.21198157 108.78801843] ; [47.78801843 20.21198157],0
a2,1,0.185813,1.750506,[106 272] ; [15 58],[101.41463415 276.58536585] ; [19.58536585 53.41463415],0
a8,1,0.26683,1.23297,[ 57 288] ; [ 8 63],[ 53.90625 291.09375] ; [11.09375 59.90625],0
s3,1,0.273046,1.20138,[331  45] ; [60 12],[328.16071429  47.83928571] ; [62.83928571  9.16071429],0
b5,1,0.274127,1.19598,[228 150] ; [49 24],[232.16407982 145.83592018] ; [44.83592018 28.16407982],0
a3,1,0.279319,1.170399,[286  91] ; [51 22],[282.33111111  94.66888889] ; [54.66888889 18.33111111],0
s8,1,0.280539,1.164475,[240 137] ; [41 31],[235.93986637 141.06013363] ; [45.06013363 26.93986637],0
u4,1,0.329751,0.949876,[ 12 366] ; [ 4 69],[ 13.41019956 364.58980044] ; [ 2.58980044 70.41019956],0
s5,1,0.363671,0.825176,[178 182] ; [30 39],[174.54545455 185.45454545] ; [33.45454545 35.54545455],0
a5,1,0.367984,0.810461,[288  90] ; [52 21],[284.96674058  93.03325942] ; [55.03325942 17.96674058],0
v3,1,0.39037,0.73779,[159 206] ; [25 41],[155.82366589 209.17633411] ; [28.17633411 37.82366589],0
r2,1,0.407839,0.68509,[366   9] ; [70  3],[364.95535714  10.04464286] ; [71.04464286  1.95535714],0
