Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,143.111318,[557   6] ; [14 10],[547.65417376  15.34582624] ; [23.34582624  0.65417376],1
r3,1,0.0,129.165305,[554  11] ; [12 11],[543.86054422  21.13945578] ; [22.13945578  0.86054422],1
v4,1,0.0,123.318935,[554  11] ; [13 11],[543.89643463  21.10356537] ; [23.10356537  0.89643463],1
p11,1,3e-05,17.432273,[468  98] ; [13 13],[459.875 106.125] ; [21.125  4.875],1
n6,1,6.2e-05,16.036821,[504  60] ; [15  9],[497.81632653  66.18367347] ; [21.18367347  2.81632653],1
p9,1,7.8e-05,15.60038,[476  81] ; [14 11],[468.95189003  88.04810997] ; [21.04810997  3.95189003],1
p4,1,0.000144,14.453949,[366 194] ; [ 7 18],[357.05982906 202.94017094] ; [15.94017094  9.05982906],1
p7,1,0.000235,13.532235,[372 179] ; [ 7 16],[363.81358885 187.18641115] ; [15.18641115  7.81358885],1
p2,1,0.000543,11.962901,[481  81] ; [15 10],[474.87563884  87.12436116] ; [21.12436116  3.87563884],1
p8,1,0.000808,11.222702,[312 240] ; [ 6 20],[303.69550173 248.30449827] ; [14.30449827 11.69550173],1
n3,1,0.00145,10.14129,[73 22] ; [5 9],[67.98165138 27.01834862] ; [10.01834862  3.98165138],0
a7,1,0.003692,8.429601,[419 145] ; [12 13],[412.70628183 151.29371817] ; [18.29371817  6.70628183],0
p3,1,0.008299,6.967685,[308 253] ; [ 7 18],[301.56143345 259.43856655] ; [13.43856655 11.56143345],0
p10,1,0.009475,6.731101,[469  90] ; [16  9],[464.2380137  94.7619863] ; [20.7619863  4.2380137],0
a1,1,0.011294,6.418486,[ 25 541] ; [ 4 22],[ 27.72635135 538.27364865] ; [ 1.27364865 24.72635135],0
s6,1,0.012059,6.302227,[395 158] ; [12 13],[389.39619377 163.60380623] ; [17.60380623  7.39619377],0
a5,1,0.014576,5.967051,[458 107] ; [16 10],[453.14720812 111.85279188] ; [20.85279188  5.14720812],0
p6,1,0.025631,4.980737,[229 327] ; [ 5 21],[223.54639175 332.45360825] ; [10.45360825 15.54639175],0
s8,1,0.032717,4.560506,[279 281] ; [ 7 18],[273.77777778 286.22222222] ; [12.22222222 12.77777778],0
u3,1,0.039888,4.222654,[88 52] ; [3 7],[84.93333333 55.06666667] ; [6.06666667 3.93333333],0
s1,1,0.042555,4.113,[ 20 535] ; [ 3 23],[ 21.9707401 533.0292599] ; [ 1.0292599 24.9707401],0
b4,1,0.048618,3.888478,[325 241] ; [20  6],[329.84797297 236.15202703] ; [15.15202703 10.84797297],0
u1,1,0.067284,3.348057,[130 436] ; [ 2 24],[126.2027027 439.7972973] ; [ 5.7972973 20.2027027],0
a6,1,0.071398,3.250582,[396 166] ; [14 12],[391.8707483 170.1292517] ; [18.1292517  7.8707483],0
