Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,34.109307,[ 12 250] ; [22 61],[ 25.82028986 236.17971014] ; [ 8.17971014 74.82028986],1
s6,1,0.0,31.299031,[ 98 164] ; [59 22],[119.92419825 142.07580175] ; [37.07580175 43.92419825],1
p3,1,0.000194,13.887493,[106 156] ; [53 30],[120.74782609 141.25217391] ; [38.25217391 44.74782609],1
b5,1,0.00113,10.602164,[173  90] ; [38 45],[160.38439306 102.61560694] ; [50.61560694 32.38439306],0
p12,1,0.002812,8.925419,[  9 252] ; [10 73],[ 14.41569767 246.58430233] ; [ 4.58430233 78.41569767],0
p1,1,0.003511,8.520601,[ 13 250] ; [12 71],[ 19.00289017 243.99710983] ; [ 5.99710983 77.00289017],0
s8,1,0.00365,8.44997,[ 57 205] ; [31 51],[ 67.02325581 194.97674419] ; [20.97674419 61.02325581],0
r4,1,0.010195,6.600423,[217  46] ; [78  5],[224.23410405  38.76589595] ; [70.76589595 12.23410405],0
p6,1,0.012515,6.236405,[ 77 182] ; [37 46],[ 86.33333333 172.66666667] ; [27.66666667 55.33333333],0
s7,1,0.013231,6.137895,[ 64 186] ; [31 46],[ 72.62996942 177.37003058] ; [22.37003058 54.62996942],0
p10,1,0.017241,5.671636,[196  64] ; [72 10],[203.74269006  56.25730994] ; [64.25730994 17.74269006],0
p4,1,0.019549,5.451739,[134 128] ; [54 28],[143.18604651 118.81395349] ; [44.81395349 37.18604651],0
s2,1,0.02319,5.15418,[ 33 228] ; [19 64],[ 39.45348837 221.54651163] ; [12.54651163 70.45348837],0
p7,1,0.033017,4.544919,[143 115] ; [57 26],[151.31964809 106.68035191] ; [48.68035191 34.31964809],0
r1,1,0.048824,3.881399,[186  76] ; [68 15],[192.89275362  69.10724638] ; [61.10724638 21.89275362],0
a1,1,0.058028,3.592882,[  9 254] ; [ 7 76],[ 12.16184971 250.83815029] ; [ 3.83815029 79.16184971],0
a5,1,0.060117,3.534141,[181  82] ; [66 17],[187.74855491  75.25144509] ; [59.25144509 23.74855491],0
u1,1,0.073067,3.212745,[ 33 230] ; [17 66],[ 38.00578035 224.99421965] ; [11.99421965 71.00578035],0
s4,1,0.073232,3.209043,[ 26 235] ; [14 67],[ 30.52631579 230.47368421] ; [ 9.47368421 71.52631579],0
p9,1,0.097268,2.749783,[201  56] ; [71 11],[206.20648968  50.79351032] ; [65.79351032 16.20648968],0
v2,1,0.116438,2.464589,[132 124] ; [51 32],[138.19469027 117.80530973] ; [44.80530973 38.19469027],0
a4,1,0.141901,2.15722,[102 159] ; [40 43],[107.73837209 153.26162791] ; [34.26162791 48.73837209],0
d2,1,0.161489,1.960224,[108 154] ; [41 41],[113.48255814 148.51744186] ; [35.51744186 46.48255814],0
a8,1,0.17728,1.820276,[ 24 210] ; [12 63],[ 27.26213592 206.73786408] ; [ 8.73786408 66.26213592],0
a7,1,0.219142,1.509982,[188  74] ; [53 29],[183.55232558  78.44767442] ; [57.44767442 24.55232558],0
a6,1,0.265708,1.23877,[179  84] ; [51 32],[174.8265896  88.1734104] ; [55.1734104 27.8265896],0
b3,1,0.268377,1.225024,[53 99] ; [23 30],[56.35121951 95.64878049] ; [19.64878049 33.35121951],0
b2,1,0.268377,1.225024,[53 99] ; [23 30],[56.35121951 95.64878049] ; [19.64878049 33.35121951],0
d4,1,0.314686,1.010905,[208  55] ; [69 13],[211.16231884  51.83768116] ; [65.83768116 16.16231884],0
p8,1,0.325128,0.968208,[125 132] ; [45 37],[128.87905605 128.12094395] ; [41.12094395 40.87905605],0
v4,1,0.33214,0.940536,[246  17] ; [80  3],[247.79768786  15.20231214] ; [78.20231214  4.79768786],0
b4,1,0.341289,0.905585,[146 117] ; [51 32],[149.74277457 113.25722543] ; [47.25722543 35.74277457],0
u3,1,0.350862,0.870337,[45 50] ; [15 11],[47.10743802 47.89256198] ; [12.89256198 13.10743802],0
d1,1,0.354439,0.8575,[140 123] ; [49 34],[143.66184971 119.33815029] ; [45.33815029 37.66184971],0
a3,1,0.41169,0.673916,[167  95] ; [57 26],[170.11014493  91.88985507] ; [53.88985507 29.11014493],0
a2,1,0.487309,0.482462,[ 48 215] ; [18 65],[ 50.16763006 212.83236994] ; [15.83236994 67.16763006],0
r3,1,0.566409,0.328728,[241  21] ; [77  5],[242.19767442  19.80232558] ; [75.80232558  6.19767442],0
s1,1,0.584946,0.298306,[  4 257] ; [ 2 80],[  4.56559767 256.43440233] ; [ 1.43440233 80.56559767],0
n4,1,0.587374,0.294464,[195  68] ; [64 19],[196.8699422  66.1300578] ; [62.1300578 20.8699422],0
n1,1,0.60643,0.265407,[20 49] ; [ 7 13],[20.93258427 48.06741573] ; [ 6.06741573 13.93258427],0
d5,1,0.629951,0.232127,[205  57] ; [67 16],[206.56231884  55.43768116] ; [65.43768116 17.56231884],0
r2,1,0.659507,0.194123,[232  26] ; [76  7],[233.03225806  24.96774194] ; [74.96774194  8.03225806],0
n3,1,0.69034,0.158718,[45 24] ; [14  6],[45.74157303 23.25842697] ; [13.25842697  6.74157303],0
v1,1,0.700109,0.148359,[130 130] ; [39 43],[128.47953216 131.52046784] ; [40.52046784 41.47953216],0
n2,1,0.801641,0.063114,[48 21] ; [14  7],[47.53333333 21.46666667] ; [14.46666667  6.53333333],0
v3,1,0.818862,0.052445,[ 93 163] ; [29 54],[ 92.12979351 163.87020649] ; [29.87020649 53.12979351],0
u2,1,0.82215,0.050526,[47 48] ; [13 12],[47.5 47.5] ; [12.5 12.5],0
d3,1,0.858622,0.03173,[174  88] ; [56 27],[174.66666667  87.33333333] ; [55.33333333 27.66666667],0
n5,1,0.937472,0.006154,[197  64] ; [63 20],[197.26744186  63.73255814] ; [62.73255814 20.26744186],0
p2,1,0.951772,0.003658,[206  56] ; [65 18],[205.80289855  56.19710145] ; [65.19710145 17.80289855],0
