Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,27.142427,[119  60] ; [35 67],[98.09964413 80.90035587] ; [55.90035587 46.09964413],1
a6,1,1e-06,24.29247,[131  49] ; [44 58],[111.70212766  68.29787234] ; [63.29787234 38.70212766],1
d5,1,4.6e-05,16.591784,[142  38] ; [57 45],[127.0212766  52.9787234] ; [71.9787234 30.0212766],1
d4,1,0.000464,12.255074,[145  35] ; [62 39],[132.59786477  47.40213523] ; [74.40213523 26.59786477],1
r1,1,0.000958,10.906662,[135  43] ; [58 44],[122.69285714  55.30714286] ; [70.30714286 31.69285714],1
r3,1,0.001558,10.009226,[160  17] ; [78 24],[150.98924731  26.01075269] ; [87.01075269 14.98924731],0
r4,1,0.00548,7.71379,[145  35] ; [67 35],[135.31914894  44.68085106] ; [76.68085106 25.31914894],0
b5,1,0.008536,6.917479,[122  58] ; [53 49],[111.70212766  68.29787234] ; [63.29787234 38.70212766],0
p9,1,0.014895,5.928892,[131  43] ; [60 38],[122.18382353  51.81617647] ; [68.81617647 29.18382353],0
p10,1,0.01564,5.842868,[123  54] ; [55 45],[113.7400722  63.2599278] ; [64.2599278 35.7400722],0
a2,1,0.019921,5.418824,[ 37 143] ; [10 92],[ 30. 150.] ; [17. 85.],0
v4,1,0.027566,4.855032,[158  20] ; [79 21],[151.74820144  26.25179856] ; [85.25179856 14.74820144],0
u3,1,0.033706,4.509562,[34 29] ; [15 30],[28.58333333 34.41666667] ; [20.41666667 24.58333333],0
u1,1,0.038893,4.265556,[ 25 155] ; [ 6 96],[ 19.78723404 160.21276596] ; [11.21276596 90.78723404],0
b2,1,0.041319,4.162888,[28 66] ; [28 33],[33.96129032 60.03870968] ; [22.03870968 38.96129032],0
b3,1,0.041319,4.162888,[28 66] ; [28 33],[33.96129032 60.03870968] ; [22.03870968 38.96129032],0
d1,1,0.051825,3.781407,[85 95] ; [36 66],[ 77.23404255 102.76595745] ; [43.76595745 58.23404255],0
s6,1,0.062496,3.469881,[94 85] ; [40 58],[86.59205776 92.40794224] ; [47.40794224 50.59205776],0
a5,1,0.065944,3.381193,[112  68] ; [52 50],[104.68085106  75.31914894] ; [59.31914894 42.68085106],0
r2,1,0.076386,3.140165,[156  18] ; [83 18],[151.22181818  22.77818182] ; [87.77818182 13.22181818],0
v2,1,0.077397,3.118721,[ 67 102] ; [28 69],[ 60.35714286 108.64285714] ; [34.64285714 62.35714286],0
b1,1,0.082221,3.02045,[ 64 116] ; [47 55],[ 70.85106383 109.14893617] ; [40.14893617 61.85106383],0
p2,1,0.086529,2.937788,[129  51] ; [63 39],[122.55319149  57.44680851] ; [69.44680851 32.55319149],0
a8,1,0.090066,2.873191,[ 26 142] ; [ 8 89],[ 21.55471698 146.44528302] ; [12.44528302 84.55471698],0
u2,1,0.099225,2.717956,[32 30] ; [16 29],[27.81308411 34.18691589] ; [20.18691589 24.81308411],0
n5,1,0.101915,2.675312,[104  74] ; [69 32],[110.37275986  67.62724014] ; [62.62724014 38.37275986],0
a1,1,0.110292,2.550035,[  4 176] ; [ 6 96],[  6.38297872 173.61702128] ; [ 3.61702128 98.38297872],0
a3,1,0.123545,2.371795,[117  61] ; [57 44],[111.01075269  66.98924731] ; [62.98924731 38.01075269],0
n3,1,0.133895,2.246749,[41 17] ; [26 20],[37.36538462 20.63461538] ; [29.63461538 16.36538462],0
p8,1,0.13485,2.235769,[ 60 116] ; [26 76],[ 54.44604317 121.55395683] ; [31.55395683 70.44604317],0
s2,1,0.162744,1.948542,[ 68 111] ; [30 71],[ 62.65 116.35] ; [35.35 65.65],0
p1,1,0.181424,1.785919,[  6 172] ; [ 7 95],[  8.26428571 169.73571429] ; [ 4.73571429 97.26428571],0
p12,1,0.19026,1.715606,[  5 173] ; [ 6 94],[  7.04316547 170.95683453] ; [ 3.95683453 96.04316547],0
s5,1,0.203803,1.614909,[ 41 133] ; [30 68],[ 45.41911765 128.58088235] ; [25.58088235 72.41911765],0
s8,1,0.221911,1.49197,[ 49 130] ; [21 80],[ 44.75 134.25] ; [25.25 75.75],0
p5,1,0.278543,1.174187,[  8 172] ; [  2 100],[  6.38297872 173.61702128] ; [ 3.61702128 98.38297872],0
s3,1,0.300978,1.069855,[89 89] ; [44 57],[84.85304659 93.14695341] ; [48.14695341 52.85304659],0
d2,1,0.432072,0.617248,[ 67 113] ; [42 58],[ 70.07142857 109.92857143] ; [38.92857143 61.07142857],0
a4,1,0.472675,0.515717,[ 58 121] ; [37 64],[ 60.73214286 118.26785714] ; [34.26785714 66.73214286],0
v1,1,0.473387,0.514058,[ 59 113] ; [39 62],[ 61.74358974 110.25641026] ; [36.25641026 64.74358974],0
s7,1,0.483805,0.490273,[ 55 119] ; [27 71],[ 52.45588235 121.54411765] ; [29.54411765 68.45588235],0
p7,1,0.562109,0.336066,[77 95] ; [42 60],[74.70072993 97.29927007] ; [44.29927007 57.70072993],0
p11,1,0.586446,0.295929,[116  64] ; [69 33],[118.08510638  61.91489362] ; [66.91489362 35.08510638],0
n1,1,0.635919,0.224119,[24 35] ; [17 30],[22.82075472 36.17924528] ; [18.17924528 28.82075472],0
s4,1,0.679563,0.170618,[ 30 148] ; [19 82],[ 31.26164875 146.73835125] ; [17.73835125 83.26164875],0
u4,1,0.682909,0.16687,[  1 179] ; [  1 101],[  1.27659574 178.72340426] ; [  0.72340426 101.27659574],0
n2,1,0.729696,0.119391,[42 17] ; [32 15],[41.18867925 17.81132075] ; [32.81132075 14.18867925],0
n6,1,0.776473,0.080609,[126  53] ; [72 28],[127.03225806  51.96774194] ; [70.96774194 29.03225806],0
p6,1,0.857257,0.032352,[ 27 149] ; [16 83],[ 27.52 148.48] ; [15.48 83.52],0
b4,1,0.915521,0.011252,[100  80] ; [56 46],[99.57446809 80.42553191] ; [56.42553191 45.57446809],0
n4,1,0.946771,0.004457,[113  67] ; [63 38],[112.74021352  67.25978648] ; [63.25978648 37.74021352],0
s1,1,0.949056,0.004082,[  5 173] ; [ 3 99],[  5.08571429 172.91428571] ; [ 2.91428571 99.08571429],0
p3,1,0.96826,0.001583,[ 33 146] ; [19 83],[ 33.12455516 145.87544484] ; [18.87544484 83.12455516],0
