Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.7e-05,16.562611,[2 5] ; [90 13],[5.85454545 1.14545455] ; [86.14545455 16.85454545],1
b1,1,0.001557,10.009775,[6 1] ; [29 74],[2.22727273 4.77272727] ; [32.77272727 70.22727273],0
r3,1,0.001715,9.831666,[5 2] ; [99  3],[6.67889908 0.32110092] ; [97.32110092  4.67889908],0
r1,1,0.015695,5.8367,[3 4] ; [83 19],[5.52293578 1.47706422] ; [80.47706422 21.52293578],0
p9,1,0.028913,4.772797,[3 4] ; [79 21],[5.36448598 1.63551402] ; [76.63551402 23.36448598],0
b4,1,0.053436,3.730233,[2 5] ; [67 36],[4.39090909 2.60909091] ; [64.60909091 38.39090909],0
s1,1,0.053841,3.717633,[1 6] ; [  2 100],[0.19266055 6.80733945] ; [ 2.80733945 99.19266055],0
p2,1,0.05875,3.572335,[3 4] ; [77 25],[5.13761468 1.86238532] ; [74.86238532 27.13761468],0
a8,1,0.067557,3.341397,[1 6] ; [ 2 92],[0.20792079 6.79207921] ; [ 2.79207921 91.20792079],0
a4,1,0.154817,2.024132,[4 3] ; [32 71],[2.29090909 4.70909091] ; [33.70909091 69.29090909],0
n6,1,0.187095,1.74035,[3 4] ; [68 33],[4.60185185 2.39814815] ; [66.39814815 34.60185185],0
d2,1,0.19383,1.688262,[4 3] ; [34 69],[2.41818182 4.58181818] ; [35.58181818 67.41818182],0
b3,1,0.196256,1.670017,[2 1] ; [15 34],[0.98076923 2.01923077] ; [16.01923077 32.98076923],0
b2,1,0.196256,1.670017,[2 1] ; [15 34],[0.98076923 2.01923077] ; [16.01923077 32.98076923],0
p1,1,0.204824,1.607638,[1 6] ; [ 4 98],[0.32110092 6.67889908] ; [ 4.67889908 97.32110092],0
n5,1,0.22288,1.485733,[4 3] ; [35 67],[2.50458716 4.49541284] ; [36.49541284 65.50458716],0
a5,1,0.244052,1.357033,[6 1] ; [66 37],[4.58181818 2.41818182] ; [67.41818182 35.58181818],0
s6,1,0.254662,1.297546,[3 4] ; [65 36],[4.40740741 2.59259259] ; [63.59259259 37.40740741],0
s3,1,0.26175,1.259476,[2 5] ; [52 51],[3.43636364 3.56363636] ; [50.56363636 52.43636364],0
a6,1,0.28255,1.154782,[6 1] ; [68 35],[4.70909091 2.29090909] ; [69.29090909 33.70909091],0
p3,1,0.307562,1.041117,[1 5] ; [38 64],[2.16666667 3.83333333] ; [36.83333333 65.16666667],0
p11,1,0.325341,0.967353,[6 1] ; [70 33],[4.83636364 2.16363636] ; [71.16363636 31.83636364],0
d3,1,0.348457,0.87907,[6 1] ; [71 32],[4.9 2.1] ; [72.1 30.9],0
s2,1,0.353891,0.859454,[2 5] ; [48 55],[3.18181818 3.81818182] ; [46.81818182 56.18181818],0
v1,1,0.355918,0.852243,[5 2] ; [54 47],[3.82407407 3.17592593] ; [55.17592593 45.82407407],0
v4,1,0.374895,0.787375,[6 1] ; [97  6],[6.55454545 0.44545455] ; [96.44545455  6.55454545],0
p12,1,0.385805,0.752123,[1 6] ; [ 6 95],[0.4537037 6.5462963] ; [ 6.5462963 94.4537037],0
b5,1,0.395627,0.721579,[3 4] ; [61 42],[4.07272727 2.92727273] ; [59.92727273 43.07272727],0
p10,1,0.402199,0.701741,[4 3] ; [72 28],[4.97196262 2.02803738] ; [71.02803738 28.97196262],0
v3,1,0.429195,0.625,[2 5] ; [43 55],[3. 4.] ; [42. 56.],0
a2,1,0.461416,0.542456,[2 5] ; [18 85],[1.27272727 5.72727273] ; [18.72727273 84.27272727],0
p7,1,0.466078,0.53126,[3 4] ; [57 43],[3.92523364 3.07476636] ; [56.07476636 43.92523364],0
p5,1,0.466303,0.530724,[1 6] ; [ 7 95],[0.51376147 6.48623853] ; [ 7.48623853 94.51376147],0
d5,1,0.557946,0.343273,[5 2] ; [83 20],[5.6 1.4] ; [82.4 20.6],0
n3,1,0.564113,0.332633,[2 2] ; [22 12],[2.52631579 1.47368421] ; [21.47368421 12.52631579],0
a7,1,0.581798,0.303337,[6 1] ; [79 24],[5.40909091 1.59090909] ; [79.59090909 23.40909091],0
p6,1,0.692301,0.156606,[2 4] ; [26 74],[1.58490566 4.41509434] ; [26.41509434 73.58490566],0
p4,1,0.752335,0.099579,[3 4] ; [50 52],[3.40366972 3.59633028] ; [49.59633028 52.40366972],0
p8,1,0.753247,0.098823,[3 4] ; [49 51],[3.40186916 3.59813084] ; [48.59813084 51.40186916],0
n2,1,0.764744,0.089555,[3 1] ; [23 11],[2.73684211 1.26315789] ; [23.26315789 10.73684211],0
s7,1,0.768862,0.086356,[2 5] ; [34 66],[2.35514019 4.64485981] ; [33.64485981 66.35514019],0
d4,1,0.782399,0.076283,[6 1] ; [84 19],[5.72727273 1.27272727] ; [84.27272727 18.72727273],0
d1,1,0.847541,0.036963,[4 3] ; [55 48],[3.75454545 3.24545455] ; [55.24545455 47.75454545],0
u1,1,0.898265,0.016346,[1 6] ; [13 90],[0.89090909 6.10909091] ; [13.10909091 89.89090909],0
