Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.234473,[47 10] ; [11 24],[35.93478261 21.06521739] ; [22.06521739 12.93478261],1
v2,1,0.603277,0.270082,[26 29] ; [18 16],[27.19101124 27.80898876] ; [16.80898876 17.19101124],0
u2,1,0.60524,0.267165,[10  6] ; [8 7],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
s2,1,0.714205,0.134113,[19 35] ; [11 24],[18.20224719 35.79775281] ; [11.79775281 23.20224719],0
p2,1,0.754682,0.097639,[32 22] ; [19 15],[31.29545455 22.70454545] ; [19.70454545 14.29545455],0
v4,1,0.813142,0.055873,[37 18] ; [23 10],[37.5 17.5] ; [22.5 10.5],0
p3,1,0.831636,0.0452,[19 36] ; [11 23],[18.53932584 36.46067416] ; [11.46067416 22.53932584],0
r1,1,0.832457,0.044754,[18 38] ; [12 23],[18.46153846 37.53846154] ; [11.53846154 23.46153846],0
b2,1,0.8465,0.037475,[12 27] ; [ 6 12],[12.31578947 26.68421053] ; [ 5.68421053 12.31578947],0
b3,1,0.8465,0.037475,[12 27] ; [ 6 12],[12.31578947 26.68421053] ; [ 5.68421053 12.31578947],0
p12,1,0.852711,0.03447,[ 2 54] ; [ 1 34],[ 1.84615385 54.15384615] ; [ 1.15384615 33.84615385],0
b1,1,0.877306,0.023835,[30 27] ; [19 16],[30.35869565 26.64130435] ; [18.64130435 16.35869565],0
d1,1,0.889112,0.01944,[35 22] ; [22 13],[35.31521739 21.68478261] ; [21.68478261 13.31521739],0
s3,1,0.987704,0.000238,[23 31] ; [14 19],[22.96551724 31.03448276] ; [14.03448276 18.96551724],0
