Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.012936,6.177832,[30  4] ; [34 19],[25.01149425  8.98850575] ; [38.98850575 14.01149425],0
s1,1,0.252237,1.310874,[ 1 33] ; [ 5 49],[ 2.31818182 31.68181818] ; [ 3.68181818 50.31818182],0
p3,1,0.252333,1.310342,[20 14] ; [25 29],[17.38636364 16.61363636] ; [27.61363636 26.38636364],0
b1,1,0.267807,1.227945,[16 18] ; [19 35],[13.52272727 20.47727273] ; [21.47727273 32.52272727],0
p8,1,0.328945,0.953049,[20 14] ; [26 28],[17.77272727 16.22727273] ; [28.22727273 25.77272727],0
v3,1,0.340968,0.906789,[ 7 27] ; [ 7 47],[ 5.40909091 28.59090909] ; [ 8.59090909 45.40909091],0
a6,1,0.351831,0.866842,[18 16] ; [34 20],[20.09090909 13.90909091] ; [31.90909091 22.09090909],0
d3,1,0.360918,0.834695,[25  9] ; [34 19],[23.05747126 10.94252874] ; [35.94252874 17.05747126],0
s5,1,0.455471,0.557,[16 15] ; [22 29],[14.36585366 16.63414634] ; [23.63414634 27.36585366],0
p2,1,0.483116,0.491822,[27  7] ; [46  8],[28.20454545  5.79545455] ; [44.79545455  9.20454545],0
n5,1,0.496683,0.462017,[25  9] ; [36 18],[23.56818182 10.43181818] ; [37.43181818 16.56818182],0
n1,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
n2,1,0.519149,0.415584,[9 2] ; [15  6],[8.25 2.75] ; [15.75  5.25],0
p12,1,0.566446,0.328665,[ 1 33] ; [ 3 51],[ 1.54545455 32.45454545] ; [ 2.45454545 51.54545455],0
d4,1,0.615906,0.251664,[25  9] ; [37 17],[23.95454545 10.04545455] ; [38.04545455 15.95454545],0
b5,1,0.627136,0.235964,[19 15] ; [33 21],[20.09090909 13.90909091] ; [31.90909091 22.09090909],0
s6,1,0.670496,0.181023,[26  6] ; [41 12],[25.22352941  6.77647059] ; [41.77647059 11.22352941],0
a1,1,0.738482,0.111466,[ 1 33] ; [ 1 53],[ 0.77272727 33.22727273] ; [ 1.22727273 52.77272727],0
a7,1,0.761221,0.092342,[21 13] ; [31 22],[20.32183908 13.67816092] ; [31.67816092 21.32183908],0
v4,1,0.779391,0.078463,[30  3] ; [50  4],[30.34482759  2.65517241] ; [49.65517241  4.34482759],0
p6,1,0.830943,0.045579,[14 20] ; [21 33],[13.52272727 20.47727273] ; [21.47727273 32.52272727],0
p11,1,0.837577,0.042023,[24 10] ; [37 17],[23.56818182 10.43181818] ; [37.43181818 16.56818182],0
s7,1,0.843701,0.038873,[19 13] ; [32 20],[19.42857143 12.57142857] ; [31.57142857 20.42857143],0
p1,1,0.925056,0.008849,[ 4 30] ; [ 6 48],[ 3.86363636 30.13636364] ; [ 6.13636364 47.86363636],0
s3,1,0.931895,0.007304,[23 11] ; [37 17],[23.18181818 10.81818182] ; [36.81818182 17.18181818],0
u3,1,1.0,0.0,[6 3] ; [16  8],[6. 3.] ; [16.  8.],0
s2,1,1.0,0.0,[22 11] ; [36 18],[22. 11.] ; [36. 18.],0
