Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,120.137205,[ 3 91] ; [249 127],[50.4 43.6] ; [201.6 174.4],1
d3,1,0.0,79.101954,[27 67] ; [289  87],[63.2 30.8] ; [252.8 123.2],1
d5,1,0.0,52.779255,[50 44] ; [326  50],[75.2 18.8] ; [300.8  75.2],1
a3,1,0.0,26.688666,[44 50] ; [279  96],[64.73773987 29.26226013] ; [258.26226013 116.73773987],1
a5,1,0.0,25.981205,[47 47] ; [288  88],[67. 27.] ; [268. 108.],1
d2,1,0.0,25.591991,[20 74] ; [189 187],[41.8 52.2] ; [167.2 208.8],1
a4,1,2e-06,22.456848,[17 77] ; [168 207],[37.07889126 56.92110874] ; [147.92110874 227.07889126],1
r1,1,7.6e-05,15.651,[59 33] ; [309  64],[72.80860215 19.19139785] ; [295.19139785  77.80860215],1
u1,1,0.000238,13.501899,[ 2 92] ; [ 63 313],[13. 81.] ; [ 52. 324.],1
v2,1,0.000544,11.95879,[34 56] ; [208 150],[48.61607143 41.38392857] ; [193.38392857 164.61607143],1
r3,1,0.001067,10.708101,[82 11] ; [362  13],[88.23076923  4.76923077] ; [355.76923077  19.23076923],0
b2,1,0.001103,10.645569,[ 7 48] ; [ 77 140],[16.98529412 38.01470588] ; [ 67.01470588 149.98529412],0
b3,1,0.001103,10.645569,[ 7 48] ; [ 77 140],[16.98529412 38.01470588] ; [ 67.01470588 149.98529412],0
a2,1,0.001161,10.551325,[ 8 86] ; [ 89 287],[19.4 74.6] ; [ 77.6 298.4],0
a6,1,0.001172,10.534483,[52 42] ; [273 103],[65. 29.] ; [260. 116.],0
a7,1,0.003146,8.720703,[57 37] ; [285  91],[68.4 25.6] ; [273.6 102.4],0
s2,1,0.006951,7.285658,[31 62] ; [182 190],[42.6 50.4] ; [170.4 201.6],0
s5,1,0.009431,6.739262,[17 77] ; [116 250],[27.17826087 66.82173913] ; [105.82173913 260.17826087],0
v3,1,0.009815,6.668139,[23 70] ; [141 219],[33.66887417 59.33112583] ; [130.33112583 229.66887417],0
s4,1,0.016227,5.778083,[21 73] ; [ 47 327],[13.65811966 80.34188034] ; [ 54.34188034 319.65811966],0
u2,1,0.028854,4.776315,[20 30] ; [55 38],[26.22377622 23.77622378] ; [48.77622378 44.22377622],0
p9,1,0.030056,4.706099,[72 21] ; [320  50],[78.73866091 14.26133909] ; [313.26133909  56.73866091],0
