Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,66.476834,[ 20 136] ; [56 33],[ 48.39183673 107.60816327] ; [27.60816327 61.39183673],1
s2,1,0.0,40.047099,[ 43 111] ; [62 27],[66.54320988 87.45679012] ; [38.45679012 50.54320988],1
s3,1,0.0,27.377356,[61 90] ; [67 22],[80.53333333 70.46666667] ; [47.46666667 41.53333333],1
s6,1,4e-06,21.358492,[71 81] ; [68 20],[88.03333333 63.96666667] ; [50.96666667 37.03333333],1
s5,1,2.2e-05,17.968181,[ 23 127] ; [34 51],[ 36.38297872 113.61702128] ; [20.61702128 64.38297872],1
p6,1,0.000288,13.145644,[ 36 117] ; [39 45],[ 48.41772152 104.58227848] ; [26.58227848 57.41772152],1
p5,1,0.000413,12.472113,[  7 148] ; [16 71],[ 14.73140496 140.26859504] ; [ 8.26859504 78.73140496],1
p8,1,0.000428,12.406943,[55 99] ; [52 36],[68.09090909 85.90909091] ; [38.90909091 49.09090909],1
p4,1,0.000719,11.44025,[58 94] ; [54 35],[70.63900415 81.36099585] ; [41.36099585 47.63900415],1
a3,1,0.002843,8.905523,[57 97] ; [50 38],[68.09090909 85.90909091] ; [38.90909091 49.09090909],0
d4,1,0.002879,8.882716,[95 60] ; [71 18],[105.45081967  49.54918033] ; [60.54918033 28.45081967],0
v3,1,0.003631,8.459567,[ 38 113] ; [37 48],[ 47.98728814 103.01271186] ; [27.01271186 57.98728814],0
p3,1,0.006993,7.274794,[ 48 107] ; [43 46],[57.80737705 97.19262295] ; [33.19262295 55.80737705],0
p10,1,0.007666,7.109909,[98 55] ; [70 17],[107.1  45.9] ; [60.9 26.1],0
s4,1,0.009327,6.759119,[ 22 131] ; [25 64],[ 29.71487603 123.28512397] ; [17.28512397 71.71487603],0
p2,1,0.009668,6.695085,[114  41] ; [78 11],[121.96721311  33.03278689] ; [70.03278689 18.96721311],0
p1,1,0.011331,6.41258,[  8 147] ; [13 76],[ 13.34016393 141.65983607] ; [ 7.65983607 81.34016393],0
p7,1,0.012236,6.276284,[79 71] ; [59 26],[88.08510638 61.91489362] ; [49.91489362 35.08510638],0
n5,1,0.016253,5.775264,[90 63] ; [66 23],[98.62809917 54.37190083] ; [57.37190083 31.62809917],0
n4,1,0.018287,5.568455,[86 69] ; [63 26],[94.65163934 60.34836066] ; [54.34836066 34.65163934],0
d5,1,0.019819,5.427803,[92 63] ; [66 23],[100.36885246  54.63114754] ; [57.63114754 31.36885246],0
b5,1,0.027008,4.890311,[103  53] ; [46 43],[94.87346939 61.12653061] ; [54.12653061 34.87346939],0
u1,1,0.050086,3.83857,[  2 154] ; [ 5 84],[  4.45714286 151.54285714] ; [ 2.54285714 86.45714286],0
n3,1,0.069403,3.297074,[34 11] ; [13 11],[30.65217391 14.34782609] ; [16.34782609  7.65217391],0
v1,1,0.080612,3.052523,[58 93] ; [44 44],[64.44351464 86.55648536] ; [37.55648536 50.44351464],0
d1,1,0.088301,2.905085,[ 40 116] ; [32 57],[ 45.84489796 110.15510204] ; [26.15510204 62.84489796],0
p9,1,0.108852,2.570815,[110  42] ; [71 16],[115.11297071  36.88702929] ; [65.88702929 21.11297071],0
s1,1,0.110507,2.546962,[  4 149] ; [ 6 81],[  6.375 146.625] ; [ 3.625 83.375],0
r1,1,0.117345,2.452399,[98 57] ; [65 24],[103.54508197  51.45491803] ; [59.45491803 29.54508197],0
d3,1,0.163959,1.937327,[81 73] ; [55 34],[86.18930041 67.81069959] ; [49.81069959 39.18930041],0
b2,1,0.193103,1.693785,[17 60] ; [18 38],[20.26315789 56.73684211] ; [14.73684211 41.26315789],0
b3,1,0.193103,1.693785,[17 60] ; [18 38],[20.26315789 56.73684211] ; [14.73684211 41.26315789],0
r3,1,0.199292,1.647554,[141  14] ; [84  4],[143.51851852  11.48148148] ; [81.48148148  6.51851852],0
u3,1,0.199888,1.643192,[51 47] ; [25 14],[54.3649635 43.6350365] ; [21.6350365 17.3649635],0
r4,1,0.206134,1.598376,[125  31] ; [77 12],[128.62040816  27.37959184] ; [73.37959184 15.62040816],0
n1,1,0.225608,1.468341,[14 31] ; [11 13],[16.30434783 28.69565217] ; [ 8.69565217 15.30434783],0
r2,1,0.288222,1.127909,[138  17] ; [82  6],[140.32921811  14.67078189] ; [79.67078189  8.32921811],0
u2,1,0.368543,0.808573,[53 44] ; [24 14],[55.32592593 41.67407407] ; [21.67407407 16.32592593],0
p12,1,0.369983,0.803723,[  5 149] ; [ 5 84],[  6.33744856 147.66255144] ; [ 3.66255144 85.33744856],0
n6,1,0.436832,0.60459,[118  36] ; [72 17],[120.41152263  33.58847737] ; [69.58847737 19.41152263],0
a6,1,0.586906,0.295202,[81 75] ; [43 46],[78.95510204 77.04489796] ; [45.04489796 43.95510204],0
a7,1,0.613225,0.255505,[100  53] ; [61 28],[101.7892562  51.2107438] ; [59.2107438 29.7892562],0
a4,1,0.646087,0.210869,[ 26 129] ; [17 72],[ 27.31557377 127.68442623] ; [15.68442623 73.31557377],0
b4,1,0.648375,0.207954,[90 66] ; [54 35],[91.68979592 64.31020408] ; [52.31020408 36.68979592],0
a1,1,0.665122,0.187361,[  5 151] ; [ 2 87],[  4.45714286 151.54285714] ; [ 2.54285714 86.45714286],0
n2,1,0.689747,0.159359,[31 13] ; [18  6],[31.70588235 12.29411765] ; [17.29411765  6.70588235],0
p11,1,0.759025,0.094103,[115  41] ; [64 25],[113.9755102  42.0244898] ; [65.0244898 23.9755102],0
a8,1,0.786011,0.073709,[ 18 128] ; [ 9 72],[ 17.36563877 128.63436123] ; [ 9.63436123 71.36563877],0
b1,1,0.853316,0.034184,[ 56 100] ; [33 56],[56.66938776 99.33061224] ; [32.33061224 56.66938776],0
v2,1,0.958577,0.002698,[64 82] ; [38 48],[64.18965517 81.81034483] ; [37.81034483 48.18965517],0
d2,1,0.966357,0.001779,[ 31 124] ; [18 71],[ 31.12704918 123.87295082] ; [17.87295082 71.12704918],0
