Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.711843,[22 35] ; [251  67],[41.496 15.504] ; [231.504  86.496],1
s3,1,0.0,37.471411,[24 33] ; [255  62],[42.52139037 14.47860963] ; [236.47860963  80.52139037],1
s7,1,1.9e-05,18.285522,[31 25] ; [249  57],[43.31491713 12.68508287] ; [236.68508287  69.31491713],1
s5,1,0.000793,11.257535,[13 41] ; [150 158],[24.31491713 29.68508287] ; [138.68508287 169.31491713],1
s4,1,0.00877,6.868985,[ 4 54] ; [ 69 249],[11.2606383 46.7393617] ; [ 61.7393617 256.2606383],0
v3,1,0.020879,5.336889,[34 21] ; [137 168],[26.125 28.875] ; [144.875 160.125],0
d5,1,0.046573,3.960763,[45 13] ; [279  40],[49.84615385  8.15384615] ; [274.15384615  44.84615385],0
v2,1,0.077712,3.112111,[41 16] ; [181 123],[35.05263158 21.94736842] ; [186.94736842 117.05263158],0
r3,1,0.078887,3.087677,[54  4] ; [312   8],[56.15873016  1.84126984] ; [309.84126984  10.15873016],0
b2,1,0.081716,3.030441,[25 20] ; [ 89 126],[19.73076923 25.26923077] ; [ 94.26923077 120.73076923],0
b3,1,0.081716,3.030441,[25 20] ; [ 89 126],[19.73076923 25.26923077] ; [ 94.26923077 120.73076923],0
r1,1,0.084813,2.970169,[46 12] ; [279  39],[50.13297872  7.86702128] ; [274.86702128  43.13297872],0
b5,1,0.089339,2.886252,[29 29] ; [198 122],[34.83068783 23.16931217] ; [192.16931217 127.83068783],0
a2,1,0.103419,2.652016,[11 47] ; [ 94 226],[16.11111111 41.88888889] ; [ 88.88888889 231.11111111],0
p1,1,0.157857,1.994639,[ 3 55] ; [ 36 282],[ 6.01595745 51.98404255] ; [ 32.98404255 285.01595745],0
p10,1,0.169938,1.883488,[47 11] ; [278  39],[50.26666667  7.73333333] ; [274.73333333  42.26666667],0
u3,1,0.210166,1.570282,[6 5] ; [49 18],[7.75641026 3.24358974] ; [47.24358974 19.75641026],0
u1,1,0.218786,1.512314,[10 48] ; [ 79 241],[13.65608466 44.34391534] ; [ 75.34391534 244.65608466],0
p4,1,0.253089,1.306172,[35 23] ; [217 102],[38.76923077 19.23076923] ; [213.23076923 105.76923077],0
p11,1,0.268035,1.226775,[50  8] ; [256  64],[46.95238095 11.04761905] ; [259.04761905  60.95238095],0
p9,1,0.271795,1.207663,[50  8] ; [289  29],[52.29255319  5.70744681] ; [286.70744681  31.29255319],0
p12,1,0.286972,1.133775,[ 4 54] ; [ 37 281],[ 6.32446809 51.67553191] ; [ 34.67553191 283.32446809],0
u4,1,0.302378,1.063679,[ 1 57] ; [ 15 305],[ 2.45502646 55.54497354] ; [ 13.54497354 306.45502646],0
n6,1,0.325673,0.966026,[49  9] ; [283  35],[51.21276596  6.78723404] ; [280.78723404  37.21276596],0
a6,1,0.374476,0.788758,[36 22] ; [217 102],[38.92307692 19.07692308] ; [214.07692308 104.92307692],0
b1,1,0.419366,0.652092,[21 37] ; [134 186],[23.78306878 34.21693122] ; [131.21693122 188.78306878],0
r4,1,0.431125,0.61979,[55  3] ; [310  10],[56.00529101  1.99470899] ; [308.99470899  11.00529101],0
n5,1,0.44604,0.580695,[44 13] ; [260  59],[46.08510638 10.91489362] ; [257.91489362  61.08510638],0
s1,1,0.449917,0.570861,[ 1 55] ; [ 12 304],[ 1.95698925 54.04301075] ; [ 11.04301075 304.95698925],0
p5,1,0.494527,0.466661,[ 7 49] ; [ 51 266],[ 8.7077748 47.2922252] ; [ 49.2922252 267.7077748],0
a4,1,0.495721,0.464085,[26 32] ; [159 161],[28.38624339 29.61375661] ; [156.61375661 163.38624339],0
