Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,103.742689,[243  51] ; [100 148],[186.05535055 107.94464945] ; [156.94464945  91.05535055],1
p4,1,0.0,53.631107,[231  64] ; [121 130],[190.18315018 104.81684982] ; [161.81684982  89.18315018],1
p3,1,0.0,48.26789,[201  93] ; [ 97 154],[160.7559633 133.2440367] ; [137.2440367 113.7559633],1
p2,1,0.0,43.694694,[277  19] ; [182  68],[248.83516484  47.16483516] ; [210.16483516  39.83516484],1
p6,1,0.0,36.505974,[153 142] ; [ 66 184],[118.5412844 176.4587156] ; [100.4587156 149.5412844],1
p5,1,0.0,29.06181,[ 61 235] ; [ 12 237],[ 39.64770642 256.35229358] ; [ 33.35229358 215.64770642],1
p11,1,0.0,27.923679,[264  32] ; [180  72],[239.82481752  56.17518248] ; [204.17518248  47.82481752],1
p10,1,0.0,25.369503,[268  26] ; [188  62],[246.44117647  47.55882353] ; [209.55882353  40.44117647],1
v1,1,7e-06,20.262637,[190 101] ; [110 130],[164.40677966 126.59322034] ; [135.59322034 104.40677966],1
p9,1,6.1e-05,16.070257,[269  25] ; [198  51],[252.85082873  41.14917127] ; [214.14917127  34.85082873],1
n6,1,6.4e-05,15.984105,[273  20] ; [205  45],[257.92633517  35.07366483] ; [220.07366483  29.92633517],1
r4,1,0.000153,14.34038,[280  16] ; [214  38],[266.83211679  29.16788321] ; [227.16788321  24.83211679],1
v4,1,0.000306,13.030388,[286   7] ; [226  24],[276.27255985  16.72744015] ; [235.72744015  14.27255985],1
n5,1,0.002734,8.976735,[265  29] ; [203  47],[252.92647059  41.07352941] ; [215.07352941  34.92647059],0
p1,1,0.003916,8.322144,[ 38 258] ; [ 14 237],[ 28.13893967 267.86106033] ; [ 23.86106033 227.13893967],0
s5,1,0.006858,7.30967,[118 165] ; [ 73 168],[103.15458015 179.84541985] ; [ 87.84541985 153.15458015],0
r1,1,0.00773,7.09498,[260  33] ; [203  49],[248.91559633  44.08440367] ; [214.08440367  37.91559633],0
s8,1,0.007836,7.070689,[158 133] ; [108 144],[142.55248619 148.44751381] ; [123.44751381 128.55248619],0
r3,1,0.021373,5.296136,[283  11] ; [229  21],[276.70588235  17.29411765] ; [235.29411765  14.70588235],0
b5,1,0.034818,4.454084,[164 132] ; [162  90],[176.08759124 119.91240876] ; [149.91240876 102.08759124],0
v2,1,0.03656,4.370804,[181 109] ; [131 114],[169.12149533 120.87850467] ; [142.87850467 102.12149533],0
v3,1,0.060088,3.534967,[136 153] ; [ 93 146],[125.34280303 163.65719697] ; [103.65719697 135.34280303],0
d1,1,0.067329,3.346969,[213  83] ; [163  89],[203.09489051  92.90510949] ; [172.90510949  79.09489051],0
s6,1,0.068601,3.316172,[202  81] ; [160  90],[192.20637899  90.79362101] ; [169.79362101  80.20637899],0
a4,1,0.075161,3.166559,[157 138] ; [152  98],[167.25688073 127.74311927] ; [141.74311927 108.25688073],0
p12,1,0.08184,3.027967,[ 34 260] ; [ 18 233],[ 28.05137615 265.94862385] ; [ 23.94862385 227.05137615],0
a7,1,0.154866,2.023658,[225  71] ; [178  74],[217.67883212  78.32116788] ; [185.32116788  66.67883212],0
d3,1,0.169154,1.890422,[219  76] ; [173  78],[211.79487179  83.20512821] ; [180.20512821  70.79487179],0
u1,1,0.203294,1.61855,[ 66 230] ; [ 68 184],[ 72.37956204 223.62043796] ; [ 61.62043796 190.37956204],0
s7,1,0.235953,1.404613,[162 117] ; [128 114],[155.2975048 123.7024952] ; [134.7024952 107.2975048],0
a2,1,0.251078,1.317296,[ 92 204] ; [ 90 162],[ 98.30656934 197.69343066] ; [ 83.69343066 168.30656934],0
s1,1,0.279634,1.168867,[  8 286] ; [ 11 237],[ 10.30627306 283.69372694] ; [  8.69372694 239.30627306],0
n3,1,0.283824,1.148688,[25 12] ; [54 16],[27.31775701  9.68224299] ; [51.68224299 18.31775701],0
r2,1,0.287631,1.130678,[282   9] ; [234  12],[279.62011173  11.37988827] ; [236.37988827   9.62011173],0
u4,1,0.315642,1.006919,[ 10 285] ; [  5 247],[  8.08957952 286.91042048] ; [  6.91042048 245.08957952],0
d4,1,0.325486,0.966775,[258  36] ; [213  38],[254.08073394  39.91926606] ; [216.91926606  34.08073394],0
d5,1,0.344961,0.891907,[252  42] ; [222  29],[255.69908257  38.30091743] ; [218.30091743  32.69908257],0
b1,1,0.382644,0.76219,[126 170] ; [ 98 154],[120.99270073 175.00729927] ; [103.00729927 148.99270073],0
a8,1,0.393846,0.727036,[ 46 223] ; [ 32 192],[ 42.55983773 226.44016227] ; [ 35.44016227 188.55983773],0
a6,1,0.410589,0.677095,[211  83] ; [188  63],[215.24036697  78.75963303] ; [183.75963303  67.24036697],0
u3,1,0.49773,0.459774,[37 22] ; [27 21],[35.28971963 23.71028037] ; [28.71028037 19.28971963],0
n2,1,0.539257,0.376919,[29  9] ; [51 21],[27.63636364 10.36363636] ; [52.36363636 19.63636364],0
s3,1,0.557678,0.34374,[168 122] ; [138 111],[164.63821892 125.36178108] ; [141.36178108 107.63821892],0
b4,1,0.575477,0.313604,[168 128] ; [149 103],[171.22627737 124.77372263] ; [145.77372263 106.22627737],0
s2,1,0.619591,0.246443,[157 133] ; [130 120],[154.12962963 135.87037037] ; [132.87037037 117.12962963],0
b2,1,0.681452,0.168496,[ 78 112] ; [73 96],[ 79.91643454 110.08356546] ; [71.08356546 97.91643454],0
b3,1,0.681452,0.168496,[ 78 112] ; [73 96],[ 79.91643454 110.08356546] ; [71.08356546 97.91643454],0
a3,1,0.707397,0.140891,[236  59] ; [204  47],[237.72893773  57.27106227] ; [202.27106227  48.72893773],0
s4,1,0.724304,0.124406,[ 40 250] ; [ 37 212],[ 41.42857143 248.57142857] ; [ 35.57142857 213.42857143],0
d2,1,0.821073,0.051151,[178 117] ; [152  96],[179.28176796 115.71823204] ; [150.71823204  97.28176796],0
u2,1,0.875793,0.024431,[33 27] ; [26 20],[33.39622642 26.60377358] ; [25.60377358 20.39622642],0
n1,1,0.917691,0.01068,[16 21] ; [31 39],[16.25233645 20.74766355] ; [30.74766355 39.25233645],0
a1,1,0.996021,2.5e-05,[ 20 276] ; [ 17 235],[ 19.98540146 276.01459854] ; [ 17.01459854 234.98540146],0
