Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000713,11.455038,[18 39] ; [12  3],[23.75 33.25] ; [6.25 8.75],1
p7,1,0.014472,5.979583,[24 33] ; [11  3],[28.09859155 28.90140845] ; [6.90140845 7.09859155],0
s8,1,0.016244,5.776258,[10 48] ; [7 8],[13.50684932 44.49315068] ; [ 3.49315068 11.50684932],0
r3,1,0.040205,4.209231,[38 19] ; [14  1],[41.16666667 15.83333333] ; [10.83333333  4.16666667],0
r4,1,0.045577,3.997144,[22 36] ; [10  5],[25.42465753 32.57534247] ; [6.57534247 8.42465753],0
p11,1,0.048287,3.899984,[30 28] ; [12  3],[33.36986301 24.63013699] ; [8.63013699 6.36986301],0
s7,1,0.08055,3.053769,[13 45] ; [6 7],[15.52112676 42.47887324] ; [3.47887324 9.52112676],0
p3,1,0.08578,2.951842,[14 44] ; [7 8],[16.68493151 41.31506849] ; [ 4.31506849 10.68493151],0
a7,1,0.095025,2.787113,[21 37] ; [9 6],[23.83561644 34.16438356] ; [6.16438356 8.83561644],0
p4,1,0.095025,2.787113,[21 37] ; [9 6],[23.83561644 34.16438356] ; [6.16438356 8.83561644],0
v1,1,0.12062,2.409251,[19 37] ; [ 2 13],[16.56338028 39.43661972] ; [ 4.43661972 10.56338028],0
u2,1,0.130102,2.291283,[10 24] ; [6 5],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
p5,1,0.131023,2.280347,[ 4 53] ; [ 3 12],[ 5.54166667 51.45833333] ; [ 1.45833333 13.54166667],0
d2,1,0.135504,2.228289,[14 44] ; [ 1 14],[11.91780822 46.08219178] ; [ 3.08219178 11.91780822],0
n2,1,0.193931,1.6875,[17  7] ; [1 2],[16.  8.] ; [2. 1.],0
b5,1,0.202565,1.623783,[32 26] ; [11  4],[34.16438356 23.83561644] ; [8.83561644 6.16438356],0
p1,1,0.208544,1.581505,[ 5 53] ; [ 3 12],[ 6.35616438 51.64383562] ; [ 1.64383562 13.35616438],0
r2,1,0.218258,1.515789,[36 21] ; [12  3],[38. 19.] ; [10.  5.],0
v4,1,0.24088,1.375439,[41 16] ; [13  2],[42.75 14.25] ; [11.25  3.75],0
a6,1,0.279823,1.167948,[22 36] ; [8 7],[23.83561644 34.16438356] ; [6.16438356 8.83561644],0
v3,1,0.314384,1.012168,[ 9 49] ; [ 4 11],[10.32876712 47.67123288] ; [ 2.67123288 12.32876712],0
a3,1,0.330032,0.948772,[23 34] ; [ 4 11],[21.375 35.625] ; [5.625 9.375],0
s4,1,0.408539,0.683048,[10 48] ; [ 4 11],[11.12328767 46.87671233] ; [ 2.87671233 12.12328767],0
p2,1,0.416753,0.659454,[36 22] ; [11  4],[37.34246575 20.65753425] ; [9.65753425 5.34246575],0
a8,1,0.457339,0.552399,[ 4 51] ; [ 2 13],[ 4.71428571 50.28571429] ; [ 1.28571429 13.71428571],0
n6,1,0.487652,0.481702,[37 21] ; [11  4],[38.1369863 19.8630137] ; [9.8630137 5.1369863],0
a4,1,0.550486,0.356448,[ 7 51] ; [ 1 14],[ 6.35616438 51.64383562] ; [ 1.64383562 13.35616438],0
a5,1,0.550601,0.356241,[16 42] ; [ 3 12],[15.09589041 42.90410959] ; [ 3.90410959 11.09589041],0
d3,1,0.563053,0.334445,[15 43] ; [ 5 10],[15.89041096 42.10958904] ; [ 4.10958904 10.89041096],0
s2,1,0.598327,0.277526,[19 39] ; [6 9],[19.8630137 38.1369863] ; [5.1369863 9.8630137],0
u3,1,0.624186,0.240028,[10 25] ; [4 7],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
d4,1,0.71192,0.136367,[24 34] ; [7 8],[24.63013699 33.36986301] ; [6.36986301 8.63013699],0
s6,1,0.71192,0.136367,[24 34] ; [7 8],[24.63013699 33.36986301] ; [6.36986301 8.63013699],0
p9,1,0.719681,0.128798,[40 16] ; [10  5],[39.43661972 16.56338028] ; [10.56338028  4.43661972],0
b4,1,0.726922,0.121956,[28 30] ; [8 7],[28.60273973 29.39726027] ; [7.39726027 7.60273973],0
p10,1,0.788229,0.072152,[32 25] ; [9 6],[32.45833333 24.54166667] ; [8.54166667 6.45833333],0
s5,1,0.789979,0.070936,[10 48] ; [ 2 12],[ 9.66666667 48.33333333] ; [ 2.33333333 11.66666667],0
b3,1,0.795061,0.067467,[ 9 25] ; [2 7],[ 8.69767442 25.30232558] ; [2.30232558 6.69767442],0
b2,1,0.795061,0.067467,[ 9 25] ; [2 7],[ 8.69767442 25.30232558] ; [2.30232558 6.69767442],0
s1,1,0.820682,0.051378,[ 3 55] ; [ 1 14],[ 3.17808219 54.82191781] ; [ 0.82191781 14.17808219],0
b1,1,0.828403,0.046981,[25 33] ; [6 9],[24.63013699 33.36986301] ; [6.36986301 8.63013699],0
s3,1,0.883011,0.021654,[24 33] ; [6 9],[23.75 33.25] ; [6.25 8.75],0
n4,1,0.898492,0.016273,[32 26] ; [8 7],[31.78082192 26.21917808] ; [8.21917808 6.78082192],0
n5,1,0.966312,0.001784,[39 19] ; [10  5],[38.93150685 19.06849315] ; [10.06849315  4.93150685],0
a1,1,0.974935,0.000987,[ 4 54] ; [ 1 14],[ 3.97260274 54.02739726] ; [ 1.02739726 13.97260274],0
v2,1,0.975369,0.000953,[12 45] ; [ 3 11],[12.04225352 44.95774648] ; [ 2.95774648 11.04225352],0
n1,1,1.0,0.0,[ 8 16] ; [1 2],[ 8. 16.] ; [1. 2.],0
