Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,47.726041,[ 5 31] ; [66 15],[21.84615385 14.15384615] ; [49.15384615 31.84615385],1
v4,1,0.000334,12.868687,[24 12] ; [75  6],[30.46153846  5.53846154] ; [68.53846154 12.46153846],1
s8,1,0.003063,8.769338,[ 4 32] ; [31 50],[10.76923077 25.23076923] ; [24.23076923 56.76923077],0
p11,1,0.003158,8.713978,[13 23] ; [53 28],[20.30769231 15.69230769] ; [45.69230769 35.30769231],0
p2,1,0.003919,8.320783,[19 17] ; [64 17],[25.53846154 10.46153846] ; [57.46153846 23.53846154],0
p7,1,0.005737,7.630998,[11 25] ; [45 32],[17.84070796 18.15929204] ; [38.15929204 38.84070796],0
r2,1,0.018869,5.513625,[27  9] ; [73  7],[31.03448276  4.96551724] ; [68.96551724 11.03448276],0
s7,1,0.01922,5.48135,[ 5 28] ; [29 48],[10.2 22.8] ; [23.8 53.2],0
r4,1,0.02056,5.363695,[21 15] ; [64 17],[26.15384615  9.84615385] ; [58.84615385 22.15384615],0
s6,1,0.026451,4.926316,[12 24] ; [45 36],[17.53846154 18.46153846] ; [39.46153846 41.53846154],0
d3,1,0.047239,3.93685,[23 13] ; [64 15],[27.23478261  8.76521739] ; [59.76521739 19.23478261],0
v1,1,0.050686,3.818632,[ 9 27] ; [34 43],[13.69911504 22.30088496] ; [29.30088496 47.69911504],0
p8,1,0.05119,3.802041,[ 9 26] ; [36 44],[13.69565217 21.30434783] ; [31.30434783 48.69565217],0
n2,1,0.060373,3.52712,[ 7 10] ; [15  6],[9.84210526 7.15789474] ; [12.15789474  8.84210526],0
s2,1,0.071016,3.259382,[ 9 27] ; [34 46],[13.34482759 22.65517241] ; [29.65517241 50.34482759],0
d2,1,0.072321,3.229545,[18 18] ; [26 54],[13.65517241 22.34482759] ; [30.34482759 49.65517241],0
p3,1,0.083338,2.998578,[ 8 27] ; [32 49],[12.06896552 22.93103448] ; [27.93103448 53.06896552],0
p4,1,0.088485,2.901715,[10 26] ; [36 45],[14.15384615 21.84615385] ; [31.84615385 49.15384615],0
u2,1,0.091696,2.844341,[5 6] ; [20  7],[7.23684211 3.76315789] ; [17.76315789  9.23684211],0
n3,1,0.098281,2.733211,[8 8] ; [16  5],[10.37837838  5.62162162] ; [13.62162162  7.37837838],0
s5,1,0.110592,2.545743,[ 3 32] ; [16 61],[ 5.9375 29.0625] ; [13.0625 63.9375],0
s1,1,0.113034,2.511279,[ 4 31] ; [ 3 77],[ 2.13043478 32.86956522] ; [ 4.86956522 75.13043478],0
a4,1,0.114735,2.487753,[18 18] ; [28 53],[14.15384615 21.84615385] ; [31.84615385 49.15384615],0
r3,1,0.115475,2.477647,[28  8] ; [72  9],[30.76923077  5.23076923] ; [69.23076923 11.76923077],0
s4,1,0.11711,2.455556,[ 2 34] ; [13 68],[ 4.61538462 31.38461538] ; [10.38461538 70.61538462],0
b5,1,0.118944,2.431169,[20 16] ; [57 24],[23.69230769 12.30769231] ; [53.30769231 27.69230769],0
v2,1,0.169851,1.884259,[13 23] ; [37 37],[16.36363636 19.63636364] ; [33.63636364 40.36363636],0
b4,1,0.226533,1.4625,[23 13] ; [42 39],[20. 16.] ; [45. 36.],0
v3,1,0.257926,1.279854,[ 7 28] ; [23 53],[ 9.45945946 25.54054054] ; [20.54054054 55.45945946],0
a2,1,0.259441,1.271739,[10 26] ; [15 66],[ 7.69230769 28.30769231] ; [17.30769231 63.69230769],0
p6,1,0.263034,1.252716,[ 5 30] ; [19 62],[ 7.24137931 27.75862069] ; [16.75862069 64.24137931],0
u1,1,0.263856,1.248413,[ 2 34] ; [10 71],[ 3.69230769 32.30769231] ; [ 8.30769231 72.69230769],0
a1,1,0.294711,1.097973,[ 3 33] ; [ 3 78],[ 1.84615385 34.15384615] ; [ 4.15384615 76.84615385],0
n5,1,0.307663,1.04068,[13 23] ; [37 43],[15.51724138 20.48275862] ; [34.48275862 45.51724138],0
b1,1,0.337984,0.918063,[19 17] ; [35 46],[16.61538462 19.38461538] ; [37.38461538 43.61538462],0
n1,1,0.399233,0.710635,[ 4 12] ; [ 8 13],[ 5.18918919 10.81081081] ; [ 6.81081081 14.18918919],0
d4,1,0.439617,0.597282,[28  8] ; [67 13],[29.48275862  6.51724138] ; [65.51724138 14.48275862],0
s3,1,0.442902,0.588753,[15 21] ; [39 40],[16.90434783 19.09565217] ; [37.09565217 41.90434783],0
a5,1,0.469147,0.523984,[26 10] ; [53 28],[24.30769231 11.69230769] ; [54.69230769 26.30769231],0
a3,1,0.527629,0.398956,[25 10] ; [53 28],[23.53448276 11.46551724] ; [54.46551724 26.53448276],0
d1,1,0.558071,0.343056,[17 19] ; [43 38],[18.46153846 17.53846154] ; [41.53846154 39.46153846],0
n4,1,0.64389,0.213691,[19 17] ; [39 42],[17.84615385 18.15384615] ; [40.15384615 40.84615385],0
u3,1,0.68547,0.164033,[7 4] ; [19  8],[7.52631579 3.47368421] ; [18.47368421  8.52631579],0
b2,1,0.728542,0.120455,[ 5 18] ; [11 32],[ 5.57575758 17.42424242] ; [10.42424242 32.57575758],0
b3,1,0.728542,0.120455,[ 5 18] ; [11 32],[ 5.57575758 17.42424242] ; [10.42424242 32.57575758],0
a6,1,0.784587,0.074718,[28  8] ; [64 16],[28.55172414  7.44827586] ; [63.44827586 16.55172414],0
p1,1,0.829684,0.046271,[ 3 32] ; [ 6 75],[ 2.71551724 32.28448276] ; [ 6.28448276 74.71551724],0
r1,1,0.886889,0.020233,[27  9] ; [59 21],[26.68965517  9.31034483] ; [59.31034483 20.68965517],0
d5,1,0.929666,0.007791,[29  7] ; [65 15],[29.17241379  6.82758621] ; [64.82758621 15.17241379],0
a8,1,0.952988,0.003476,[ 4 30] ; [ 9 65],[ 4.09259259 29.90740741] ; [ 8.90740741 65.09259259],0
