Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.014407,5.987566,[231  41] ; [1 2],[229.46909091  42.53090909] ; [2.53090909 0.46909091],0
r4,1,0.040159,4.211158,[258  15] ; [2 1],[257.17391304  15.82608696] ; [2.82608696 0.17391304],0
p9,1,0.080511,3.054564,[253  19] ; [2 1],[252.21818182  19.78181818] ; [2.78181818 0.21818182],0
p10,1,0.105837,2.615302,[249  21] ; [2 1],[248.24175824  21.75824176] ; [2.75824176 0.24175824],0
d1,1,0.2372,1.397158,[180  93] ; [1 2],[179.0326087  93.9673913] ; [1.9673913 1.0326087],0
v1,1,0.2419,1.36949,[176  92] ; [1 2],[175.04059041  92.95940959] ; [1.95940959 1.04059041],0
n3,1,0.367932,0.810636,[38 11] ; [1 1],[37.47058824 11.52941176] ; [1.52941176 0.47058824],0
r1,1,0.37192,0.797239,[230  40] ; [2 1],[229.45054945  40.54945055] ; [2.54945055 0.45054945],0
s6,1,0.39068,0.736825,[227  41] ; [2 1],[226.46494465  41.53505535] ; [2.53505535 0.46494465],0
d5,1,0.396112,0.720098,[230  42] ; [2 1],[229.46909091  42.53090909] ; [2.53090909 0.46909091],0
b2,1,0.475215,0.509824,[ 85 100] ; [2 1],[85.61170213 99.38829787] ; [1.38829787 1.61170213],0
b3,1,0.475215,0.509824,[ 85 100] ; [2 1],[85.61170213 99.38829787] ; [1.38829787 1.61170213],0
v3,1,0.531227,0.392044,[129 137] ; [2 1],[129.53903346 136.46096654] ; [1.46096654 1.53903346],0
d2,1,0.630969,0.230748,[144 129] ; [2 1],[144.41304348 128.58695652] ; [1.58695652 1.41304348],0
a4,1,0.639834,0.21896,[128 145] ; [1 2],[127.59782609 145.40217391] ; [1.40217391 1.59782609],0
p6,1,0.694905,0.153827,[150 121] ; [2 1],[150.33576642 120.66423358] ; [1.66423358 1.33576642],0
b5,1,0.712288,0.136002,[153 120] ; [2 1],[153.31521739 119.68478261] ; [1.68478261 1.31521739],0
b4,1,0.712288,0.136002,[153 120] ; [2 1],[153.31521739 119.68478261] ; [1.68478261 1.31521739],0
b1,1,0.758995,0.094127,[115 158] ; [1 2],[114.73913043 158.26086957] ; [1.26086957 1.73913043],0
d3,1,0.85599,0.032935,[195  78] ; [2 1],[194.85869565  78.14130435] ; [2.14130435 0.85869565],0
p8,1,0.862603,0.02995,[193  78] ; [2 1],[192.8649635  78.1350365] ; [2.1350365 0.8649635],0
v2,1,0.900277,0.015703,[168  98] ; [2 1],[168.10408922  97.89591078] ; [1.89591078 1.10408922],0
a7,1,0.938298,0.005992,[187  85] ; [2 1],[186.93818182  85.06181818] ; [2.06181818 0.93818182],0
p3,1,0.947312,0.004367,[177  96] ; [2 1],[177.05434783  95.94565217] ; [1.94565217 1.05434783],0
a6,1,0.98576,0.000319,[180  92] ; [2 1],[180.01454545  91.98545455] ; [1.98545455 1.01454545],0
