Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.005835,7.60057,[13  9] ; [23 60],[ 7.54285714 14.45714286] ; [28.45714286 54.54285714],0
b5,1,0.00594,7.568418,[11 13] ; [64 21],[16.51376147  7.48623853] ; [58.48623853 26.51376147],0
p1,1,0.007049,7.260504,[ 4 20] ; [ 2 82],[ 1.33333333 22.66666667] ; [ 4.66666667 79.33333333],0
n5,1,0.030156,4.700378,[11 13] ; [58 25],[15.47663551  8.52336449] ; [53.52336449 29.47663551],0
d5,1,0.031428,4.62944,[21  2] ; [58 26],[16.98130841  6.01869159] ; [62.01869159 21.98130841],0
p10,1,0.039649,4.232839,[19  5] ; [47 37],[14.66666667  9.33333333] ; [51.33333333 32.66666667],0
d2,1,0.064078,3.428571,[16  8] ; [38 46],[12. 12.] ; [42. 42.],0
n4,1,0.071325,3.252258,[12 12] ; [58 25],[15.70093458  8.29906542] ; [54.29906542 28.70093458],0
d3,1,0.07368,3.199081,[18  5] ; [48 35],[14.32075472  8.67924528] ; [51.67924528 31.32075472],0
s6,1,0.109411,2.562707,[18  4] ; [53 30],[14.87619048  7.12380952] ; [56.12380952 26.87619048],0
s7,1,0.158525,1.988243,[12  9] ; [32 48],[ 9.14851485 11.85148515] ; [34.85148515 45.14851485],0
a2,1,0.168495,1.896279,[ 3 21] ; [22 63],[ 5.50458716 18.49541284] ; [19.49541284 65.50458716],0
p4,1,0.179251,1.803825,[16  8] ; [43 41],[13.11111111 10.88888889] ; [45.88888889 38.11111111],0
s8,1,0.21549,1.534157,[11 13] ; [27 57],[ 8.44444444 15.55555556] ; [29.55555556 54.44444444],0
p3,1,0.216945,1.524468,[15  9] ; [41 44],[12.33027523 11.66972477] ; [43.66972477 41.33027523],0
d1,1,0.237869,1.393182,[14 10] ; [38 47],[11.44954128 12.55045872] ; [40.55045872 44.44954128],0
a8,1,0.257707,1.281032,[ 2 21] ; [14 61],[ 3.75510204 19.24489796] ; [12.24489796 62.75510204],0
n1,1,0.265683,1.238901,[3 8] ; [10 11],[4.46875 6.53125] ; [ 8.53125 12.46875],0
p6,1,0.277102,1.18125,[13 11] ; [35 49],[10.66666667 13.33333333] ; [37.33333333 46.66666667],0
v1,1,0.327112,0.960296,[ 9 15] ; [41 43],[11.11111111 12.88888889] ; [38.88888889 45.11111111],0
s3,1,0.347755,0.881633,[16  8] ; [47 37],[14. 10.] ; [49. 35.],0
p9,1,0.37931,0.772938,[18  6] ; [55 29],[16.22222222  7.77777778] ; [56.77777778 27.22222222],0
s2,1,0.382254,0.763439,[14 10] ; [41 44],[12.11009174 11.88990826] ; [42.88990826 42.11009174],0
r2,1,0.402348,0.701299,[23  1] ; [76  8],[22.  2.] ; [77.  7.],0
p8,1,0.430962,0.620229,[12 12] ; [34 49],[10.31775701 13.68224299] ; [35.68224299 47.31775701],0
a5,1,0.458357,0.549903,[18  6] ; [57 28],[16.51376147  7.48623853] ; [58.48623853 26.51376147],0
b2,1,0.520409,0.413082,[ 2 10] ; [11 32],[2.83636364 9.16363636] ; [10.16363636 32.83636364],0
b3,1,0.520409,0.413082,[ 2 10] ; [11 32],[2.83636364 9.16363636] ; [10.16363636 32.83636364],0
r4,1,0.548709,0.359634,[21  3] ; [70 15],[20.03669725  3.96330275] ; [70.96330275 14.03669725],0
a6,1,0.594343,0.283613,[14 10] ; [54 30],[15.11111111  8.88888889] ; [52.88888889 31.11111111],0
n6,1,0.614497,0.253678,[17  7] ; [63 20],[17.94392523  6.05607477] ; [62.05607477 20.94392523],0
p12,1,0.631506,0.230024,[ 1 23] ; [ 2 83],[ 0.66055046 23.33944954] ; [ 2.33944954 82.66055046],0
