Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.005835,7.60057,[13  9] ; [23 60],[ 7.54285714 14.45714286] ; [28.45714286 54.54285714],0
u1,1,0.635899,0.224145,[ 3 21] ; [14 71],[ 3.74311927 20.25688073] ; [13.25688073 71.74311927],0
a3,1,0.674387,0.176513,[17  7] ; [55 28],[16.14953271  7.85046729] ; [55.85046729 27.14953271],0
d4,1,0.70436,0.143976,[17  7] ; [62 21],[17.71962617  6.28037383] ; [61.28037383 21.71962617],0
v4,1,0.73377,0.115678,[22  2] ; [75  9],[21.55555556  2.44444444] ; [75.44444444  8.55555556],0
b4,1,0.756763,0.095935,[13 11] ; [43 42],[12.33027523 11.66972477] ; [43.66972477 41.33027523],0
n2,1,0.763341,0.090659,[9 2] ; [17  5],[8.66666667 2.33333333] ; [17.33333333  4.66666667],0
p2,1,0.781451,0.076967,[19  5] ; [65 20],[18.49541284  5.50458716] ; [65.50458716 19.49541284],0
a7,1,0.78382,0.075264,[15  8] ; [58 27],[15.5462963  7.4537037] ; [57.4537037 27.5462963],0
p5,1,0.8443,0.038571,[ 2 22] ; [ 6 78],[ 1.77777778 22.22222222] ; [ 6.22222222 77.77777778],0
u3,1,0.865281,0.028783,[4 3] ; [15 13],[3.8 3.2] ; [15.2 12.8],0
u2,1,0.865281,0.028783,[3 4] ; [13 15],[3.2 3.8] ; [12.8 15.2],0
a4,1,0.87074,0.026477,[10 14] ; [37 48],[10.34862385 13.65137615] ; [36.65137615 48.34862385],0
b1,1,0.915382,0.01129,[13 11] ; [45 40],[12.7706422 11.2293578] ; [45.2293578 39.7706422],0
r3,1,0.916287,0.011049,[21  2] ; [77  8],[20.87037037  2.12962963] ; [77.12962963  7.87037037],0
v3,1,0.934951,0.006661,[ 7 16] ; [26 57],[ 7.16037736 15.83962264] ; [25.83962264 57.16037736],0
r1,1,0.980953,0.00057,[17  7] ; [59 24],[17.04672897  6.95327103] ; [58.95327103 24.04672897],0
v2,1,0.982051,0.000506,[11 12] ; [39 43],[10.95238095 12.04761905] ; [39.04761905 42.95238095],0
