Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.902848,[75  3] ; [ 6 16],[63.18 14.82] ; [17.82  4.18],1
p11,1,0.000752,11.355246,[57 21] ; [ 8 15],[50.1980198 27.8019802] ; [14.8019802  8.1980198],1
p2,1,0.009294,6.765433,[62 16] ; [12 11],[57.14851485 20.85148515] ; [16.85148515  6.14851485],0
d1,1,0.028553,4.794359,[44 34] ; [ 7 16],[39.38613861 38.61386139] ; [11.61386139 11.38613861],0
s5,1,0.040854,4.182079,[39 36] ; [ 6 16],[34.79381443 40.20618557] ; [10.20618557 11.79381443],0
r4,1,0.04724,3.936814,[68 10] ; [16  7],[64.87128713 13.12871287] ; [19.12871287  3.87128713],0
u2,1,0.052681,3.754011,[18  9] ; [4 8],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
d3,1,0.063707,3.438154,[56 21] ; [12 11],[52.36 24.64] ; [15.64  7.36],0
s1,1,0.0657,3.38731,[ 1 77] ; [ 2 21],[ 2.31683168 75.68316832] ; [ 0.68316832 22.31683168],0
n3,1,0.067831,3.334744,[23  9] ; [2 4],[21.05263158 10.94736842] ; [3.94736842 2.05263158],0
s8,1,0.06818,3.326312,[44 34] ; [ 8 15],[40.15841584 37.84158416] ; [11.84158416 11.15841584],0
s3,1,0.072077,3.235069,[67 11] ; [16  7],[64.0990099 13.9009901] ; [18.9009901  4.0990099],0
a3,1,0.07672,3.13305,[50 28] ; [10 13],[46.33663366 31.66336634] ; [13.66336634  9.33663366],0
u3,1,0.078183,3.102273,[21  5] ; [7 6],[18.66666667  7.33333333] ; [9.33333333 3.66666667],0
v1,1,0.088506,2.901345,[38 37] ; [ 7 16],[34.43877551 40.56122449] ; [10.56122449 12.43877551],0
v4,1,0.101043,2.689007,[75  3] ; [20  3],[73.36633663  4.63366337] ; [21.63366337  1.36633663],0
a4,1,0.11551,2.477172,[27 51] ; [ 4 19],[23.94059406 54.05940594] ; [ 7.05940594 15.94059406],0
s7,1,0.119039,2.429924,[38 37] ; [ 7 15],[34.79381443 40.20618557] ; [10.20618557 11.79381443],0
a5,1,0.128521,2.310275,[51 27] ; [11 12],[47.88118812 30.11881188] ; [14.11881188  8.88118812],0
p3,1,0.128521,2.310275,[27 51] ; [12 11],[30.11881188 47.88118812] ; [ 8.88118812 14.11881188],0
b1,1,0.130877,2.282074,[24 54] ; [11 12],[27.02970297 50.97029703] ; [ 7.97029703 15.02970297],0
a7,1,0.135355,2.229992,[59 18] ; [14  9],[56.21 20.79] ; [16.79  6.21],0
r2,1,0.18902,1.725241,[74  4] ; [20  3],[72.59405941  5.40594059] ; [21.40594059  1.59405941],0
d2,1,0.193725,1.689057,[32 46] ; [ 6 17],[29.34653465 48.65346535] ; [ 8.65346535 14.34653465],0
b4,1,0.19814,1.656031,[49 29] ; [11 12],[46.33663366 31.66336634] ; [13.66336634  9.33663366],0
u1,1,0.203878,1.614373,[11 67] ; [ 1 22],[ 9.26732673 68.73267327] ; [ 2.73267327 20.26732673],0
r1,1,0.22326,1.483292,[54 23] ; [13 10],[51.59 25.41] ; [15.41  7.59],0
a2,1,0.285502,1.140713,[14 64] ; [ 2 21],[12.35643564 65.64356436] ; [ 3.64356436 19.35643564],0
n5,1,0.307112,1.043056,[29 48] ; [ 6 17],[26.95 50.05] ; [ 8.05 14.95],0
a6,1,0.318118,0.99667,[56 22] ; [14  9],[54.05940594 23.94059406] ; [15.94059406  7.05940594],0
d5,1,0.338024,0.917912,[58 19] ; [15  8],[56.21 20.79] ; [16.79  6.21],0
p7,1,0.353931,0.859314,[46 27] ; [12 11],[44.10416667 28.89583333] ; [13.89583333  9.10416667],0
p6,1,0.381599,0.765545,[28 50] ; [ 6 17],[26.25742574 51.74257426] ; [ 7.74257426 15.25742574],0
d4,1,0.389411,0.740781,[64 14] ; [17  6],[62.55445545 15.44554455] ; [18.44554455  4.55445545],0
n6,1,0.418202,0.655361,[50 26] ; [13 10],[48.36363636 27.63636364] ; [14.63636364  8.36363636],0
n1,1,0.444379,0.58495,[10 21] ; [1 5],[ 9.21621622 21.78378378] ; [1.78378378 4.21621622],0
s4,1,0.482594,0.492995,[30 48] ; [ 7 16],[28.57425743 49.42574257] ; [ 8.42574257 14.57425743],0
p4,1,0.582343,0.302462,[39 39] ; [13 10],[40.15841584 37.84158416] ; [11.84158416 11.15841584],0
v2,1,0.585227,0.29786,[37 34] ; [10 12],[35.88172043 35.11827957] ; [11.11827957 10.88172043],0
r3,1,0.657897,0.196088,[76  2] ; [22  1],[75.68316832  2.31683168] ; [22.31683168  0.68316832],0
b5,1,0.691141,0.157853,[51 27] ; [14  9],[50.1980198 27.8019802] ; [14.8019802  8.1980198],0
a8,1,0.696964,0.151649,[ 5 68] ; [ 1 21],[ 4.61052632 68.38947368] ; [ 1.38947368 20.61052632],0
a1,1,0.713084,0.135216,[ 5 73] ; [ 1 22],[ 4.63366337 73.36633663] ; [ 1.36633663 21.63366337],0
n2,1,0.773984,0.082465,[25  7] ; [5 1],[25.26315789  6.73684211] ; [4.73684211 1.26315789],0
v3,1,0.779171,0.078624,[19 55] ; [ 5 17],[18.5 55.5] ; [ 5.5 16.5],0
b3,1,0.809759,0.057955,[13 27] ; [4 7],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
b2,1,0.809759,0.057955,[13 27] ; [4 7],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
s6,1,0.81683,0.053649,[66 12] ; [19  4],[65.64356436 12.35643564] ; [19.35643564  3.64356436],0
