Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001257,10.405273,[ 3 36] ; [29 53],[10.31404959 28.68595041] ; [21.68595041 60.31404959],0
p4,1,0.009799,6.671152,[14 25] ; [50 32],[20.62809917 18.37190083] ; [43.37190083 38.62809917],0
s3,1,0.023703,5.116233,[23 16] ; [63 17],[28.18487395 10.81512605] ; [57.81512605 22.18487395],0
a5,1,0.031882,4.604805,[33  6] ; [54 28],[28.04132231 10.95867769] ; [58.95867769 23.04132231],0
a7,1,0.032169,4.589471,[22 17] ; [62 20],[27.07438017 11.92561983] ; [56.92561983 25.07438017],0
b1,1,0.071743,3.242679,[20 19] ; [28 54],[15.47107438 23.52892562] ; [32.52892562 49.47107438],0
n1,1,0.076322,3.141534,[10  4] ; [10 14],[7.36842105 6.63157895] ; [12.63157895 11.36842105],0
s2,1,0.09542,2.780481,[24 15] ; [61 19],[27.85714286 11.14285714] ; [57.14285714 22.85714286],0
a4,1,0.121101,2.403019,[23 16] ; [36 46],[19.01652893 19.98347107] ; [39.98347107 42.01652893],0
u2,1,0.124238,2.363064,[9 1] ; [12  7],[7.24137931 2.75862069] ; [13.75862069  5.24137931],0
a2,1,0.141807,2.158237,[14 25] ; [19 63],[10.63636364 28.36363636] ; [22.36363636 59.63636364],0
v2,1,0.164244,1.934708,[16 20] ; [45 32],[19.43362832 16.56637168] ; [41.56637168 35.43362832],0
a1,1,0.174812,1.841185,[ 3 36] ; [ 2 80],[ 1.61157025 37.38842975] ; [ 3.38842975 78.61157025],0
u4,1,0.174812,1.841185,[ 3 36] ; [ 2 80],[ 1.61157025 37.38842975] ; [ 3.38842975 78.61157025],0
b5,1,0.198828,1.650964,[23 16] ; [58 24],[26.10743802 12.89256198] ; [54.89256198 27.10743802],0
r4,1,0.224172,1.477461,[37  2] ; [72 10],[35.1322314  3.8677686] ; [73.8677686  8.1322314],0
s5,1,0.225003,1.472177,[14 21] ; [21 53],[11.23853211 23.76146789] ; [23.76146789 50.23853211],0
p9,1,0.227289,1.457749,[30  8] ; [70 10],[32.20338983  5.79661017] ; [67.79661017 12.20338983],0
p6,1,0.229181,1.445937,[ 7 32] ; [23 59],[ 9.66942149 29.33057851] ; [20.33057851 61.66942149],0
a8,1,0.234343,1.414305,[ 2 34] ; [ 9 60],[ 3.77142857 32.22857143] ; [ 7.22857143 61.77142857],0
n2,1,0.237923,1.392857,[11  3] ; [15 10],[9.33333333 4.66666667] ; [16.66666667  8.33333333],0
v1,1,0.251324,1.315929,[15 21] ; [41 36],[17.84070796 18.15929204] ; [38.15929204 38.84070796],0
n3,1,0.296852,1.088284,[10  3] ; [15 10],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
r3,1,0.387544,0.746633,[37  2] ; [74  8],[35.7768595  3.2231405] ; [75.2231405  6.7768595],0
n5,1,0.391367,0.73469,[27 12] ; [62 19],[28.925 10.075] ; [60.075 20.925],0
b2,1,0.429828,0.623287,[14 19] ; [18 35],[12.27906977 20.72093023] ; [19.72093023 33.27906977],0
b3,1,0.429828,0.623287,[14 19] ; [18 35],[12.27906977 20.72093023] ; [19.72093023 33.27906977],0
s4,1,0.432768,0.615385,[ 8 31] ; [12 69],[ 6.5 32.5] ; [13.5 67.5],0
p1,1,0.45474,0.558811,[ 3 36] ; [10 72],[ 4.19008264 34.80991736] ; [ 8.80991736 73.19008264],0
p3,1,0.489137,0.478425,[15 24] ; [37 45],[16.76033058 22.23966942] ; [35.23966942 46.76033058],0
v3,1,0.502055,0.450589,[16 17] ; [32 45],[14.4 18.6] ; [33.6 43.4],0
s1,1,0.542128,0.371609,[ 1 38] ; [ 4 77],[ 1.625 37.375] ; [ 3.375 77.625],0
p5,1,0.574297,0.315546,[ 2 34] ; [ 7 75],[ 2.74576271 33.25423729] ; [ 6.25423729 75.74576271],0
r1,1,0.582201,0.302689,[33  6] ; [66 16],[31.90909091  7.09090909] ; [67.09090909 14.90909091],0
s7,1,0.59239,0.286627,[27  9] ; [54 23],[25.80530973 10.19469027] ; [55.19469027 21.80530973],0
d3,1,0.638174,0.221139,[23 16] ; [52 30],[24.17355372 14.82644628] ; [50.82644628 31.17355372],0
