Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.00025,13.411126,[32 20] ; [26 61],[21.69784173 30.30215827] ; [36.30215827 50.69784173],1
r4,1,0.00384,8.357994,[30 22] ; [70 17],[37.41007194 14.58992806] ; [62.58992806 24.41007194],0
s1,1,0.006087,7.524231,[ 6 45] ; [ 1 86],[ 2.58695652 48.41304348] ; [ 4.41304348 82.58695652],0
r3,1,0.010101,6.616999,[38 13] ; [79  8],[43.23913043  7.76086957] ; [73.76086957 13.23913043],0
v4,1,0.015165,5.897178,[41 11] ; [79  6],[45.54744526  6.45255474] ; [74.45255474 10.54744526],0
p11,1,0.021494,5.286257,[27 25] ; [62 25],[33.29496403 18.70503597] ; [55.70503597 31.29496403],0
r2,1,0.021611,5.276834,[38 14] ; [76 10],[42.95652174  9.04347826] ; [71.04347826 14.95652174],0
s5,1,0.02492,5.029434,[ 6 45] ; [24 61],[11.25 39.75] ; [18.75 66.25],0
s6,1,0.033001,4.545745,[19 33] ; [47 38],[25.05109489 26.94890511] ; [40.94890511 44.05109489],0
p9,1,0.060792,3.515646,[32 19] ; [66 19],[36.75 14.25] ; [61.25 23.75],0
u2,1,0.068241,3.32483,[17 10] ; [17 25],[13.30434783 13.69565217] ; [20.69565217 21.30434783],0
d3,1,0.130339,2.288457,[17 34] ; [40 46],[21.2189781 29.7810219] ; [35.7810219 50.2189781],0
p1,1,0.135561,2.22764,[ 5 47] ; [ 3 83],[ 3.01449275 48.98550725] ; [ 4.98550725 81.01449275],0
p10,1,0.138192,2.19798,[29 22] ; [59 26],[33. 18.] ; [55. 30.],0
p2,1,0.14981,2.074187,[32 20] ; [63 23],[35.79710145 16.20289855] ; [59.20289855 26.79710145],0
u3,1,0.150296,2.069244,[17 10] ; [19 23],[14.08695652 12.91304348] ; [21.91304348 20.08695652],0
b4,1,0.153598,2.036147,[24 28] ; [51 36],[28.05755396 23.94244604] ; [46.94244604 40.05755396],0
a7,1,0.188656,1.728086,[28 24] ; [56 30],[31.65217391 20.34782609] ; [52.34782609 33.65217391],0
n5,1,0.214576,1.540281,[17 33] ; [39 48],[20.4379562 29.5620438] ; [35.5620438 51.4379562],0
a1,1,0.268224,1.225809,[ 4 48] ; [ 3 84],[ 2.61870504 49.38129496] ; [ 4.38129496 82.61870504],0
s4,1,0.274128,1.195972,[ 9 43] ; [22 65],[11.5971223 40.4028777] ; [19.4028777 67.5971223],0
s3,1,0.325653,0.966106,[25 27] ; [34 52],[22.23188406 29.76811594] ; [36.76811594 49.23188406],0
r1,1,0.340199,0.909682,[28 24] ; [54 33],[30.67625899 21.32374101] ; [51.32374101 35.67625899],0
s7,1,0.357842,0.845451,[12 38] ; [27 59],[14.33823529 35.66176471] ; [24.66176471 61.33823529],0
n2,1,0.381571,0.765633,[14  6] ; [25  6],[15.29411765  4.70588235] ; [23.70588235  7.29411765],0
v1,1,0.383143,0.760592,[22 30] ; [30 56],[19.5942029 32.4057971] ; [32.4057971 53.5942029],0
v2,1,0.399875,0.708703,[16 32] ; [35 51],[18.26865672 29.73134328] ; [32.73134328 53.26865672],0
a5,1,0.462463,0.539927,[20 32] ; [39 48],[22.07194245 29.92805755] ; [36.92805755 50.07194245],0
b5,1,0.469319,0.52358,[26 26] ; [49 38],[28.05755396 23.94244604] ; [46.94244604 40.05755396],0
a4,1,0.567057,0.327632,[11 41] ; [15 72],[ 9.72661871 42.27338129] ; [16.27338129 70.72661871],0
a3,1,0.568448,0.325287,[24 28] ; [44 42],[25.62318841 26.37681159] ; [42.37681159 43.62318841],0
n3,1,0.578622,0.308468,[15  5] ; [21 10],[14.11764706  5.88235294] ; [21.88235294  9.11764706],0
a8,1,0.580112,0.306054,[ 3 47] ; [ 7 74],[ 3.81679389 46.18320611] ; [ 6.18320611 74.81679389],0
p7,1,0.602227,0.27165,[26 22] ; [50 35],[27.42857143 20.57142857] ; [48.57142857 36.42857143],0
p12,1,0.602734,0.270892,[ 1 51] ; [ 3 84],[ 1.49640288 50.50359712] ; [ 2.50359712 84.49640288],0
u1,1,0.602734,0.270892,[ 1 51] ; [ 3 84],[ 1.49640288 50.50359712] ; [ 2.50359712 84.49640288],0
p3,1,0.607011,0.26455,[14 38] ; [27 60],[15.3381295 36.6618705] ; [25.6618705 61.3381295],0
