Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,70.14531,[ 5 38] ; [188  57],[28.81597222 14.18402778] ; [164.18402778  80.81597222],1
r4,1,0.285651,1.140007,[38  5] ; [228  17],[39.71527778  3.28472222] ; [226.28472222  18.71527778],0
p7,1,0.286478,1.136101,[36  7] ; [184  57],[33.30985915  9.69014085] ; [186.69014085  54.30985915],0
a6,1,0.34963,0.874798,[26 17] ; [166  79],[28.66666667 14.33333333] ; [163.33333333  81.66666667],0
p11,1,0.373255,0.792799,[33 10] ; [202  43],[35.08680556  7.91319444] ; [199.91319444  45.08680556],0
u3,1,0.379489,0.772356,[7 5] ; [28 11],[8.23529412 3.76470588] ; [26.76470588 12.23529412],0
p3,1,0.380094,0.770397,[28 15] ; [175  69],[30.41463415 12.58536585] ; [172.58536585  71.41463415],0
p5,1,0.383813,0.758452,[11 31] ; [ 49 193],[ 8.87323944 33.12676056] ; [ 51.12676056 190.87323944],0
u4,1,0.401895,0.702649,[ 1 42] ; [ 13 232],[ 2.09027778 40.90972222] ; [ 11.90972222 233.09027778],0
s1,1,0.504188,0.446109,[ 1 42] ; [ 11 231],[ 1.81052632 41.18947368] ; [ 10.18947368 231.81052632],0
p6,1,0.525745,0.402609,[22 21] ; [137 106],[23.90559441 19.09440559] ; [135.09440559 107.90559441],0
b4,1,0.648305,0.208043,[26 17] ; [139 106],[24.63541667 18.36458333] ; [140.36458333 104.63541667],0
s4,1,0.687333,0.161988,[ 8 35] ; [ 52 192],[ 8.98954704 34.01045296] ; [ 51.01045296 192.98954704],0
p10,1,0.702348,0.146041,[37  6] ; [215  29],[37.75609756  5.24390244] ; [214.24390244  29.75609756],0
u2,1,0.73315,0.116239,[8 4] ; [28 11],[8.47058824 3.52941176] ; [27.52941176 11.47058824],0
r2,1,0.742356,0.108067,[40  2] ; [234   9],[40.37894737  1.62105263] ; [233.62105263   9.37894737],0
n1,1,0.761708,0.091954,[4 3] ; [25 24],[3.625 3.375] ; [25.375 23.625],0
s2,1,0.818195,0.052839,[31 12] ; [180  64],[31.61324042 11.38675958] ; [179.38675958  64.61324042],0
a8,1,0.840083,0.040718,[ 7 33] ; [ 36 186],[ 6.5648855 33.4351145] ; [ 36.4351145 185.5648855],0
n3,1,0.854975,0.033407,[5 2] ; [34 16],[4.78947368 2.21052632] ; [34.21052632 15.78947368],0
p9,1,0.875239,0.024652,[39  4] ; [224  21],[39.26736111  3.73263889] ; [223.73263889  21.26736111],0
n2,1,0.884946,0.020939,[5 2] ; [37 13],[5.15789474 1.84210526] ; [36.84210526 13.15789474],0
a7,1,0.886107,0.020516,[31 12] ; [174  71],[30.60763889 12.39236111] ; [174.39236111  70.60763889],0
n6,1,0.887617,0.019971,[39  4] ; [222  21],[39.24125874  3.75874126] ; [221.75874126  21.24125874],0
v4,1,0.889785,0.019203,[41  1] ; [239   5],[41.11888112  0.88111888] ; [238.88111888   5.11888112],0
s3,1,0.950366,0.003875,[32 11] ; [179  63],[31.83508772 11.16491228] ; [179.16491228  62.83508772],0
b1,1,0.954196,0.003299,[17 26] ; [ 98 147],[17.17013889 25.82986111] ; [ 97.82986111 147.17013889],0
p12,1,0.961599,0.002318,[ 5 38] ; [ 29 215],[ 5.09407666 37.90592334] ; [ 28.90592334 215.09407666],0
b2,1,0.976758,0.000849,[12 17] ; [ 75 105],[12.07177033 16.92822967] ; [ 74.92822967 105.07177033],0
b3,1,0.976758,0.000849,[12 17] ; [ 75 105],[12.07177033 16.92822967] ; [ 74.92822967 105.07177033],0
s8,1,0.979872,0.000637,[30 13] ; [170  73],[30.06993007 12.93006993] ; [169.93006993  73.06993007],0
