Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.01226,[150   9] ; [74 31],[134.90909091  24.09090909] ; [89.09090909 15.90909091],1
p9,1,0.0,27.601036,[129  30] ; [49 49],[110.12451362  48.87548638] ; [67.87548638 30.12451362],1
p11,1,1e-06,24.108415,[120  41] ; [47 58],[101.07894737  59.92105263] ; [65.92105263 39.07894737],1
p10,1,1e-06,23.962523,[118  42] ; [44 57],[99.31034483 60.68965517] ; [62.68965517 38.31034483],1
v4,1,1e-05,19.497038,[147  13] ; [75 30],[134.03773585  25.96226415] ; [87.96226415 17.03773585],1
r4,1,8.2e-05,15.514958,[133  28] ; [64 41],[119.23684211  41.76315789] ; [77.76315789 27.23684211],1
p8,1,0.000221,13.642911,[ 43 116] ; [ 9 96],[ 31.31818182 127.68181818] ; [20.68181818 84.31818182],1
p4,1,0.000759,11.33991,[ 49 112] ; [13 91],[ 37.66792453 123.33207547] ; [24.33207547 79.66792453],1
b1,1,0.001226,10.451226,[ 44 117] ; [49 56],[ 56.28947368 104.71052632] ; [36.71052632 68.28947368],0
s3,1,0.001616,9.941458,[77 82] ; [29 72],[64.82307692 94.17692308] ; [41.17692308 59.82307692],0
v1,1,0.001793,9.75,[72 84] ; [28 76],[60. 96.] ; [40. 64.],0
a1,1,0.002106,9.45498,[  3 158] ; [11 94],[  8.47368421 152.52631579] ; [ 5.52631579 99.47368421],0
n6,1,0.005136,7.831048,[127  33] ; [67 38],[117.13207547  42.86792453] ; [76.86792453 28.13207547],0
a7,1,0.012143,6.289832,[118  42] ; [62 43],[108.67924528  51.32075472] ; [71.32075472 33.67924528],0
s2,1,0.013626,6.085926,[65 93] ; [27 76],[ 55.69348659 102.30651341] ; [36.30651341 66.69348659],0
b5,1,0.023206,5.152999,[111  50] ; [58 47],[102.28947368  58.71052632] ; [66.71052632 38.28947368],0
v2,1,0.030386,4.687309,[77 79] ; [34 62],[68.71428571 87.28571429] ; [42.28571429 53.71428571],0
r1,1,0.030806,4.663741,[117  44] ; [63 42],[108.94736842  52.05263158] ; [71.05263158 33.94736842],0
r2,1,0.032327,4.581066,[145  15] ; [84 19],[139.31558935  20.68441065] ; [89.68441065 13.31558935],0
a6,1,0.049596,3.855072,[111  50] ; [60 45],[103.5  57.5] ; [67.5 37.5],0
s6,1,0.050992,3.808537,[86 73] ; [43 60],[78.28625954 80.71374046] ; [50.71374046 52.28625954],0
p6,1,0.053942,3.714508,[ 21 139] ; [ 6 98],[ 16.36363636 143.63636364] ; [10.63636364 93.36363636],0
n5,1,0.062138,3.479375,[108  52] ; [59 46],[100.83018868  59.16981132] ; [66.16981132 38.83018868],0
d3,1,0.065284,3.397784,[107  54] ; [58 47],[99.86842105 61.13157895] ; [65.13157895 39.86842105],0
n2,1,0.07606,3.147148,[37 12] ; [30 21],[32.83 16.17] ; [34.17 16.83],0
n1,1,0.076684,3.133808,[15 34] ; [24 26],[19.3030303 29.6969697] ; [19.6969697 30.3030303],0
n4,1,0.077939,3.10737,[112  49] ; [62 43],[105.31578947  55.68421053] ; [68.68421053 36.31578947],0
d5,1,0.095708,2.775652,[121  40] ; [69 36],[115.  46.] ; [75. 30.],0
p1,1,0.096661,2.759786,[  6 154] ; [ 9 96],[  9.05660377 150.94339623] ; [ 5.94339623 99.05660377],0
