Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.01226,[150   9] ; [74 31],[134.90909091  24.09090909] ; [89.09090909 15.90909091],1
a8,1,0.119732,2.420824,[ 19 127] ; [ 7 95],[ 15.30645161 130.69354839] ; [10.69354839 91.30645161],0
d4,1,0.137202,2.209058,[127  33] ; [75 30],[121.96226415  38.03773585] ; [80.03773585 24.96226415],0
b4,1,0.13887,2.190441,[105  56] ; [59 46],[99.26315789 61.73684211] ; [64.73684211 40.26315789],0
u4,1,0.143007,2.145304,[  1 160] ; [  3 102],[  2.42105263 158.57894737] ; [  1.57894737 103.42105263],0
s7,1,0.201302,1.632906,[ 56 101] ; [28 72],[ 51.3151751 105.6848249] ; [32.6848249 67.3151751],0
a2,1,0.217702,1.519458,[ 27 134] ; [24 81],[ 30.86842105 130.13157895] ; [20.13157895 84.86842105],0
d2,1,0.229623,1.443196,[66 93] ; [51 53],[70.7338403 88.2661597] ; [46.2661597 57.7338403],0
u3,1,0.249937,1.323655,[37 27] ; [18 21],[34.17475728 29.82524272] ; [20.82524272 18.17475728],0
n3,1,0.281489,1.159887,[33 17] ; [26 21],[30.41237113 19.58762887] ; [28.58762887 18.41237113],0
s1,1,0.298537,1.080716,[  5 154] ; [ 6 98],[  6.65019011 152.34980989] ; [ 4.34980989 99.65019011],0
a5,1,0.33355,0.935066,[106  55] ; [63 42],[102.28947368  58.71052632] ; [66.71052632 38.28947368],0
s8,1,0.339182,0.91352,[ 45 115] ; [24 81],[ 41.66037736 118.33962264] ; [27.33962264 77.66037736],0
s4,1,0.367439,0.812308,[ 24 136] ; [20 84],[ 26.66666667 133.33333333] ; [17.33333333 86.66666667],0
d1,1,0.405369,0.692343,[82 79] ; [48 57],[78.68421053 82.31578947] ; [51.31578947 53.68421053],0
p12,1,0.410875,0.676269,[  7 152] ; [ 7 97],[  8.46387833 150.53612167] ; [ 5.53612167 98.46387833],0
u2,1,0.492479,0.471105,[34 30] ; [18 21],[32.31067961 31.68932039] ; [19.68932039 19.31067961],0
a3,1,0.53234,0.389923,[97 64] ; [66 37],[99.40530303 61.59469697] ; [63.59469697 39.40530303],0
b2,1,0.643492,0.214205,[29 51] ; [26 39],[30.34482759 49.65517241] ; [24.65517241 40.34482759],0
b3,1,0.643492,0.214205,[29 51] ; [26 39],[30.34482759 49.65517241] ; [24.65517241 40.34482759],0
a4,1,0.705722,0.142588,[65 96] ; [44 59],[66.47348485 94.52651515] ; [42.52651515 60.47348485],0
p5,1,0.745186,0.10562,[  5 156] ; [  4 100],[  5.46792453 155.53207547] ; [  3.53207547 100.46792453],0
v3,1,0.791218,0.070081,[ 48 110] ; [31 66],[ 48.94901961 109.05098039] ; [30.05098039 66.94901961],0
u1,1,0.827814,0.047309,[ 20 141] ; [14 91],[ 20.57894737 140.42105263] ; [13.42105263 91.57894737],0
s5,1,0.888146,0.019783,[ 30 124] ; [20 79],[ 30.43478261 123.56521739] ; [19.56521739 79.43478261],0
