Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,80.867764,[ 43 271] ; [62 47],[ 77.94326241 236.05673759] ; [27.05673759 81.94326241],1
s6,1,5e-06,20.824174,[121 187] ; [71 39],[141.47368421 166.52631579] ; [50.52631579 59.47368421],1
p5,1,8.8e-05,15.383195,[ 18 295] ; [20 90],[ 28.11820331 284.88179669] ; [  9.88179669 100.11820331],1
p3,1,0.000117,14.837374,[121 191] ; [66 44],[138.25592417 173.74407583] ; [48.74407583 61.25592417],1
p4,1,0.000235,13.525011,[142 167] ; [73 37],[158.55608592 150.44391408] ; [56.44391408 53.55608592],1
p6,1,0.000288,13.147474,[ 73 235] ; [45 62],[ 87.57590361 220.42409639] ; [30.42409639 76.57590361],1
u1,1,0.001861,9.681907,[ 30 285] ; [23 87],[ 39.28235294 275.71764706] ; [13.71764706 96.28235294],0
v3,1,0.003231,8.672362,[ 93 211] ; [50 58],[105.51456311 198.48543689] ; [37.48543689 70.51456311],0
a3,1,0.003543,8.504314,[193 120] ; [84 25],[205.45260664 107.54739336] ; [71.54739336 37.45260664],0
p10,1,0.004868,7.927717,[217  91] ; [91 17],[228.03846154  79.96153846] ; [79.96153846 28.03846154],0
n3,1,0.011762,6.346423,[63 17] ; [17 14],[57.65765766 22.34234234] ; [22.34234234  8.65765766],0
p12,1,0.015967,5.806544,[  9 303] ; [ 9 99],[ 13.37142857 298.62857143] ; [  4.62857143 103.37142857],0
n4,1,0.018178,5.578893,[214 100] ; [88 22],[223.6509434  90.3490566] ; [78.3490566 31.6509434],0
p7,1,0.019815,5.428112,[171 136] ; [74 34],[181.24096386 125.75903614] ; [63.75903614 44.24096386],0
a5,1,0.039225,4.251098,[204 111] ; [83 27],[212.71764706 102.28235294] ; [74.28235294 35.71764706],0
p9,1,0.044432,4.040083,[236  74] ; [93 16],[243.41288783  66.58711217] ; [85.58711217 23.41288783],0
a2,1,0.047281,3.935361,[ 53 262] ; [28 82],[ 60.03529412 254.96470588] ; [20.96470588 89.03529412],0
b5,1,0.048361,3.897387,[197 118] ; [57 53],[188.25882353 126.74117647] ; [65.74117647 44.25882353],0
n5,1,0.073322,3.207046,[206 105] ; [83 27],[213.48931116  97.51068884] ; [75.51068884 34.48931116],0
s3,1,0.074052,3.190835,[ 65 245] ; [32 77],[ 71.76610979 238.23389021] ; [25.23389021 83.76610979],0
b4,1,0.082907,3.006978,[193 122] ; [57 53],[185.29411765 129.70588235] ; [64.70588235 45.29411765],0
p8,1,0.083409,2.997188,[147 161] ; [62 46],[154.74038462 153.25961538] ; [54.25961538 53.74038462],0
u2,1,0.087876,2.912864,[61 59] ; [18  8],[64.93150685 55.06849315] ; [14.06849315 11.93150685],0
d3,1,0.108791,2.571704,[199 115] ; [79 31],[205.87735849 108.12264151] ; [72.12264151 37.87735849],0
s5,1,0.111317,2.535426,[ 49 255] ; [25 84],[ 54.46973366 249.53026634] ; [19.53026634 89.46973366],0
b3,1,0.113623,2.503094,[ 56 114] ; [35 46],[ 61.63346614 108.36653386] ; [29.36653386 51.63346614],0
b2,1,0.113623,2.503094,[ 56 114] ; [35 46],[ 61.63346614 108.36653386] ; [29.36653386 51.63346614],0
n6,1,0.120961,2.404831,[251  64] ; [95 15],[256.44705882  58.55294118] ; [89.55294118 20.44705882],0
p2,1,0.132019,2.268603,[246  66] ; [94 16],[251.37440758  60.62559242] ; [88.62559242 21.37440758],0
d4,1,0.136591,2.215945,[235  79] ; [90 20],[240.68396226  73.31603774] ; [84.31603774 25.68396226],0
u3,1,0.18938,1.722434,[62 59] ; [17  9],[65.02721088 55.97278912] ; [13.97278912 12.02721088],0
v1,1,0.228385,1.450894,[139 169] ; [56 52],[144.375 163.625] ; [50.625 57.375],0
r1,1,0.238722,1.388125,[236  77] ; [89 21],[240.48463357  72.51536643] ; [84.51536643 25.48463357],0
d2,1,0.249432,1.326484,[131 182] ; [53 57],[136.15130024 176.84869976] ; [47.84869976 62.15130024],0
n1,1,0.287122,1.13307,[25 55] ; [13 18],[27.38738739 52.61261261] ; [10.61261261 20.38738739],0
a8,1,0.316866,1.00184,[ 29 258] ; [13 81],[ 31.63779528 255.36220472] ; [10.36220472 83.63779528],0
