Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,9e-06,19.637292,[12 42] ; [37 21],[23.625 30.375] ; [25.375 32.625],1
a5,1,0.001379,10.234124,[20 34] ; [39 19],[28.44642857 25.55357143] ; [30.55357143 27.44642857],0
p8,1,0.002997,8.809569,[19 33] ; [ 7 50],[12.40366972 39.59633028] ; [13.59633028 43.40366972],0
a8,1,0.024523,5.057276,[ 2 49] ; [10 47],[ 5.66666667 45.33333333] ; [ 6.33333333 50.66666667],0
a3,1,0.028415,4.802709,[29 25] ; [42 15],[34.54054054 19.45945946] ; [36.45945946 20.54054054],0
v1,1,0.072038,3.235966,[26 27] ; [18 38],[21.39449541 31.60550459] ; [22.60550459 33.39449541],0
u3,1,0.07241,3.22753,[15 10] ; [ 5 11],[12.19512195 12.80487805] ; [7.80487805 8.19512195],0
p10,1,0.086439,2.939475,[29 23] ; [22 34],[24.55555556 27.44444444] ; [26.44444444 29.55555556],0
p9,1,0.111088,2.538668,[33 19] ; [27 29],[28.88888889 23.11111111] ; [31.11111111 24.88888889],0
p6,1,0.157869,1.994525,[ 9 41] ; [ 5 52],[ 6.54205607 43.45794393] ; [ 7.45794393 49.54205607],0
s8,1,0.17302,1.85658,[14 40] ; [ 9 49],[11.08928571 42.91071429] ; [11.91071429 46.08928571],0
n3,1,0.179094,1.805128,[14  6] ; [12 12],[11.81818182  8.18181818] ; [14.18181818  9.81818182],0
v4,1,0.182131,1.780148,[43 10] ; [40 17],[39.99090909 13.00909091] ; [43.00909091 13.99090909],0
a4,1,0.184648,1.759814,[15 39] ; [23 35],[18.32142857 35.67857143] ; [19.67857143 38.32142857],0
d4,1,0.212963,1.551166,[41 12] ; [38 19],[38.06363636 14.93636364] ; [40.93636364 16.06363636],0
v3,1,0.216617,1.526643,[ 9 42] ; [15 39],[11.65714286 39.34285714] ; [12.34285714 41.65714286],0
r3,1,0.235343,1.408277,[41 12] ; [39 19],[38.1981982 14.8018018] ; [41.8018018 16.1981982],0
d2,1,0.255185,1.294694,[18 36] ; [25 32],[20.91891892 33.08108108] ; [22.08108108 34.91891892],0
a7,1,0.265776,1.23842,[38 16] ; [35 23],[35.19642857 18.80357143] ; [37.80357143 20.19642857],0
n2,1,0.321561,0.982587,[11  9] ; [18  8],[12.60869565  7.39130435] ; [16.39130435  9.60869565],0
a1,1,0.351521,0.867959,[ 3 51] ; [ 6 52],[ 4.33928571 49.66071429] ; [ 4.66071429 53.33928571],0
r1,1,0.383293,0.760114,[33 21] ; [40 18],[35.19642857 18.80357143] ; [37.80357143 20.19642857],0
b5,1,0.402363,0.701252,[34 20] ; [32 26],[31.82142857 22.17857143] ; [34.17857143 23.82142857],0
n1,1,0.486205,0.484914,[ 6 14] ; [10 15],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
d1,1,0.489296,0.478074,[23 31] ; [21 37],[21.21428571 32.78571429] ; [22.78571429 35.21428571],0
b3,1,0.497143,0.461029,[ 6 18] ; [11 22],[ 7.15789474 16.84210526] ; [ 9.84210526 23.15789474],0
b2,1,0.497143,0.461029,[ 6 18] ; [11 22],[ 7.15789474 16.84210526] ; [ 9.84210526 23.15789474],0
s2,1,0.505917,0.442503,[19 35] ; [17 41],[17.35714286 36.64285714] ; [18.64285714 39.35714286],0
r4,1,0.512888,0.42817,[34 20] ; [33 25],[32.30357143 21.69642857] ; [34.69642857 23.30357143],0
p2,1,0.546185,0.364197,[31 23] ; [30 28],[29.41071429 24.58928571] ; [31.58928571 26.41071429],0
r2,1,0.558949,0.341527,[43 11] ; [47  9],[44.18181818  9.81818182] ; [45.81818182 10.18181818],0
s1,1,0.623889,0.240439,[ 4 49] ; [ 3 54],[ 3.37272727 49.62727273] ; [ 3.62727273 53.37272727],0
s3,1,0.62936,0.232929,[25 29] ; [29 28],[26.27027027 27.72972973] ; [27.72972973 29.27027027],0
v2,1,0.654748,0.199966,[19 30] ; [19 36],[17.90384615 31.09615385] ; [20.09615385 34.90384615],0
p1,1,0.665401,0.187029,[ 5 49] ; [ 4 53],[ 4.37837838 49.62162162] ; [ 4.62162162 52.37837838],0
a2,1,0.668036,0.183908,[ 6 48] ; [ 8 50],[ 6.75 47.25] ; [ 7.25 50.75],0
s4,1,0.67239,0.17882,[10 44] ; [ 9 49],[ 9.16071429 44.83928571] ; [ 9.83928571 48.16071429],0
d3,1,0.803378,0.06199,[31 22] ; [32 25],[30.35454545 22.64545455] ; [32.64545455 24.35454545],0
b4,1,0.811689,0.056762,[31 23] ; [32 26],[30.375 23.625] ; [32.625 25.375],0
s6,1,0.820415,0.051534,[19 34] ; [22 36],[19.57657658 33.42342342] ; [21.42342342 36.57657658],0
p11,1,0.82294,0.050071,[24 30] ; [27 31],[24.58928571 29.41071429] ; [26.41071429 31.58928571],0
p3,1,0.832039,0.044981,[11 42] ; [13 45],[11.45945946 41.54054054] ; [12.54054054 45.45945946],0
p7,1,0.833068,0.044423,[16 34] ; [19 37],[16.50943396 33.49056604] ; [18.49056604 37.50943396],0
d5,1,0.837168,0.042237,[35 19] ; [38 19],[35.51351351 18.48648649] ; [37.48648649 19.51351351],0
s5,1,0.857294,0.032335,[ 8 44] ; [ 9 45],[ 8.33962264 43.66037736] ; [ 8.66037736 45.33962264],0
u2,1,0.89611,0.01705,[14 10] ; [9 7],[13.8 10.2] ; [9.2 6.8],0
u1,1,0.928302,0.008097,[ 3 51] ; [ 3 55],[ 2.89285714 51.10714286] ; [ 3.10714286 54.89285714],0
p5,1,0.958581,0.002697,[ 1 52] ; [ 1 56],[ 0.96363636 52.03636364] ; [ 1.03636364 55.96363636],0
p12,1,0.968651,0.001545,[ 1 52] ; [ 1 55],[ 0.97247706 52.02752294] ; [ 1.02752294 54.97247706],0
s7,1,0.97284,0.001159,[14 36] ; [15 38],[14.0776699 35.9223301] ; [14.9223301 38.0776699],0
a6,1,0.974786,0.000999,[33 21] ; [35 22],[33.08108108 20.91891892] ; [34.91891892 22.08108108],0
b1,1,0.989216,0.000183,[26 28] ; [28 30],[26.03571429 27.96428571] ; [27.96428571 30.03571429],0
