Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001106,10.640805,[1 5] ; [24  5],[4.28571429 1.71428571] ; [20.71428571  8.28571429],0
s7,1,0.027317,4.870635,[2 4] ; [22  6],[4.23529412 1.76470588] ; [19.76470588  8.23529412],0
r2,1,0.063925,3.432518,[4 2] ; [27  2],[5.31428571 0.68571429] ; [25.68571429  3.31428571],0
a5,1,0.066394,3.369982,[2 4] ; [21  8],[3.94285714 2.05714286] ; [19.05714286  9.94285714],0
a7,1,0.100124,2.703561,[2 4] ; [20  9],[3.77142857 2.22857143] ; [18.22857143 10.77142857],0
d3,1,0.100124,2.703561,[2 4] ; [20  9],[3.77142857 2.22857143] ; [18.22857143 10.77142857],0
p1,1,0.134842,2.235853,[3 3] ; [ 6 23],[1.54285714 4.45714286] ; [ 7.45714286 21.54285714],0
r1,1,0.134842,2.235853,[3 3] ; [23  6],[4.45714286 1.54285714] ; [21.54285714  7.45714286],0
s8,1,0.195424,1.676245,[2 4] ; [18 11],[3.42857143 2.57142857] ; [16.57142857 12.42857143],0
d5,1,0.201798,1.62931,[3 3] ; [22  7],[4.28571429 1.71428571] ; [20.71428571  8.28571429],0
p2,1,0.266716,1.23356,[4 2] ; [24  4],[4.94117647 1.05882353] ; [23.05882353  4.94117647],0
p8,1,0.281695,1.158895,[3 3] ; [21  8],[4.11428571 1.88571429] ; [19.88571429  9.11428571],0
p3,1,0.281695,1.158895,[3 3] ; [21  8],[4.11428571 1.88571429] ; [19.88571429  9.11428571],0
s2,1,0.31786,0.99773,[1 5] ; [11 18],[2.05714286 3.94285714] ; [ 9.94285714 19.05714286],0
n4,1,0.369722,0.804598,[4 2] ; [24  5],[4.8 1.2] ; [23.2  5.8],0
b4,1,0.411963,0.673127,[2 4] ; [15 14],[2.91428571 3.08571429] ; [14.08571429 14.91428571],0
p9,1,0.436471,0.605544,[5 1] ; [27  2],[5.48571429 0.51428571] ; [26.51428571  2.48571429],0
p11,1,0.501991,0.450724,[4 2] ; [23  6],[4.62857143 1.37142857] ; [22.37142857  6.62857143],0
u3,1,0.527089,0.4,[2 3] ; [3 2],[2.5 2.5] ; [2.5 2.5],0
v2,1,0.557706,0.343693,[2 4] ; [13 15],[2.64705882 3.35294118] ; [12.35294118 15.64705882],0
a6,1,0.582804,0.301724,[3 3] ; [18 11],[3.6 2.4] ; [17.4 11.6],0
p12,1,0.66233,0.190705,[1 5] ; [ 7 21],[1.41176471 4.58823529] ; [ 6.58823529 21.41176471],0
v3,1,0.667082,0.185034,[2 4] ; [12 16],[2.47058824 3.52941176] ; [11.52941176 16.47058824],0
p7,1,0.674576,0.176296,[4 2] ; [21  7],[4.41176471 1.58823529] ; [20.58823529  7.41176471],0
v1,1,0.678071,0.172306,[3 3] ; [16 11],[3.45454545 2.54545455] ; [15.54545455 11.45454545],0
b1,1,0.697713,0.150862,[3 3] ; [12 17],[2.57142857 3.42857143] ; [12.42857143 16.57142857],0
b5,1,0.714219,0.1341,[4 2] ; [17 12],[3.6 2.4] ; [17.4 11.6],0
a8,1,0.742715,0.107755,[1 4] ; [ 4 24],[0.75757576 4.24242424] ; [ 4.24242424 23.75757576],0
s6,1,0.776675,0.08046,[4 2] ; [21  8],[4.28571429 1.71428571] ; [20.71428571  8.28571429],0
r4,1,0.822564,0.050287,[5 1] ; [23  6],[4.8 1.2] ; [23.2  5.8],0
s1,1,0.854721,0.033525,[1 5] ; [ 4 25],[0.85714286 5.14285714] ; [ 4.14285714 24.85714286],0
r3,1,0.854721,0.033525,[5 1] ; [25  4],[5.14285714 0.85714286] ; [24.85714286  4.14285714],0
p10,1,0.854721,0.033525,[5 1] ; [25  4],[5.14285714 0.85714286] ; [24.85714286  4.14285714],0
p6,1,0.873628,0.025298,[3 3] ; [15 13],[3.17647059 2.82352941] ; [14.82352941 13.17647059],0
n6,1,0.881208,0.022332,[5 1] ; [24  4],[5.11764706 0.88235294] ; [23.88235294  4.11764706],0
s3,1,0.93869,0.005916,[3 3] ; [15 14],[3.08571429 2.91428571] ; [14.91428571 14.08571429],0
b2,1,0.940754,0.005524,[2 2] ; [12 13],[1.93103448 2.06896552] ; [12.06896552 12.93103448],0
b3,1,0.940754,0.005524,[2 2] ; [12 13],[1.93103448 2.06896552] ; [12.06896552 12.93103448],0
p4,1,0.972877,0.001156,[5 1] ; [24  5],[4.97142857 1.02857143] ; [24.02857143  4.97142857],0
n2,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
u2,1,1.0,0.0,[2 3] ; [2 3],[2. 3.] ; [2. 3.],0
n1,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
