Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.2e-05,16.758494,[47 51] ; [61 17],[60.13636364 37.86363636] ; [47.86363636 30.13636364],1
p6,1,0.000795,11.251965,[23 77] ; [37 42],[33.51955307 66.48044693] ; [26.48044693 52.51955307],1
p4,1,0.001539,10.031334,[47 55] ; [55 24],[57.48066298 44.51933702] ; [44.51933702 34.48066298],0
p1,1,0.001656,9.896039,[  2 100] ; [11 66],[ 7.40782123 94.59217877] ; [ 5.59217877 71.40782123],0
p3,1,0.00576,7.623793,[34 68] ; [42 36],[43.06666667 58.93333333] ; [32.93333333 45.06666667],0
p5,1,0.014326,5.997532,[ 4 98] ; [11 67],[ 8.5 93.5] ; [ 6.5 71.5],0
n6,1,0.042505,4.114988,[75 25] ; [68 10],[80.33707865 19.66292135] ; [62.66292135 15.33707865],0
p10,1,0.099702,2.710303,[76 26] ; [66 12],[80.46666667 21.53333333] ; [61.53333333 16.46666667],0
s1,1,0.108301,2.578839,[10 89] ; [ 3 76],[ 7.23033708 91.76966292] ; [ 5.76966292 73.23033708],0
n5,1,0.11301,2.511623,[65 35] ; [60 19],[69.83240223 30.16759777] ; [55.16759777 23.83240223],0
a7,1,0.133393,2.252562,[75 26] ; [66 13],[79.11666667 21.88333333] ; [61.88333333 17.11666667],0
p11,1,0.138965,2.189386,[70 32] ; [62 17],[74.38674033 27.61325967] ; [57.61325967 21.38674033],0
s5,1,0.139877,2.179313,[35 63] ; [36 41],[39.76 58.24] ; [31.24 45.76],0
v3,1,0.157918,1.994053,[29 70] ; [30 46],[33.37714286 65.62285714] ; [25.62285714 50.37714286],0
s3,1,0.159364,1.980251,[86 15] ; [60 18],[82.37988827 18.62011173] ; [63.62011173 14.37988827],0
d2,1,0.174572,1.843236,[38 62] ; [38 41],[42.45810056 57.54189944] ; [33.54189944 45.45810056],0
s7,1,0.175824,1.83257,[39 59] ; [39 39],[43.43181818 54.56818182] ; [34.56818182 43.43181818],0
p12,1,0.176968,1.8229,[ 5 97] ; [ 8 71],[ 7.32596685 94.67403315] ; [ 5.67403315 73.32596685],0
s6,1,0.194489,1.683282,[74 27] ; [62 14],[77.60451977 23.39548023] ; [58.39548023 17.60451977],0
u3,1,0.200296,1.640212,[20 11] ; [15 16],[17.5 13.5] ; [17.5 13.5],0
a3,1,0.202402,1.624954,[70 32] ; [47 32],[65.93370166 36.06629834] ; [51.06629834 27.93370166],0
n4,1,0.253306,1.304975,[71 31] ; [61 18],[74.38674033 27.61325967] ; [57.61325967 21.38674033],0
p2,1,0.258877,1.274751,[78 24] ; [65 13],[81.03333333 20.96666667] ; [61.96666667 16.03333333],0
r4,1,0.315681,1.006756,[85 17] ; [70  9],[87.3480663 14.6519337] ; [67.6519337 11.3480663],0
v4,1,0.333563,0.935014,[92  9] ; [74  4],[93.66480447  7.33519553] ; [72.33519553  5.66480447],0
n3,1,0.356354,0.850702,[24  9] ; [7 5],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
b4,1,0.35889,0.841773,[59 43] ; [51 28],[61.98895028 40.01104972] ; [48.01104972 30.98895028],0
n1,1,0.43437,0.611111,[ 9 23] ; [ 2 10],[ 8. 24.] ; [3. 9.],0
a8,1,0.467501,0.527876,[12 84] ; [12 61],[13.63313609 82.36686391] ; [10.36686391 62.63313609],0
v2,1,0.566722,0.328198,[46 52] ; [39 37],[47.87356322 50.12643678] ; [37.12643678 38.87356322],0
a5,1,0.575487,0.313587,[67 35] ; [55 24],[68.75138122 33.24861878] ; [53.24861878 25.75138122],0
b1,1,0.632812,0.228267,[41 61] ; [29 50],[39.44751381 62.55248619] ; [30.55248619 48.44751381],0
r3,1,0.673266,0.177806,[96  5] ; [73  5],[95.3575419  5.6424581] ; [73.6424581  4.3575419],0
r2,1,0.682254,0.167599,[93  8] ; [74  5],[93.70555556  7.29444444] ; [73.29444444  5.70555556],0
b2,1,0.691444,0.157527,[13 40] ; [11 28],[13.82608696 39.17391304] ; [10.17391304 28.82608696],0
b3,1,0.691444,0.157527,[13 40] ; [11 28],[13.82608696 39.17391304] ; [10.17391304 28.82608696],0
a2,1,0.721489,0.127071,[21 81] ; [18 61],[21.97790055 80.02209945] ; [17.02209945 61.97790055],0
d3,1,0.727667,0.121265,[72 28] ; [55 24],[70.94972067 29.05027933] ; [56.05027933 22.94972067],0
d5,1,0.765305,0.089115,[74 26] ; [60 19],[74.8603352 25.1396648] ; [59.1396648 19.8603352],0
d4,1,0.766211,0.088408,[84 17] ; [67 12],[84.72777778 16.27222222] ; [66.27222222 12.72777778],0
d1,1,0.786823,0.073137,[55 47] ; [41 38],[54.09944751 47.90055249] ; [41.90055249 37.09944751],0
b5,1,0.792307,0.069335,[60 42] ; [48 31],[60.86187845 41.13812155] ; [47.13812155 31.86187845],0
a6,1,0.793628,0.068436,[62 39] ; [50 29],[62.84444444 38.15555556] ; [49.15555556 29.84444444],0
u2,1,0.817609,0.053186,[16 14] ; [18 14],[16.4516129 13.5483871] ; [17.5483871 14.4516129],0
r1,1,0.840517,0.040494,[78 23] ; [60 19],[77.43333333 23.56666667] ; [60.56666667 18.43333333],0
a4,1,0.853834,0.03394,[44 58] ; [33 46],[43.39226519 58.60773481] ; [33.60773481 45.39226519],0
a1,1,0.886206,0.02048,[ 7 95] ; [ 5 74],[ 6.76243094 95.23756906] ; [ 5.23756906 73.76243094],0
p9,1,0.898055,0.016414,[80 20] ; [63 15],[80.33707865 19.66292135] ; [62.66292135 15.33707865],0
s4,1,0.910581,0.012613,[26 75] ; [19 57],[25.6779661 75.3220339] ; [19.3220339 56.6779661],0
v1,1,0.942433,0.005215,[46 54] ; [35 42],[45.76271186 54.23728814] ; [35.23728814 41.76271186],0
u1,1,0.969803,0.001433,[17 85] ; [13 66],[16.90607735 85.09392265] ; [13.09392265 65.90607735],0
