Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000431,12.393309,[24 23] ; [ 5 31],[16.42168675 30.57831325] ; [12.57831325 23.42168675],1
d5,1,0.000453,12.298895,[40  8] ; [17 19],[32.57142857 15.42857143] ; [24.42857143 11.57142857],1
a3,1,0.000533,11.995215,[36 12] ; [13 22],[28.3373494 19.6626506] ; [20.6626506 14.3373494],1
s7,1,0.001838,9.704429,[22 21] ; [ 6 29],[15.43589744 27.56410256] ; [12.56410256 22.43589744],0
p9,1,0.002566,9.093129,[35  9] ; [17 19],[28.6 15.4] ; [23.4 12.6],0
d1,1,0.004182,8.203125,[27 21] ; [ 9 27],[20.57142857 27.42857143] ; [15.42857143 20.57142857],0
p6,1,0.005733,7.63223,[17 31] ; [ 3 31],[11.70731707 36.29268293] ; [ 8.29268293 25.70731707],0
a6,1,0.008151,7.0,[30 18] ; [12 24],[24. 24.] ; [18. 18.],0
u1,1,0.015202,5.892902,[10 38] ; [ 1 35],[ 6.28571429 41.71428571] ; [ 4.71428571 31.28571429],0
b4,1,0.015732,5.832623,[25 23] ; [28  8],[30.28571429 17.71428571] ; [22.71428571 13.28571429],0
d2,1,0.020597,5.360559,[24 23] ; [ 9 26],[18.91463415 28.08536585] ; [14.08536585 20.91463415],0
p4,1,0.024999,5.023944,[27 21] ; [11 24],[21.97590361 26.02409639] ; [16.02409639 18.97590361],0
p10,1,0.025095,5.0173,[33 13] ; [16 18],[28.175 17.825] ; [20.825 13.175],0
d4,1,0.032675,4.562745,[39  9] ; [21 14],[34.69879518 13.30120482] ; [25.30120482  9.69879518],0
n5,1,0.044786,4.026687,[37 10] ; [21 15],[32.84337349 14.15662651] ; [25.15662651 10.84337349],0
s6,1,0.076118,3.145901,[23 23] ; [11 25],[19.07317073 26.92682927] ; [14.92682927 21.07317073],0
v1,1,0.089851,2.877046,[18 26] ; [ 8 27],[14.48101266 29.51898734] ; [11.51898734 23.48101266],0
n4,1,0.097684,2.742947,[35 13] ; [20 16],[31.42857143 16.57142857] ; [23.57142857 12.42857143],0
d3,1,0.099903,2.707094,[30 18] ; [16 20],[26.28571429 21.71428571] ; [19.71428571 16.28571429],0
s8,1,0.113278,2.507877,[15 32] ; [ 6 30],[11.89156627 35.10843373] ; [ 9.10843373 26.89156627],0
p3,1,0.114636,2.489114,[21 26] ; [10 26],[17.55421687 29.44578313] ; [13.44578313 22.55421687],0
s2,1,0.154729,2.025,[18 27] ; [ 9 27],[15. 30.] ; [12. 24.],0
p5,1,0.188416,1.729962,[ 7 40] ; [ 2 33],[ 5.15853659 41.84146341] ; [ 3.84146341 31.15853659],0
p11,1,0.233084,1.421944,[34 14] ; [21 15],[31.42857143 16.57142857] ; [23.57142857 12.42857143],0
n1,1,0.259653,1.270604,[ 9 12] ; [ 4 12],[ 7.37837838 13.62162162] ; [ 5.62162162 10.37837838],0
a1,1,0.286886,1.134177,[ 4 44] ; [ 1 35],[ 2.85714286 45.14285714] ; [ 2.14285714 33.85714286],0
b3,1,0.298291,1.081818,[12 21] ; [ 4 14],[10.35294118 22.64705882] ; [ 5.64705882 12.35294118],0
b2,1,0.298291,1.081818,[12 21] ; [ 4 14],[10.35294118 22.64705882] ; [ 5.64705882 12.35294118],0
v4,1,0.304402,1.054811,[30 15] ; [27  8],[32.0625 12.9375] ; [24.9375 10.0625],0
r2,1,0.383826,0.758413,[27 16] ; [18 16],[25.12987013 17.87012987] ; [19.87012987 14.12987013],0
r3,1,0.387654,0.746287,[28 17] ; [25 10],[29.8125 15.1875] ; [23.1875 11.8125],0
a7,1,0.406135,0.690087,[25 23] ; [15 20],[23.13253012 24.86746988] ; [16.86746988 18.13253012],0
v3,1,0.483581,0.490776,[14 33] ; [ 8 27],[12.6097561 34.3902439] ; [ 9.3902439 25.6097561],0
r1,1,0.491049,0.474227,[15 32] ; [ 9 27],[13.59036145 33.40963855] ; [10.40963855 25.59036145],0
u2,1,0.498495,0.458139,[3 9] ; [ 8 14],[3.88235294 8.11764706] ; [ 7.11764706 14.88235294],0
v2,1,0.507083,0.440081,[21 25] ; [13 21],[19.55 26.45] ; [14.45 19.55],0
b5,1,0.524471,0.405093,[26 22] ; [22 14],[27.42857143 20.57142857] ; [20.57142857 15.42857143],0
b1,1,0.568993,0.324371,[23 25] ; [15 21],[21.71428571 26.28571429] ; [16.28571429 19.71428571],0
