Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.5e-05,16.640464,[60 44] ; [121 222],[42.11185682 61.88814318] ; [138.88814318 204.11185682],1
r3,1,0.02802,4.826828,[100   5] ; [300  42],[93.95973154 11.04026846] ; [306.04026846  35.95973154],0
p7,1,0.033326,4.528938,[65 38] ; [174 166],[55.56884876 47.43115124] ; [183.43115124 156.56884876],0
s8,1,0.041491,4.155844,[30 75] ; [ 66 277],[22.5 82.5] ; [ 73.5 269.5],0
b4,1,0.070434,3.272882,[68 37] ; [189 156],[59.96666667 45.03333333] ; [197.03333333 147.96666667],0
p2,1,0.072144,3.23356,[86 19] ; [252  92],[79.04231626 25.95768374] ; [258.95768374  85.04231626],0
r2,1,0.13983,2.179828,[97  7] ; [298  40],[92.94117647 11.05882353] ; [302.05882353  35.94117647],0
r4,1,0.150925,2.06288,[90 15] ; [274  71],[84.93333333 20.06666667] ; [279.06666667  65.93333333],0
d5,1,0.166611,1.913176,[74 31] ; [266  79],[79.33333333 25.66666667] ; [260.66666667  84.33333333],0
s7,1,0.187146,1.73994,[28 71] ; [ 72 257],[23.13084112 75.86915888] ; [ 76.86915888 252.13084112],0
n2,1,0.209342,1.575974,[19  6] ; [62 37],[16.33064516  8.66935484] ; [64.66935484 34.33064516],0
a7,1,0.283316,1.151115,[67 38] ; [238 105],[71.484375 33.515625] ; [233.515625 109.484375],0
p4,1,0.315846,1.006073,[43 61] ; [161 182],[47.46308725 56.53691275] ; [156.53691275 186.46308725],0
a2,1,0.333303,0.93602,[16 89] ; [ 67 278],[19.36666667 85.63333333] ; [ 63.63333333 281.36666667],0
u1,1,0.344285,0.89441,[ 9 96] ; [ 41 304],[11.66666667 93.33333333] ; [ 38.33333333 306.66666667],0
b5,1,0.391908,0.733015,[59 46] ; [210 135],[62.76666667 42.23333333] ; [206.23333333 138.76666667],0
d1,1,0.396918,0.717643,[48 57] ; [174 171],[51.8 53.2] ; [170.2 174.8],0
p9,1,0.405065,0.693237,[73 32] ; [249  89],[76.32054176 28.67945824] ; [245.67945824  92.32054176],0
n6,1,0.435834,0.607228,[77 28] ; [265  79],[79.97772829 25.02227171] ; [262.02227171  81.97772829],0
u3,1,0.447061,0.578093,[20 18] ; [57 68],[17.95092025 20.04907975] ; [59.04907975 65.95092025],0
a6,1,0.478139,0.503106,[73 32] ; [227 118],[70. 35.] ; [230. 115.],0
p12,1,0.503233,0.448113,[  2 101] ; [ 11 332],[ 3.00224215 99.99775785] ; [  9.99775785 333.00224215],0
v1,1,0.506607,0.44107,[42 59] ; [155 187],[44.91422122 56.08577878] ; [152.08577878 189.91422122],0
s4,1,0.521852,0.410232,[13 92] ; [ 35 309],[11.22494432 93.77505568] ; [ 36.77505568 307.22494432],0
n4,1,0.532025,0.390523,[76 29] ; [238 106],[73.4298441 31.5701559] ; [240.5701559 103.4298441],0
a5,1,0.542585,0.370769,[66 39] ; [228 117],[68.6 36.4] ; [225.4 119.6],0
a4,1,0.545433,0.365563,[39 65] ; [140 203],[41.64653244 62.35346756] ; [137.35346756 205.64653244],0
v3,1,0.582439,0.302308,[34 69] ; [101 234],[31.74657534 71.25342466] ; [103.25342466 231.74657534],0
p3,1,0.585937,0.296735,[43 61] ; [132 212],[40.625 63.375] ; [134.375 209.625],0
b2,1,0.612643,0.256344,[22 36] ; [ 69 132],[20.37837838 37.62162162] ; [ 70.62162162 130.37837838],0
b3,1,0.612643,0.256344,[22 36] ; [ 69 132],[20.37837838 37.62162162] ; [ 70.62162162 130.37837838],0
p8,1,0.641817,0.216374,[49 56] ; [149 189],[46.93002257 58.06997743] ; [151.06997743 186.93002257],0
s5,1,0.645445,0.211691,[14 88] ; [ 53 287],[15.46153846 86.53846154] ; [ 51.53846154 288.46153846],0
d4,1,0.648736,0.207498,[76 28] ; [259  85],[77.76785714 26.23214286] ; [257.23214286  86.76785714],0
a1,1,0.649098,0.207039,[  5 100] ; [ 13 332],[  4.2 100.8] ; [ 13.8 331.2],0
p1,1,0.650212,0.205633,[ 6 99] ; [ 24 320],[ 7.0155902 97.9844098] ; [ 22.9844098 321.0155902],0
v2,1,0.673458,0.177584,[47 53] ; [165 169],[48.84792627 51.15207373] ; [163.15207373 170.84792627],0
u2,1,0.710758,0.137521,[20 18] ; [61 63],[19. 19.] ; [62. 62.],0
n5,1,0.719308,0.129157,[71 33] ; [227 115],[69.48878924 34.51121076] ; [228.51121076 113.48878924],0
r1,1,0.728937,0.12009,[74 30] ; [250  93],[75.38255034 28.61744966] ; [248.61744966  94.38255034],0
b1,1,0.789675,0.071146,[42 63] ; [133 212],[40.83333333 64.16666667] ; [134.16666667 210.83333333],0
n3,1,0.794895,0.067579,[15  8] ; [66 31],[15.525  7.475] ; [65.475 31.525],0
v4,1,0.798752,0.065006,[91 12] ; [307  37],[91.70917226 11.29082774] ; [306.29082774  37.70917226],0
a8,1,0.801147,0.063435,[10 89] ; [ 34 275],[10.67647059 88.32352941] ; [ 33.32352941 275.67647059],0
