Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001436,10.158424,[10 48] ; [12 11],[15.75308642 42.24691358] ; [ 6.24691358 16.75308642],0
d4,1,0.003372,8.594279,[32 28] ; [21  3],[37.85714286 22.14285714] ; [15.14285714  8.85714286],0
s5,1,0.030079,4.70475,[12 48] ; [10 13],[15.90361446 44.09638554] ; [ 6.09638554 16.90361446],0
s2,1,0.034961,4.447059,[20 40] ; [14 10],[24.28571429 35.71428571] ; [ 9.71428571 14.28571429],0
s6,1,0.036166,4.389264,[22 37] ; [15  9],[26.30120482 32.69879518] ; [10.69879518 13.30120482],0
p6,1,0.045945,3.983604,[12 47] ; [10 14],[15.63855422 43.36144578] ; [ 6.36144578 17.63855422],0
b4,1,0.06125,3.503204,[29 31] ; [17  7],[32.85714286 27.14285714] ; [13.14285714 10.85714286],0
r2,1,0.071086,3.257771,[41 19] ; [21  3],[44.28571429 15.71428571] ; [17.71428571  6.28571429],0
p2,1,0.137967,2.200493,[34 25] ; [18  6],[36.96385542 22.03614458] ; [15.03614458  8.96385542],0
n1,1,0.166439,1.914725,[ 4 17] ; [6 9],[ 5.83333333 15.16666667] ; [ 4.16666667 10.83333333],0
b3,1,0.179712,1.8,[ 8 22] ; [7 8],[10. 20.] ; [ 5. 10.],0
b2,1,0.179712,1.8,[ 8 22] ; [7 8],[10. 20.] ; [ 5. 10.],0
d3,1,0.190008,1.717555,[29 30] ; [15  8],[31.65853659 27.34146341] ; [12.34146341 10.65853659],0
s8,1,0.194924,1.68,[12 48] ; [ 8 16],[14.28571429 45.71428571] ; [ 5.71428571 18.28571429],0
d1,1,0.237181,1.397271,[17 43] ; [10 14],[19.28571429 40.71428571] ; [ 7.71428571 16.28571429],0
b1,1,0.240217,1.379318,[31 29] ; [ 9 15],[28.57142857 31.42857143] ; [11.42857143 12.57142857],0
p3,1,0.257134,1.284121,[17 42] ; [10 14],[19.19277108 39.80722892] ; [ 7.80722892 16.19277108],0
v3,1,0.269295,1.220333,[ 7 51] ; [ 5 18],[ 8.59259259 49.40740741] ; [ 3.40740741 19.59259259],0
r4,1,0.269412,1.219739,[27 33] ; [14 10],[29.28571429 30.71428571] ; [11.71428571 12.28571429],0
u3,1,0.279265,1.170664,[14 18] ; [8 5],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
d5,1,0.28252,1.154928,[34 26] ; [16  7],[36.14457831 23.85542169] ; [13.85542169  9.14457831],0
r3,1,0.333776,0.934191,[47 13] ; [21  3],[48.57142857 11.42857143] ; [19.42857143  4.57142857],0
p1,1,0.395197,0.722892,[ 4 55] ; [ 3 21],[ 4.97590361 54.02409639] ; [ 2.02409639 21.97590361],0
b5,1,0.398937,0.711529,[34 26] ; [16  8],[35.71428571 24.28571429] ; [14.28571429  9.71428571],0
a6,1,0.407493,0.686103,[31 29] ; [10 14],[29.28571429 30.71428571] ; [11.71428571 12.28571429],0
u2,1,0.418527,0.654447,[13 19] ; [7 6],[14.22222222 17.77777778] ; [5.77777778 7.22222222],0
s3,1,0.437086,0.603922,[22 38] ; [11 13],[23.57142857 36.42857143] ; [ 9.42857143 14.57142857],0
n3,1,0.45655,0.55434,[13  9] ; [7 8],[11.89189189 10.10810811] ; [8.10810811 6.89189189],0
n5,1,0.567309,0.327206,[21 39] ; [10 14],[22.14285714 37.85714286] ; [ 8.85714286 15.14285714],0
p10,1,0.63934,0.219606,[33 25] ; [15  9],[33.95121951 24.04878049] ; [14.04878049  9.95121951],0
n2,1,0.640854,0.217627,[13  9] ; [10  5],[13.67567568  8.32432432] ; [9.32432432 5.67567568],0
a1,1,0.66176,0.191392,[ 4 56] ; [ 1 23],[ 3.57142857 56.42857143] ; [ 1.42857143 22.57142857],0
v4,1,0.676725,0.173836,[49 10] ; [19  5],[48.3373494 10.6626506] ; [19.6626506  4.3373494],0
v2,1,0.724888,0.123858,[17 42] ; [ 6 18],[16.34939759 42.65060241] ; [ 6.65060241 17.34939759],0
a4,1,0.741485,0.108826,[13 47] ; [ 6 18],[13.57142857 46.42857143] ; [ 5.42857143 18.57142857],0
n6,1,0.777491,0.079857,[37 23] ; [14 10],[36.42857143 23.57142857] ; [14.57142857  9.42857143],0
a5,1,0.78101,0.077286,[27 33] ; [10 14],[26.42857143 33.57142857] ; [10.57142857 13.42857143],0
v1,1,0.80138,0.063283,[18 41] ; [ 8 16],[18.48192771 40.51807229] ; [ 7.51807229 16.48192771],0
d2,1,0.828969,0.046667,[21 39] ; [ 9 15],[21.42857143 38.57142857] ; [ 8.57142857 15.42857143],0
p4,1,0.832152,0.04492,[24 36] ; [ 9 15],[23.57142857 36.42857143] ; [ 9.42857143 14.57142857],0
u1,1,0.852504,0.034568,[ 2 58] ; [ 1 23],[ 2.14285714 57.85714286] ; [ 0.85714286 23.14285714],0
p9,1,0.861676,0.03036,[39 19] ; [15  8],[38.66666667 19.33333333] ; [15.33333333  7.66666667],0
s1,1,0.871291,0.02625,[ 3 57] ; [ 1 23],[ 2.85714286 57.14285714] ; [ 1.14285714 22.85714286],0
p8,1,0.87717,0.023888,[22 37] ; [ 9 14],[22.30487805 36.69512195] ; [ 8.69512195 14.30487805],0
a7,1,0.881093,0.022375,[35 25] ; [13 10],[34.69879518 25.30120482] ; [13.30120482  9.69879518],0
a3,1,0.893067,0.01807,[28 31] ; [11 13],[27.72289157 31.27710843] ; [11.27710843 12.72289157],0
p7,1,0.970859,0.001334,[28 30] ; [11 12],[27.92592593 30.07407407] ; [11.07407407 11.92592593],0
p11,1,1.0,0.0,[35 25] ; [14 10],[35. 25.] ; [14. 10.],0
