Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,31.450419,[ 5 27] ; [24  3],[15.72881356 16.27118644] ; [13.27118644 13.72881356],1
d5,1,1e-06,24.011618,[11 21] ; [26  1],[20.06779661 11.93220339] ; [16.93220339 10.06779661],1
d4,1,1.7e-05,18.519804,[14 18] ; [26  1],[21.69491525 10.30508475] ; [18.30508475  8.69491525],1
d2,1,0.000122,14.763974,[11 21] ; [22  4],[18.20689655 13.79310345] ; [14.79310345 11.20689655],1
s7,1,0.011138,6.443182,[ 3 29] ; [ 9 15],[ 6.85714286 25.14285714] ; [ 5.14285714 18.85714286],0
a3,1,0.016978,5.69861,[16 15] ; [22  5],[20.31034483 10.68965517] ; [17.68965517  9.31034483],0
v2,1,0.018042,5.592034,[ 6 24] ; [13 13],[10.17857143 19.82142857] ; [ 8.82142857 17.17857143],0
r2,1,0.026088,4.950145,[14 17] ; [18  6],[18.03636364 12.96363636] ; [13.96363636 10.03636364],0
a5,1,0.034104,4.489466,[15 17] ; [20  7],[18.98305085 13.01694915] ; [16.01694915 10.98305085],0
a4,1,0.046432,3.96585,[ 9 23] ; [14 12],[12.68965517 19.31034483] ; [10.31034483 15.68965517],0
a7,1,0.065376,3.39546,[12 19] ; [17 10],[15.5 15.5] ; [13.5 13.5],0
s3,1,0.074295,3.185487,[ 6 25] ; [11 16],[ 9.0862069 21.9137931] ; [ 7.9137931 19.0862069],0
v4,1,0.076379,3.140316,[ 9 22] ; [14 13],[12.29310345 18.70689655] ; [10.70689655 16.29310345],0
s5,1,0.098055,2.736901,[ 1 31] ; [ 4 22],[ 2.75862069 29.24137931] ; [ 2.24137931 23.75862069],0
p11,1,0.115465,2.477787,[ 6 26] ; [10 17],[ 8.6779661 23.3220339] ; [ 7.3220339 19.6779661],0
b3,1,0.140393,2.173649,[11  9] ; [ 6 13],[ 8.71794872 11.28205128] ; [ 8.28205128 10.71794872],0
b2,1,0.140393,2.173649,[11  9] ; [ 6 13],[ 8.71794872 11.28205128] ; [ 8.28205128 10.71794872],0
p3,1,0.151771,2.054356,[ 3 29] ; [ 6 20],[ 4.96551724 27.03448276] ; [ 4.03448276 21.96551724],0
a2,1,0.17151,1.869699,[ 3 29] ; [ 6 21],[ 4.88135593 27.11864407] ; [ 4.11864407 22.88135593],0
