Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004168,8.209171,[3 4] ; [ 1 26],[0.82352941 6.17647059] ; [ 3.17647059 23.82352941],0
b5,1,0.005775,7.619048,[6 1] ; [ 8 20],[2.8 4.2] ; [11.2 16.8],0
s7,1,0.012008,6.309692,[3 3] ; [ 2 23],[0.96774194 5.03225806] ; [ 4.03225806 20.96774194],0
s6,1,0.015725,5.833333,[3 4] ; [ 2 26],[1. 6.] ; [ 4. 24.],0
p8,1,0.018278,5.569276,[3 4] ; [ 2 25],[1.02941176 5.97058824] ; [ 3.97058824 23.02941176],0
p2,1,0.02063,5.35779,[5 2] ; [ 7 21],[2.4 4.6] ; [ 9.6 18.4],0
s8,1,0.034573,4.466146,[2 5] ; [ 1 27],[0.6 6.4] ; [ 2.4 25.6],0
p6,1,0.034573,4.466146,[2 5] ; [ 1 27],[0.6 6.4] ; [ 2.4 25.6],0
p9,1,0.068002,3.330612,[5 2] ; [ 9 18],[2.88235294 4.11764706] ; [11.11764706 15.88235294],0
p7,1,0.074447,3.182143,[3 2] ; [ 6 22],[1.36363636 3.63636364] ; [ 7.63636364 20.36363636],0
v4,1,0.087669,2.916667,[5 2] ; [10 18],[3. 4.] ; [12. 16.],0
p4,1,0.110972,2.540323,[2 5] ; [ 2 26],[0.8 6.2] ; [ 3.2 24.8],0
n4,1,0.126787,2.331414,[2 5] ; [17 11],[3.8 3.2] ; [15.2 12.8],0
b3,1,0.156582,2.006932,[1 4] ; [9 7],[2.38095238 2.61904762] ; [7.61904762 8.38095238],0
b2,1,0.156582,2.006932,[1 4] ; [9 7],[2.38095238 2.61904762] ; [7.61904762 8.38095238],0
u3,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
a2,1,0.227195,1.458333,[2 5] ; [ 3 25],[1. 6.] ; [ 4. 24.],0
s4,1,0.227195,1.458333,[2 5] ; [ 3 25],[1. 6.] ; [ 4. 24.],0
a6,1,0.308711,1.036184,[2 5] ; [14 14],[3.2 3.8] ; [12.8 15.2],0
b4,1,0.308711,1.036184,[5 2] ; [14 14],[3.8 3.2] ; [15.2 12.8],0
s3,1,0.380977,0.767549,[3 4] ; [ 7 20],[2.05882353 4.94117647] ; [ 7.94117647 19.05882353],0
d3,1,0.393153,0.729167,[4 3] ; [11 17],[3. 4.] ; [12. 16.],0
n5,1,0.393153,0.729167,[3 4] ; [17 11],[4. 3.] ; [16. 12.],0
p10,1,0.505005,0.444403,[3 4] ; [ 8 19],[2.26470588 4.73529412] ; [ 8.73529412 18.26470588],0
s2,1,0.545972,0.364583,[1 6] ; [ 2 26],[0.6 6.4] ; [ 2.4 25.6],0
v1,1,0.593231,0.285326,[3 4] ; [ 9 19],[2.4 4.6] ; [ 9.6 18.4],0
d5,1,0.611945,0.257353,[3 4] ; [15 13],[3.6 3.4] ; [14.4 13.6],0
v3,1,0.672604,0.178571,[1 6] ; [ 6 22],[1.4 5.6] ; [ 5.6 22.4],0
b1,1,0.721761,0.126812,[5 2] ; [18 10],[4.6 2.4] ; [18.4  9.6],0
d4,1,0.735213,0.114379,[4 3] ; [14 14],[3.6 3.4] ; [14.4 13.6],0
a7,1,0.735213,0.114379,[3 4] ; [14 14],[3.4 3.6] ; [13.6 14.4],0
r2,1,0.777659,0.079733,[4 3] ; [17 10],[4.32352941 2.67647059] ; [16.67647059 10.32352941],0
s5,1,0.790517,0.070565,[1 6] ; [ 3 25],[0.8 6.2] ; [ 3.2 24.8],0
d2,1,0.863032,0.029762,[3 4] ; [11 17],[2.8 4.2] ; [11.2 16.8],0
n3,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
a3,1,0.919242,0.01028,[4 3] ; [16 11],[4.11764706 2.88235294] ; [15.88235294 11.11764706],0
r1,1,1.0,0.0,[2 5] ; [ 8 20],[2. 5.] ; [ 8. 20.],0
d1,1,1.0,0.0,[2 5] ; [ 8 20],[2. 5.] ; [ 8. 20.],0
a5,1,1.0,0.0,[3 4] ; [12 16],[3. 4.] ; [12. 16.],0
a4,1,1.0,0.0,[3 4] ; [12 16],[3. 4.] ; [12. 16.],0
