Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002615,9.058611,[ 4 21] ; [27 25],[10.06493506 14.93506494] ; [20.93506494 31.06493506],0
p11,1,0.017854,5.61039,[13 12] ; [43 12],[17.5  7.5] ; [38.5 16.5],0
b1,1,0.018536,5.544771,[18  7] ; [24 31],[13.125 11.875] ; [28.875 26.125],0
s2,1,0.020295,5.386319,[ 5 20] ; [26 29],[ 9.6875 15.3125] ; [21.3125 33.6875],0
s6,1,0.032885,4.551781,[ 7 18] ; [29 25],[11.39240506 13.60759494] ; [24.60759494 29.39240506],0
p1,1,0.055016,3.68159,[ 4 21] ; [ 2 52],[ 1.89873418 23.10126582] ; [ 4.10126582 49.89873418],0
n6,1,0.062869,3.460034,[12 13] ; [37 16],[15.70512821  9.29487179] ; [33.29487179 19.70512821],0
r1,1,0.090865,2.858989,[ 9 16] ; [10 44],[ 6.01265823 18.98734177] ; [12.98734177 41.01265823],0
s3,1,0.112237,2.522439,[ 8 16] ; [28 25],[11.22077922 12.77922078] ; [24.77922078 28.22077922],0
p5,1,0.158192,1.991422,[ 5 19] ; [ 5 49],[ 3.07692308 20.92307692] ; [ 6.92307692 47.07692308],0
n3,1,0.215947,1.5311,[6 6] ; [13  5],[7.6 4.4] ; [11.4  6.6],0
n1,1,0.215947,1.5311,[6 6] ; [ 5 13],[4.4 7.6] ; [ 6.6 11.4],0
a2,1,0.2278,1.454545,[ 4 21] ; [ 4 51],[ 2.5 22.5] ; [ 5.5 49.5],0
u3,1,0.243751,1.358766,[5 5] ; [ 6 15],[3.5483871 6.4516129] ; [ 7.4516129 13.5483871],0
d3,1,0.245217,1.350349,[16  9] ; [27 27],[13.60759494 11.39240506] ; [29.39240506 24.60759494],0
n4,1,0.25223,1.31091,[13 12] ; [36 19],[15.3125  9.6875] ; [33.6875 21.3125],0
s5,1,0.297988,1.083179,[ 3 21] ; [12 41],[ 4.67532468 19.32467532] ; [10.32467532 42.67532468],0
p10,1,0.298277,1.081882,[18  7] ; [42  9],[19.73684211  5.26315789] ; [40.26315789 10.73684211],0
d4,1,0.334063,0.933084,[16  9] ; [41 14],[17.8125  7.1875] ; [39.1875 15.8125],0
r2,1,0.364815,0.82125,[17  7] ; [30 20],[15.24324324  8.75675676] ; [31.75675676 18.24324324],0
v1,1,0.372611,0.794938,[13 12] ; [21 30],[11.18421053 13.81578947] ; [22.81578947 28.18421053],0
a4,1,0.425424,0.635284,[10 15] ; [17 38],[ 8.4375 16.5625] ; [18.5625 36.4375],0
p7,1,0.428405,0.627144,[ 9 13] ; [27 26],[10.56 11.44] ; [25.44 27.56],0
d1,1,0.493294,0.469333,[ 8 17] ; [22 33],[ 9.375 15.625] ; [20.625 34.375],0
a8,1,0.592363,0.28667,[ 1 22] ; [ 4 48],[ 1.53333333 21.46666667] ; [ 3.46666667 48.53333333],0
d5,1,0.652265,0.203056,[16  9] ; [38 17],[16.875  8.125] ; [37.125 17.875],0
