Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,26.622002,[31 26] ; [87  9],[43.96078431 13.03921569] ; [74.03921569 21.96078431],1
p9,1,2e-06,23.098518,[24 27] ; [82 15],[36.52702703 14.47297297] ; [69.47297297 27.52702703],1
p11,1,5.4e-05,16.286461,[23 34] ; [71 26],[34.79220779 22.20779221] ; [59.20779221 37.79220779],1
p10,1,9.7e-05,15.198646,[24 31] ; [73 24],[35.09868421 19.90131579] ; [61.90131579 35.09868421],1
s6,1,0.000107,15.0155,[14 43] ; [54 41],[25.5 31.5] ; [42.5 52.5],1
r3,1,0.000157,14.286216,[34 23] ; [83 13],[43.58823529 13.41176471] ; [73.41176471 22.58823529],1
p7,1,0.000896,11.031474,[13 44] ; [48 48],[22.7254902 34.2745098] ; [38.2745098 57.7254902],1
p4,1,0.001664,9.887894,[12 45] ; [45 52],[21.0974026 35.9025974] ; [35.9025974 61.0974026],0
b3,1,0.003212,8.682872,[18 18] ; [11 43],[11.6 24.4] ; [17.4 36.6],0
b2,1,0.003212,8.682872,[18 18] ; [11 43],[11.6 24.4] ; [17.4 36.6],0
a1,1,0.004537,8.055245,[ 9 48] ; [ 3 94],[ 4.44155844 52.55844156] ; [ 7.55844156 89.44155844],0
r4,1,0.004551,8.049557,[20 37] ; [57 40],[28.5 28.5] ; [48.5 48.5],0
p8,1,0.010995,6.46619,[10 46] ; [36 60],[16.94736842 39.05263158] ; [29.05263158 66.94736842],0
s3,1,0.013849,6.057241,[16 40] ; [47 49],[23.21052632 32.78947368] ; [39.78947368 56.21052632],0
n6,1,0.019399,5.465143,[34 22] ; [76 21],[40.26143791 15.73856209] ; [69.73856209 27.26143791],0
p3,1,0.020394,5.37782,[12 45] ; [38 59],[18.50649351 38.49350649] ; [31.49350649 65.50649351],0
d2,1,0.026237,4.940356,[27 28] ; [30 67],[20.625 34.375] ; [36.375 60.625],0
p1,1,0.026722,4.908691,[ 8 49] ; [ 4 93],[ 4.44155844 52.55844156] ; [ 7.55844156 89.44155844],0
s2,1,0.036262,4.384724,[14 43] ; [40 57],[19.98701299 37.01298701] ; [34.01298701 62.98701299],0
v1,1,0.043294,4.083869,[14 41] ; [39 54],[19.69594595 35.30405405] ; [33.30405405 59.69594595],0
b1,1,0.044671,4.031001,[30 27] ; [35 62],[24.05844156 32.94155844] ; [40.94155844 56.05844156],0
s7,1,0.052629,3.755654,[ 9 45] ; [29 64],[13.95918367 40.04081633] ; [24.04081633 68.95918367],0
u1,1,0.053582,3.725689,[ 5 52] ; [ 2 95],[ 2.59090909 54.40909091] ; [ 4.40909091 92.59090909],0
n3,1,0.077673,3.112941,[12 12] ; [22  8],[15.11111111  8.88888889] ; [18.88888889 11.11111111],0
n2,1,0.083163,3.001974,[14 10] ; [24  6],[16.88888889  7.11111111] ; [21.11111111  8.88888889],0
r2,1,0.083298,2.999352,[35 19] ; [74 21],[39.5033557 14.4966443] ; [69.4966443 25.5033557],0
s5,1,0.098337,2.73231,[ 6 50] ; [20 74],[ 9.70666667 46.29333333] ; [16.29333333 77.70666667],0
a5,1,0.112,2.52577,[34 23] ; [45 52],[29.24025974 27.75974026] ; [49.75974026 47.24025974],0
s8,1,0.14554,2.118386,[ 7 50] ; [21 76],[10.36363636 46.63636364] ; [17.63636364 79.36363636],0
u2,1,0.147305,2.099939,[ 6 16] ; [21 25],[ 8.73529412 13.26470588] ; [18.26470588 27.73529412],0
s4,1,0.190888,1.710752,[ 8 49] ; [22 75],[11.1038961 45.8961039] ; [18.8961039 78.1038961],0
n4,1,0.194353,1.684305,[31 26] ; [63 34],[34.79220779 22.20779221] ; [59.20779221 37.79220779],0
p5,1,0.197024,1.664295,[ 2 53] ; [ 9 88],[ 3.98026316 51.01973684] ; [ 7.01973684 89.98026316],0
a2,1,0.255728,1.29174,[ 8 49] ; [ 8 89],[ 5.92207792 51.07792208] ; [10.07792208 86.92207792],0
a3,1,0.261988,1.258224,[35 22] ; [50 46],[31.66666667 25.33333333] ; [53.33333333 42.66666667],0
a7,1,0.341338,0.905398,[29 28] ; [57 40],[31.83116883 25.16883117] ; [54.16883117 42.83116883],0
a4,1,0.351511,0.867995,[19 37] ; [26 71],[16.47058824 39.52941176] ; [28.52941176 68.47058824],0
d3,1,0.477097,0.505491,[26 31] ; [50 47],[28.12987013 28.87012987] ; [47.87012987 49.12987013],0
n1,1,0.486655,0.483913,[ 9 14] ; [ 9 21],[ 7.81132075 15.18867925] ; [10.18867925 19.81132075],0
d1,1,0.536096,0.382823,[21 36] ; [31 66],[19.24675325 37.75324675] ; [32.75324675 64.24675325],0
a8,1,0.582162,0.302752,[ 4 52] ; [ 9 83],[ 4.91891892 51.08108108] ; [ 8.08108108 83.91891892],0
u3,1,0.601777,0.272324,[ 7 15] ; [18 29],[ 7.97101449 14.02898551] ; [17.02898551 29.97101449],0
b5,1,0.689873,0.159223,[34 23] ; [61 36],[35.16233766 21.83766234] ; [59.83766234 37.16233766],0
d4,1,0.723118,0.125525,[36 21] ; [64 33],[37.01298701 19.98701299] ; [62.98701299 34.01298701],0
v2,1,0.781475,0.076949,[16 39] ; [30 66],[16.75496689 38.24503311] ; [29.24503311 66.75496689],0
a6,1,0.828051,0.047177,[31 26] ; [51 46],[30.35064935 26.64935065] ; [51.64935065 45.35064935],0
d5,1,0.854484,0.033636,[35 22] ; [61 36],[35.53246753 21.46753247] ; [60.46753247 36.53246753],0
b4,1,0.856465,0.032716,[32 25] ; [53 44],[31.46103896 25.53896104] ; [53.53896104 43.46103896],0
n5,1,0.892942,0.018113,[37 20] ; [64 33],[37.38311688 19.61688312] ; [63.61688312 33.38311688],0
v3,1,0.930806,0.00754,[12 44] ; [20 76],[11.78947368 44.21052632] ; [20.21052632 75.78947368],0
