Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,38.087624,[59 31] ; [ 73 181],[34.53488372 55.46511628] ; [ 97.46511628 156.53488372],1
p7,1,0.0,31.498843,[66 22] ; [101 150],[43.35103245 44.64896755] ; [123.64896755 127.35103245],1
s8,1,1.6e-05,18.601812,[52 38] ; [ 82 174],[34.85549133 55.14450867] ; [ 99.14450867 156.85549133],1
v1,1,7.4e-05,15.701964,[58 31] ; [101 147],[41.99109792 47.00890208] ; [117.00890208 130.99109792],1
s6,1,0.002273,9.314798,[68 22] ; [144 107],[55.95307918 34.04692082] ; [156.04692082  94.95307918],0
n6,1,0.002648,9.035708,[84  6] ; [202  52],[74.8255814 15.1744186] ; [211.1744186  42.8255814],0
s5,1,0.002814,8.924117,[34 53] ; [ 56 192],[23.37313433 63.62686567] ; [ 66.62686567 181.37313433],0
s7,1,0.003723,8.413989,[50 36] ; [ 99 148],[38.48048048 47.51951952] ; [110.51951952 136.48048048],0
p2,1,0.006228,7.483031,[78 12] ; [186  71],[68.47262248 21.52737752] ; [195.52737752  61.47262248],0
p8,1,0.008854,6.851986,[44 46] ; [ 84 168],[33.68421053 56.31578947] ; [ 94.31578947 157.68421053],0
r4,1,0.010078,6.6211,[83  7] ; [207  50],[75.21613833 14.78386167] ; [214.78386167  42.21613833],0
v4,1,0.015017,5.914439,[87  3] ; [222  31],[81.0787172  8.9212828] ; [227.9212828  25.0787172],0
s3,1,0.016515,5.747174,[56 32] ; [122 128],[46.34319527 41.65680473] ; [131.65680473 118.34319527],0
s2,1,0.019977,5.413899,[50 39] ; [106 147],[40.59649123 48.40350877] ; [115.40350877 137.59649123],0
p9,1,0.021287,5.303143,[77 13] ; [184  66],[69.08823529 20.91176471] ; [191.91176471  58.08823529],0
p1,1,0.022377,5.216217,[11 79] ; [ 13 242],[ 6.26086957 83.73913043] ; [ 17.73913043 237.26086957],0
n5,1,0.03622,4.386727,[81  9] ; [204  50],[74.56395349 15.43604651] ; [210.43604651  43.56395349],0
b3,1,0.094728,2.792142,[25 30] ; [ 53 108],[19.86111111 35.13888889] ; [ 58.13888889 102.86111111],0
b2,1,0.094728,2.792142,[25 30] ; [ 53 108],[19.86111111 35.13888889] ; [ 58.13888889 102.86111111],0
n2,1,0.100954,2.690406,[14  9] ; [57 16],[17.01041667  5.98958333] ; [53.98958333 19.01041667],0
p5,1,0.141808,2.158225,[ 8 82] ; [ 12 244],[ 5.20231214 84.79768786] ; [ 14.79768786 241.20231214],0
r2,1,0.156641,2.006359,[85  4] ; [226  23],[81.89053254  7.10946746] ; [229.10946746  19.89053254],0
