Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,152.907269,[333  81] ; [152 249],[246.36809816 167.63190184] ; [238.63190184 162.36809816],1
p7,1,0.0,62.865372,[316  94] ; [195 194],[262.21526909 147.78473091] ; [248.78473091 140.21526909],1
p8,1,0.0,62.038984,[271 139] ; [152 244],[215.17369727 194.82630273] ; [207.82630273 188.17369727],1
p6,1,0.0,43.240567,[195 212] ; [102 297],[149.97394541 257.02605459] ; [147.02605459 251.97394541],1
p5,1,0.0,35.975815,[ 71 340] ; [ 17 386],[ 44.43243243 366.56756757] ; [ 43.56756757 359.43243243],1
s7,1,1e-06,23.275012,[227 164] ; [160 232],[193.25287356 197.74712644] ; [193.74712644 198.25287356],1
s8,1,3e-06,22.103852,[220 191] ; [150 254],[186.58895706 224.41104294] ; [183.41104294 220.58895706],1
p10,1,6e-06,20.411029,[358  54] ; [296 102],[332.65185185  79.34814815] ; [321.34814815  76.65185185],1
n4,1,4.1e-05,16.805462,[344  69] ; [288 116],[319.48102815  93.51897185] ; [312.51897185  91.48102815],1
v1,1,7.2e-05,15.763214,[247 154] ; [190 209],[219.04625 181.95375] ; [217.95375 181.04625],1
p2,1,9.2e-05,15.303652,[363  49] ; [316  90],[341.99022005  70.00977995] ; [337.00977995  68.99022005],1
p9,1,0.00013,14.643058,[367  44] ; [315  81],[347.33828996  63.66171004] ; [334.66171004  61.33828996],1
p1,1,0.00016,14.250333,[ 51 360] ; [ 20 384],[ 35.80490798 375.19509202] ; [ 35.19509202 368.80490798],1
a5,1,0.000193,13.895738,[330  84] ; [278 129],[306.59196102 107.40803898] ; [301.40803898 105.59196102],1
v3,1,0.000228,13.588075,[185 212] ; [130 256],[159.71264368 237.28735632] ; [155.28735632 230.71264368],1
s5,1,0.000273,13.247356,[162 234] ; [111 278],[137.71719745 258.28280255] ; [135.28280255 253.71719745],1
u1,1,0.000374,12.658704,[ 97 317] ; [ 56 351],[ 77.15225335 336.84774665] ; [ 75.84774665 331.15225335],1
