Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.79765,[1 8] ; [54 10],[6.78082192 2.21917808] ; [48.21917808 15.78082192],1
s4,1,0.00417,8.208477,[4 5] ; [ 6 58],[1.23287671 7.76712329] ; [ 8.76712329 55.23287671],0
n4,1,0.005503,7.706138,[4 5] ; [54 10],[7.15068493 1.84931507] ; [50.84931507 13.15068493],0
p11,1,0.009181,6.787191,[4 5] ; [53 11],[7.02739726 1.97260274] ; [49.97260274 14.02739726],0
d5,1,0.031072,4.648967,[4 5] ; [50 14],[6.65753425 2.34246575] ; [47.34246575 16.65753425],0
v2,1,0.043944,4.058697,[2 7] ; [36 26],[4.81690141 4.18309859] ; [33.18309859 28.81690141],0
r2,1,0.074014,3.191677,[6 2] ; [59  4],[7.32394366 0.67605634] ; [57.67605634  5.32394366],0
d3,1,0.137674,2.203764,[8 1] ; [41 23],[6.04109589 2.95890411] ; [42.95890411 21.04109589],0
b1,1,0.150219,2.070023,[5 4] ; [20 44],[3.08219178 5.91780822] ; [21.91780822 42.08219178],0
v4,1,0.176,1.831083,[7 2] ; [58  5],[8.125 0.875] ; [56.875  6.125],0
p3,1,0.17993,1.798202,[3 6] ; [36 27],[4.875 4.125] ; [34.125 28.875],0
p5,1,0.183066,1.772557,[2 7] ; [ 5 57],[0.88732394 8.11267606] ; [ 6.11267606 55.88732394],0
n5,1,0.184011,1.76493,[8 1] ; [43 21],[6.28767123 2.71232877] ; [44.71232877 19.28767123],0
d4,1,0.19354,1.690465,[6 3] ; [54 10],[7.39726027 1.60273973] ; [52.60273973 11.39726027],0
d1,1,0.196883,1.665347,[3 6] ; [36 28],[4.80821918 4.19178082] ; [34.19178082 29.80821918],0
r1,1,0.220704,1.49979,[5 4] ; [48 16],[6.53424658 2.46575342] ; [46.46575342 17.53424658],0
v3,1,0.229088,1.446516,[2 7] ; [26 34],[3.65217391 5.34782609] ; [24.34782609 35.65217391],0
b4,1,0.229873,1.441647,[3 6] ; [35 29],[4.68493151 4.31506849] ; [33.31506849 30.68493151],0
u3,1,0.247004,1.340171,[1 2] ; [9 4],[1.875 1.125] ; [8.125 4.875],0
p10,1,0.249331,1.327047,[6 3] ; [53 11],[7.2739726 1.7260274] ; [51.7260274 12.2739726],0
p12,1,0.265041,1.242236,[1 8] ; [ 2 61],[0.375 8.625] ; [ 2.625 60.375],0
a3,1,0.323576,0.974436,[6 3] ; [51 12],[7.125 1.875] ; [49.875 13.125],0
d2,1,0.348696,0.878195,[3 6] ; [32 32],[4.31506849 4.68493151] ; [30.68493151 33.31506849],0
p7,1,0.385683,0.752508,[4 4] ; [42 22],[5.11111111 2.88888889] ; [40.88888889 23.11111111],0
a4,1,0.444695,0.584138,[3 6] ; [30 34],[4.06849315 4.93150685] ; [28.93150685 35.06849315],0
p9,1,0.462832,0.539037,[6 3] ; [49 14],[6.875 2.125] ; [48.125 14.875],0
p6,1,0.473289,0.514286,[5 4] ; [27 36],[4. 5.] ; [28. 35.],0
u2,1,0.521839,0.410256,[1 2] ; [7 6],[1.5 1.5] ; [6.5 6.5],0
s8,1,0.56407,0.332706,[5 4] ; [29 35],[4.19178082 4.80821918] ; [29.80821918 34.19178082],0
p4,1,0.613204,0.255535,[6 3] ; [37 27],[5.30136986 3.69863014] ; [37.69863014 26.30136986],0
p8,1,0.689209,0.159942,[5 4] ; [31 33],[4.43835616 4.56164384] ; [31.56164384 32.43835616],0
n3,1,0.709815,0.138462,[4 2] ; [9 3],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
n6,1,0.728284,0.120693,[7 2] ; [52 11],[7.375 1.625] ; [51.625 11.375],0
n1,1,0.73244,0.116883,[4 2] ; [7 5],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
s3,1,0.75736,0.095449,[4 5] ; [25 39],[3.57534247 5.42465753] ; [25.42465753 38.57534247],0
a2,1,0.804338,0.061373,[2 7] ; [12 52],[1.7260274 7.2739726] ; [12.2739726 51.7260274],0
p2,1,0.804338,0.061373,[7 2] ; [52 12],[7.2739726 1.7260274] ; [51.7260274 12.2739726],0
s2,1,0.808441,0.058776,[3 6] ; [24 40],[3.32876712 5.67123288] ; [23.67123288 40.32876712],0
b2,1,0.81248,0.056277,[4 4] ; [24 20],[4.30769231 3.69230769] ; [23.69230769 20.30769231],0
b3,1,0.81248,0.056277,[4 4] ; [24 20],[4.30769231 3.69230769] ; [23.69230769 20.30769231],0
b5,1,0.822354,0.050409,[5 4] ; [33 31],[4.68493151 4.31506849] ; [33.31506849 30.68493151],0
a5,1,0.823388,0.049813,[6 3] ; [45 19],[6.28767123 2.71232877] ; [44.71232877 19.28767123],0
v1,1,0.862084,0.030179,[4 5] ; [29 32],[4.24285714 4.75714286] ; [28.75714286 32.24285714],0
a6,1,0.878589,0.023335,[6 3] ; [41 23],[5.79452055 3.20547945] ; [41.20547945 22.79452055],0
u1,1,0.894379,0.017627,[2 7] ; [13 51],[1.84931507 7.15068493] ; [13.15068493 50.84931507],0
a7,1,0.975155,0.00097,[6 3] ; [43 21],[6.04109589 2.95890411] ; [42.95890411 21.04109589],0
