Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.463652,[62 11] ; [19 25],[50.53846154 22.46153846] ; [30.46153846 13.53846154],1
p11,1,0.003636,8.457221,[57 16] ; [23 21],[49.91452991 23.08547009] ; [30.08547009 13.91452991],0
n6,1,0.004746,7.973895,[64  9] ; [29 15],[58.02564103 14.97435897] ; [34.97435897  9.02564103],0
p3,1,0.005146,7.827233,[41 32] ; [13 31],[33.69230769 39.30769231] ; [20.30769231 23.69230769],0
p4,1,0.044977,4.019506,[47 26] ; [20 24],[41.8034188 31.1965812] ; [25.1965812 18.8034188],0
a5,1,0.046086,3.978465,[53 20] ; [24 20],[48.04273504 24.95726496] ; [28.95726496 15.04273504],0
r1,1,0.065046,3.403798,[55 18] ; [26 18],[50.53846154 22.46153846] ; [30.46153846 13.53846154],0
a2,1,0.103597,2.64927,[15 58] ; [ 4 40],[11.85470085 61.14529915] ; [ 7.14529915 36.85470085],0
p8,1,0.11307,2.510773,[39 34] ; [16 26],[34.91304348 38.08695652] ; [20.08695652 21.91304348],0
n1,1,0.138011,2.2,[ 3 12] ; [ 8 10],[ 5. 10.] ; [ 6. 12.],0
u1,1,0.142959,2.145817,[14 59] ; [ 4 40],[11.23076923 61.76923077] ; [ 6.76923077 37.23076923],0
p9,1,0.144279,2.131713,[62 11] ; [31 11],[59.03478261 13.96521739] ; [33.96521739  8.03478261],0
a3,1,0.148162,2.091077,[48 25] ; [23 21],[44.2991453 28.7008547] ; [26.7008547 17.2991453],0
d2,1,0.172048,1.865006,[36 37] ; [16 28],[32.44444444 40.55555556] ; [19.55555556 24.44444444],0
s1,1,0.197925,1.657622,[ 6 67] ; [ 1 42],[ 4.40517241 68.59482759] ; [ 2.59482759 40.40517241],0
d4,1,0.198957,1.650013,[52 21] ; [36  8],[54.90598291 18.09401709] ; [33.09401709 10.90598291],0
a4,1,0.236438,1.401704,[33 40] ; [15 29],[29.94871795 43.05128205] ; [18.05128205 25.94871795],0
v4,1,0.256545,1.287307,[68  4] ; [39  5],[66.4137931  5.5862069] ; [40.5862069  3.4137931],0
s2,1,0.272107,1.206096,[47 25] ; [33 11],[49.65517241 22.34482759] ; [30.34482759 13.65517241],0
v1,1,0.279441,1.169804,[34 39] ; [16 28],[31.1965812 41.8034188] ; [18.8034188 25.1965812],0
