Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,25.546416,[ 2 12] ; [75 19],[9.98148148 4.01851852] ; [67.01851852 26.98148148],1
r2,1,2.1e-05,18.141795,[7 6] ; [88  6],[11.54205607  1.45794393] ; [83.45794393 10.54205607],1
r3,1,7.1e-05,15.786681,[9 5] ; [90  4],[12.83333333  1.16666667] ; [86.16666667  7.83333333],1
p9,1,7.5e-05,15.669983,[6 8] ; [81 12],[11.38317757  2.61682243] ; [75.61682243 17.38317757],1
v4,1,0.000164,14.206083,[9 4] ; [91  3],[12.14953271  0.85046729] ; [87.85046729  6.14953271],1
p10,1,0.00019,13.928571,[6 8] ; [78 13],[11.2  2.8] ; [72.8 18.2],1
s4,1,0.007369,7.180851,[7 7] ; [17 77],[ 3.11111111 10.88888889] ; [20.88888889 73.11111111],0
a6,1,0.020269,5.388543,[5 9] ; [63 30],[8.89719626 5.10280374] ; [59.10280374 33.89719626],0
a7,1,0.020269,5.388543,[5 9] ; [63 30],[8.89719626 5.10280374] ; [59.10280374 33.89719626],0
a5,1,0.046939,3.947584,[ 4 10] ; [53 40],[7.45794393 6.54205607] ; [49.54205607 43.45794393],0
u3,1,0.048361,3.897392,[1 5] ; [29 20],[3.27272727 2.72727273] ; [26.72727273 22.27272727],0
s5,1,0.057956,3.594934,[ 2 11] ; [39 52],[5.125 7.875] ; [35.875 55.125],0
b4,1,0.078497,3.095751,[5 9] ; [57 37],[8.03703704 5.96296296] ; [53.96296296 40.03703704],0
s3,1,0.093758,2.808642,[7 7] ; [65 25],[9.69230769 4.30769231] ; [62.30769231 27.69230769],0
n6,1,0.099203,2.718313,[9 5] ; [78 16],[11.27777778  2.72222222] ; [75.72222222 18.27777778],0
p6,1,0.104377,2.637363,[ 2 12] ; [33 58],[4.66666667 9.33333333] ; [30.33333333 60.66666667],0
s7,1,0.131672,2.272678,[5 9] ; [51 38],[7.61165049 6.38834951] ; [48.38834951 40.61165049],0
p11,1,0.157823,1.99496,[9 5] ; [76 18],[11.01851852  2.98148148] ; [73.98148148 20.01851852],0
b3,1,0.169065,1.891211,[1 7] ; [19 32],[2.71186441 5.28813559] ; [17.28813559 33.71186441],0
b2,1,0.169065,1.891211,[1 7] ; [19 32],[2.71186441 5.28813559] ; [17.28813559 33.71186441],0
d3,1,0.18871,1.727664,[ 4 10] ; [44 49],[6.28037383 7.71962617] ; [41.71962617 51.28037383],0
p4,1,0.193605,1.689972,[5 9] ; [50 42],[7.26415094 6.73584906] ; [47.73584906 44.26415094],0
v3,1,0.227159,1.458562,[ 3 11] ; [35 57],[5.01886792 8.98113208] ; [32.98113208 59.01886792],0
b5,1,0.255446,1.293273,[10  4] ; [52 42],[8.03703704 5.96296296] ; [53.96296296 40.03703704],0
v2,1,0.281141,1.161568,[4 9] ; [42 48],[5.80582524 7.19417476] ; [40.19417476 49.80582524],0
p8,1,0.285126,1.142494,[6 8] ; [54 39],[7.85046729 6.14953271] ; [52.14953271 40.85046729],0
s8,1,0.286739,1.134868,[ 4 10] ; [41 53],[5.83333333 8.16666667] ; [39.16666667 54.83333333],0
v1,1,0.31893,0.993328,[5 9] ; [46 46],[6.73584906 7.26415094] ; [44.26415094 47.73584906],0
p7,1,0.348443,0.879121,[10  4] ; [53 38],[8.4 5.6] ; [54.6 36.4],0
a8,1,0.425252,0.635755,[ 1 13] ; [13 73],[ 1.96 12.04] ; [12.04 73.96],0
p1,1,0.426702,0.631783,[ 1 13] ; [14 79],[ 1.96261682 12.03738318] ; [13.03738318 79.96261682],0
n1,1,0.436661,0.605042,[1 5] ; [ 6 12],[1.75 4.25] ; [ 5.25 12.75],0
d2,1,0.443895,0.586192,[ 2 12] ; [22 72],[ 3.11111111 10.88888889] ; [20.88888889 73.11111111],0
a3,1,0.51592,0.422042,[8 6] ; [44 48],[6.86792453 7.13207547] ; [45.13207547 46.86792453],0
n4,1,0.653324,0.201735,[9 5] ; [66 28],[9.72222222 4.27777778] ; [65.27777778 28.72222222],0
p2,1,0.725147,0.123614,[11  3] ; [69 24],[10.46728972  3.53271028] ; [69.53271028 23.46728972],0
n2,1,0.738568,0.11139,[4 2] ; [14  5],[4.32 1.68] ; [13.68  5.32],0
n5,1,0.740803,0.109422,[11  3] ; [70 24],[10.5  3.5] ; [70.5 23.5],0
s1,1,0.804627,0.061189,[ 1 13] ; [ 5 86],[ 0.8 13.2] ; [ 5.2 85.8],0
s2,1,0.851347,0.035119,[8 6] ; [55 37],[8.32075472 5.67924528] ; [54.67924528 37.32075472],0
b1,1,0.862848,0.029842,[6 8] ; [38 56],[5.7037037 8.2962963] ; [38.2962963 55.7037037],0
d4,1,0.871615,0.026117,[8 6] ; [51 42],[7.71962617 6.28037383] ; [51.28037383 41.71962617],0
n3,1,0.875956,0.024366,[4 2] ; [12  7],[3.84 2.16] ; [12.16  6.84],0
u2,1,0.885478,0.020744,[3 2] ; [31 18],[3.14814815 1.85185185] ; [30.85185185 18.14814815],0
p3,1,0.948072,0.004242,[6 8] ; [39 54],[5.88785047 8.11214953] ; [39.11214953 53.88785047],0
a4,1,1.0,0.0,[ 2 12] ; [13 78],[ 2. 12.] ; [13. 78.],0
