Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.539648,[40 43] ; [228  62],[59.63538874 23.36461126] ; [208.36461126  81.63538874],1
r2,1,0.572987,0.31771,[81  3] ; [280   7],[81.73584906  2.26415094] ; [279.26415094   7.73584906],0
d1,1,0.635098,0.225211,[59 26] ; [194  97],[57.19414894 27.80585106] ; [195.80585106  95.19414894],0
p8,1,0.690614,0.158421,[47 37] ; [167 119],[48.58378378 35.41621622] ; [165.41621622 120.58378378],0
b2,1,0.721664,0.126904,[23 32] ; [ 93 116],[24.16666667 30.83333333] ; [ 91.83333333 117.16666667],0
b3,1,0.721664,0.126904,[23 32] ; [ 93 116],[24.16666667 30.83333333] ; [ 91.83333333 117.16666667],0
b1,1,0.766164,0.088445,[36 49] ; [118 173],[34.81382979 50.18617021] ; [119.18617021 171.81382979],0
p3,1,0.792156,0.069438,[48 37] ; [169 122],[49.05585106 35.94414894] ; [167.94414894 123.05585106],0
r3,1,0.805454,0.060661,[82  3] ; [279  12],[81.60904255  3.39095745] ; [279.39095745  11.60904255],0
p2,1,0.810382,0.057568,[73 12] ; [246  44],[72.30666667 12.69333333] ; [246.69333333  43.30666667],0
r1,1,0.883364,0.021523,[71 13] ; [247  43],[71.42245989 12.57754011] ; [246.57754011  43.42245989],0
b5,1,0.917598,0.010704,[50 35] ; [173 118],[50.41223404 34.58776596] ; [172.58776596 118.41223404],0
