Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.539648,[40 43] ; [228  62],[59.63538874 23.36461126] ; [208.36461126  81.63538874],1
s3,1,9e-06,19.662713,[46 37] ; [230  59],[61.58064516 21.41935484] ; [214.41935484  74.58064516],1
s6,1,2e-05,18.165596,[59 26] ; [256  33],[71.59090909 13.40909091] ; [243.40909091  45.59090909],1
n5,1,0.000239,13.496576,[55 29] ; [243  47],[66.93048128 17.06951872] ; [231.06951872  58.93048128],1
a3,1,0.000254,13.379815,[55 30] ; [241  49],[67.09333333 17.90666667] ; [228.90666667  61.09333333],1
p5,1,0.001912,9.632111,[ 4 81] ; [ 53 233],[13.05929919 71.94070081] ; [ 43.94070081 242.05929919],0
n6,1,0.001959,9.587585,[66 19] ; [261  28],[74.31818182 10.68181818] ; [252.68181818  36.31818182],0
s5,1,0.003792,8.380761,[24 55] ; [135 142],[35.28370787 43.71629213] ; [123.71629213 153.28370787],0
u1,1,0.009603,6.707077,[11 74] ; [ 77 214],[19.89361702 65.10638298] ; [ 68.10638298 222.89361702],0
p9,1,0.01448,5.978612,[71 14] ; [268  22],[76.84  8.16] ; [262.16  27.84],0
p6,1,0.058628,3.57578,[32 53] ; [141 145],[39.6361186 45.3638814] ; [133.3638814 152.6361186],0
b4,1,0.065341,3.396359,[56 29] ; [159 132],[48.6037234 36.3962766] ; [166.3962766 124.6037234],0
n1,1,0.081971,3.025392,[ 5 12] ; [34 30],[8.18518519 8.81481481] ; [30.81481481 33.18518519],0
v3,1,0.101804,2.677056,[31 49] ; [137 142],[37.43732591 42.56267409] ; [130.56267409 148.43732591],0
u4,1,0.109924,2.55531,[ 1 84] ; [ 15 276],[ 3.61702128 81.38297872] ; [ 12.38297872 278.61702128],0
n4,1,0.12461,2.358403,[65 20] ; [242  47],[69.77272727 15.22727273] ; [237.22727273  51.77272727],0
r4,1,0.140192,2.17585,[83  2] ; [272  19],[80.25265957  4.74734043] ; [274.74734043  16.25265957],0
v2,1,0.143617,2.138775,[42 37] ; [175 106],[47.61944444 31.38055556] ; [169.38055556 111.61944444],0
p1,1,0.158873,1.984923,[ 5 80] ; [ 32 257],[ 8.40909091 76.59090909] ; [ 28.59090909 260.40909091],0
p10,1,0.161237,1.962585,[70 15] ; [254  34],[73.83378016 11.16621984] ; [250.16621984  37.83378016],0
p7,1,0.180954,1.789768,[53 30] ; [201  80],[57.91758242 25.08241758] ; [196.08241758  84.91758242],0
a4,1,0.19574,1.673876,[35 50] ; [143 148],[40.2393617 44.7606383] ; [137.7606383 153.2393617],0
a2,1,0.19866,1.6522,[18 67] ; [ 82 209],[22.60638298 62.39361702] ; [ 77.39361702 213.60638298],0
p12,1,0.217185,1.522874,[ 6 79] ; [ 34 255],[ 9.09090909 75.90909091] ; [ 30.90909091 258.09090909],0
a7,1,0.221931,1.49184,[63 21] ; [198  93],[58.464 25.536] ; [202.536  88.464],0
p4,1,0.24629,1.344228,[52 33] ; [197  93],[56.44 28.56] ; [192.56  97.44],0
u2,1,0.251306,1.316027,[17 13] ; [34 15],[19.36708861 10.63291139] ; [31.63291139 17.36708861],0
p11,1,0.251732,1.313663,[73 12] ; [234  57],[69.40159574 15.59840426] ; [237.59840426  53.40159574],0
v1,1,0.274643,1.193408,[46 35] ; [179 103],[50.20661157 30.79338843] ; [174.79338843 107.20661157],0
d3,1,0.290956,1.115195,[56 29] ; [209  82],[59.90691489 25.09308511] ; [205.09308511  85.90691489],0
u3,1,0.3135,1.015873,[19 11] ; [37 13],[21.  9.] ; [35. 15.],0
s4,1,0.347987,0.880785,[14 71] ; [ 61 228],[17.04545455 67.95454545] ; [ 57.95454545 231.04545455],0
a1,1,0.348159,0.880155,[ 3 82] ; [ 18 273],[ 4.74734043 80.25265957] ; [ 16.25265957 274.74734043],0
n2,1,0.37574,0.784592,[12  6] ; [50 15],[13.44578313  4.55421687] ; [48.55421687 16.44578313],0
d4,1,0.377111,0.780098,[70 15] ; [250  40],[72.53333333 12.46666667] ; [247.46666667  42.53333333],0
a5,1,0.386754,0.749122,[65 20] ; [235  56],[67.81914894 17.18085106] ; [232.18085106  58.81914894],0
s1,1,0.400632,0.706428,[ 2 80] ; [ 13 275],[ 3.32432432 78.67567568] ; [ 11.67567568 276.32432432],0
n3,1,0.41625,0.660877,[10  7] ; [45 20],[11.40243902  5.59756098] ; [43.59756098 21.40243902],0
a8,1,0.476436,0.507011,[11 69] ; [ 45 218],[13.06122449 66.93877551] ; [ 42.93877551 220.06122449],0
d2,1,0.47853,0.502213,[51 34] ; [162 129],[48.15159574 36.84840426] ; [164.84840426 126.15159574],0
a6,1,0.485351,0.486815,[54 31] ; [196  94],[56.66666667 28.33333333] ; [193.33333333  96.66666667],0
d5,1,0.557881,0.343386,[74 11] ; [245  45],[72.30666667 12.69333333] ; [246.69333333  43.30666667],0
