Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.004092,8.242419,[58  9] ; [23 14],[52.18269231 14.81730769] ; [28.81730769  8.18269231],0
p11,1,0.007929,7.049402,[57 10] ; [23 14],[51.53846154 15.46153846] ; [28.46153846  8.53846154],0
p10,1,0.016196,5.781467,[55 11] ; [23 14],[49.98058252 16.01941748] ; [28.01941748  8.98058252],0
p2,1,0.029787,4.721516,[57  8] ; [26 11],[52.89215686 12.10784314] ; [30.10784314  6.89215686],0
v4,1,0.044182,4.049589,[63  3] ; [31  6],[60.23300971  5.76699029] ; [33.76699029  3.23300971],0
n5,1,0.054573,3.69509,[29 38] ; [ 9 28],[24.48076923 42.51923077] ; [13.51923077 23.48076923],0
a4,1,0.085398,2.959043,[19 48] ; [ 5 32],[15.46153846 51.53846154] ; [ 8.53846154 28.46153846],0
b1,1,0.092553,2.829405,[15 52] ; [14 23],[18.68269231 48.31730769] ; [10.31730769 26.68269231],0
a5,1,0.100716,2.694177,[47 20] ; [20 17],[43.16346154 23.83653846] ; [23.83653846 13.16346154],0
p7,1,0.126051,2.340476,[51 13] ; [23 12],[47.83838384 16.16161616] ; [26.16161616  8.83838384],0
s5,1,0.132856,2.258808,[23 41] ; [ 8 29],[19.64356436 44.35643564] ; [11.35643564 25.64356436],0
s4,1,0.156256,2.010087,[17 50] ; [ 5 32],[14.17307692 52.82692308] ; [ 7.82692308 29.17307692],0
p4,1,0.165365,1.924471,[42 25] ; [18 19],[38.65384615 28.34615385] ; [21.34615385 15.65384615],0
s7,1,0.169197,1.890043,[26 40] ; [ 9 26],[22.87128713 43.12871287] ; [12.12871287 22.87128713],0
a3,1,0.187984,1.733349,[38 29] ; [16 21],[34.78846154 32.21153846] ; [19.21153846 17.78846154],0
v1,1,0.21055,1.567641,[30 35] ; [12 24],[27.02970297 37.97029703] ; [14.97029703 21.02970297],0
b4,1,0.216365,1.528316,[41 26] ; [18 19],[38.00961538 28.99038462] ; [20.99038462 16.00961538],0
d2,1,0.226855,1.460473,[22 45] ; [ 8 29],[19.32692308 47.67307692] ; [10.67307692 26.32692308],0
