Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,120.432534,[23 73] ; [208  35],[65.4159292 30.5840708] ; [165.5840708  77.4159292],1
p11,1,0.0,43.709439,[41 55] ; [194  50],[66.35294118 29.64705882] ; [168.64705882  75.35294118],1
p2,1,0.0,32.338606,[41 55] ; [182  60],[63.33727811 32.66272189] ; [159.66272189  82.33727811],1
r3,1,0.0,31.406365,[67 27] ; [227  15],[82.25 11.75] ; [211.75  30.25],1
r4,1,1e-06,24.680366,[57 39] ; [206  38],[74.25882353 21.74117647] ; [188.74117647  55.25882353],1
v4,1,2e-06,22.545673,[68 25] ; [223  18],[81.02694611 11.97305389] ; [209.97305389  31.02694611],1
s6,1,2.6e-05,17.675537,[32 64] ; [142 100],[49.42011834 46.57988166] ; [124.57988166 117.42011834],1
n6,1,3.1e-05,17.329865,[54 41] ; [191  50],[69.27083333 25.72916667] ; [175.72916667  65.27083333],1
b1,1,8e-05,15.551482,[52 44] ; [ 76 168],[36.14117647 59.85882353] ; [ 91.85882353 152.14117647],1
p8,1,0.001035,10.764704,[15 81] ; [ 81 161],[27.26627219 68.73372781] ; [ 68.73372781 173.26627219],0
a7,1,0.001214,10.469258,[50 44] ; [175  69],[62.5739645 31.4260355] ; [162.4260355  81.5739645],0
v2,1,0.001479,10.10429,[30 62] ; [119 109],[42.8375 49.1625] ; [106.1625 121.8375],0
s8,1,0.001525,10.047847,[16 80] ; [ 83 161],[27.95294118 68.04705882] ; [ 71.04705882 172.95294118],0
s3,1,0.00167,9.881106,[32 63] ; [127 114],[44.95535714 50.04464286] ; [114.04464286 126.95535714],0
n2,1,0.003248,8.662881,[22 20] ; [56 15],[28.99115044 13.00884956] ; [49.00884956 21.99115044],0
n3,1,0.003694,8.42824,[19 20] ; [54 17],[25.88181818 13.11818182] ; [47.11818182 23.88181818],0
s2,1,0.006438,7.423522,[24 71] ; [100 143],[34.85207101 60.14792899] ; [ 89.14792899 153.85207101],0
s1,1,0.018537,5.544694,[ 7 88] ; [  5 236],[ 3.39285714 91.60714286] ; [  8.60714286 232.39285714],0
d2,1,0.018635,5.535443,[49 45] ; [ 92 150],[39.44642857 54.55357143] ; [101.55357143 140.44642857],0
r2,1,0.019839,5.426049,[79 15] ; [222  18],[84.71257485  9.28742515] ; [216.28742515  23.71257485],0
d3,1,0.023766,5.11163,[48 48] ; [154  89],[57.20353982 38.79646018] ; [144.79646018  98.20353982],0
p7,1,0.030922,4.65731,[28 66] ; [101 136],[36.63444109 57.36555891] ; [ 92.36555891 144.63444109],0
a5,1,0.068311,3.32315,[54 42] ; [163  81],[61.27058824 34.72941176] ; [155.72941176  88.27058824],0
v1,1,0.071563,3.246806,[31 65] ; [101 134],[38.28398792 57.71601208] ; [ 93.71601208 141.28398792],0
p12,1,0.074709,3.176414,[ 1 94] ; [ 13 230],[ 3.93491124 91.06508876] ; [ 10.06508876 232.93491124],0
a1,1,0.076905,3.129134,[ 8 88] ; [  9 235],[ 4.8 91.2] ; [ 12.2 231.8],0
u3,1,0.083563,2.994202,[21 15] ; [35 50],[16.66115702 19.33884298] ; [39.33884298 45.66115702],0
a8,1,0.084763,2.971119,[ 7 81] ; [ 35 194],[11.65930599 76.34069401] ; [ 30.34069401 198.65930599],0
s5,1,0.09603,2.770267,[16 80] ; [ 59 176],[21.75226586 74.24773414] ; [ 53.24773414 181.75226586],0
u2,1,0.098765,2.72537,[21 14] ; [36 47],[16.90677966 18.09322034] ; [40.09322034 42.90677966],0
s7,1,0.108899,2.570126,[22 66] ; [ 82 157],[27.98776758 60.01223242] ; [ 76.01223242 162.98776758],0
a6,1,0.132805,2.259404,[54 42] ; [158  85],[60.03539823 35.96460177] ; [151.96460177  91.03539823],0
n5,1,0.135868,2.22414,[54 41] ; [158  83],[59.94047619 35.05952381] ; [152.05952381  88.94047619],0
b5,1,0.138683,2.192513,[51 45] ; [151  93],[57.03529412 38.96470588] ; [144.96470588  99.03529412],0
d5,1,0.179897,1.798471,[65 31] ; [182  61],[69.94690265 26.05309735] ; [177.05309735  65.94690265],0
p5,1,0.188551,1.7289,[ 1 95] ; [  9 232],[ 2.84866469 93.15133531] ; [  7.15133531 233.84866469],0
v3,1,0.319083,0.992703,[25 66] ; [ 78 157],[28.75153374 62.24846626] ; [ 74.24846626 160.75153374],0
d4,1,0.332875,0.93768,[68 26] ; [188  55],[71.40652819 22.59347181] ; [184.59347181  58.40652819],0
n1,1,0.415255,0.663704,[17 25] ; [23 47],[15. 27.] ; [25. 45.],0
b4,1,0.418787,0.653718,[62 34] ; [146  98],[58.72941176 37.27058824] ; [149.27058824  94.72941176],0
p3,1,0.461069,0.543299,[16 80] ; [ 49 194],[18.40707965 77.59292035] ; [ 46.59292035 196.40707965],0
s4,1,0.480641,0.497408,[14 82] ; [ 43 199],[16.18934911 79.81065089] ; [ 40.81065089 201.18934911],0
d1,1,0.484664,0.488351,[42 54] ; [117 127],[44.89411765 51.10588235] ; [114.10588235 129.89411765],0
