Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.010856,6.488725,[28 54] ; [19 87],[20.5 61.5] ; [26.5 79.5],0
s7,1,0.011901,6.325524,[35 41] ; [29 75],[27.02222222 48.97777778] ; [36.97777778 67.02222222],0
a5,1,0.013543,6.096766,[65 17] ; [69 41],[57.22916667 24.77083333] ; [76.77083333 33.22916667],0
s5,1,0.020704,5.35156,[13 63] ; [34 71],[19.73480663 56.26519337] ; [27.26519337 77.73480663],0
a4,1,0.034184,4.485466,[40 42] ; [37 73],[32.88541667 49.11458333] ; [44.11458333 65.88541667],0
a8,1,0.039083,4.257264,[ 9 65] ; [ 4 98],[ 5.46590909 68.53409091] ; [ 7.53409091 94.46590909],0
p11,1,0.066469,3.368143,[61 21] ; [68 42],[55.09375 26.90625] ; [73.90625 36.09375],0
b1,1,0.074184,3.187929,[34 48] ; [32 78],[28.1875 53.8125] ; [37.8125 72.1875],0
r3,1,0.077655,3.113313,[81  1] ; [103   7],[78.58333333  3.41666667] ; [105.41666667   4.58333333],0
d2,1,0.091115,2.854569,[39 43] ; [39 71],[33.3125 48.6875] ; [44.6875 65.3125],0
s8,1,0.123568,2.371509,[32 50] ; [31 78],[27.04712042 54.95287958] ; [35.95287958 73.04712042],0
a3,1,0.124048,2.365456,[58 24] ; [66 44],[52.95833333 29.04166667] ; [71.04166667 38.95833333],0
a2,1,0.130887,2.28195,[18 64] ; [15 95],[14.09375 67.90625] ; [18.90625 91.09375],0
p3,1,0.160977,1.965025,[36 46] ; [37 72],[31.34031414 50.65968586] ; [41.65968586 67.34031414],0
a7,1,0.17289,1.857702,[57 25] ; [86 24],[61.07291667 20.92708333] ; [81.92708333 28.07291667],0
r4,1,0.245684,1.347681,[77  5] ; [98 12],[74.73958333  7.26041667] ; [100.26041667   9.73958333],0
p1,1,0.262946,1.253178,[ 7 74] ; [  5 103],[ 5.14285714 75.85714286] ; [  6.85714286 101.14285714],0
b2,1,0.269447,1.21956,[18 37] ; [11 37],[15.48543689 39.51456311] ; [13.51456311 34.48543689],0
b3,1,0.269447,1.21956,[18 37] ; [11 37],[15.48543689 39.51456311] ; [13.51456311 34.48543689],0
n3,1,0.283849,1.148566,[14  2] ; [29 10],[12.50909091  3.49090909] ; [30.49090909  8.50909091],0
p5,1,0.289388,1.122465,[ 2 80] ; [  6 102],[ 3.45263158 78.54736842] ; [  4.54736842 103.45263158],0
s6,1,0.30989,1.031143,[42 39] ; [64 44],[45.42857143 35.57142857] ; [60.57142857 47.42857143],0
p4,1,0.320813,0.985628,[39 43] ; [44 65],[35.63350785 46.36649215] ; [47.36649215 61.63350785],0
p10,1,0.387144,0.747895,[51 31] ; [73 34],[53.7989418 28.2010582] ; [70.2010582 36.7989418],0
p12,1,0.436385,0.605769,[ 2 79] ; [  5 103],[ 3. 78.] ; [  4. 104.],0
p2,1,0.438098,0.601259,[64 18] ; [79 29],[61.71578947 20.28421053] ; [81.28421053 26.71578947],0
v4,1,0.447998,0.575711,[76  5] ; [99 10],[74.60526316  6.39473684] ; [100.39473684   8.60526316],0
