Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.467248,[210  64] ; [19 31],[193.66049383  80.33950617] ; [35.33950617 14.66049383],1
s3,1,0.0,29.807454,[216  57] ; [21 29],[200.3126935  72.6873065] ; [36.6873065 13.3126935],1
s7,1,3e-06,21.874739,[220  45] ; [26 23],[207.61146497  57.38853503] ; [38.38853503 10.61146497],1
s5,1,0.007742,7.092258,[123 142] ; [12 35],[114.66346154 150.33653846] ; [20.33653846 26.66346154],0
v3,1,0.010584,6.533851,[128 137] ; [34 16],[136.28571429 128.71428571] ; [25.71428571 24.28571429],0
b2,1,0.0263,4.936164,[ 76 116] ; [25 18],[ 82.51914894 109.48085106] ; [18.48085106 24.51914894],0
b3,1,0.0263,4.936164,[ 76 116] ; [25 18],[ 82.51914894 109.48085106] ; [18.48085106 24.51914894],0
b5,1,0.042692,4.107569,[169 107] ; [24 28],[162.40243902 113.59756098] ; [30.59756098 21.40243902],0
s4,1,0.047921,3.912767,[ 52 222] ; [ 4 48],[ 47.06748466 226.93251534] ; [ 8.93251534 43.06748466],0
d5,1,0.05082,3.814186,[244  31] ; [41 11],[239.67889908  35.32110092] ; [45.32110092  6.67889908],0
r4,1,0.073862,3.195043,[262  14] ; [46  6],[259.17073171  16.82926829] ; [48.82926829  3.17073171],0
r3,1,0.091215,2.852791,[268   8] ; [48  4],[265.90243902  10.09756098] ; [50.09756098  1.90243902],0
p5,1,0.138536,2.194147,[ 51 223] ; [ 5 45],[ 47.35802469 226.64197531] ; [ 8.64197531 41.35802469],0
p10,1,0.149489,2.077454,[245  29] ; [42  9],[241.96307692  32.03692308] ; [45.03692308  5.96307692],0
r1,1,0.157091,2.002009,[242  33] ; [42 10],[238.83792049  36.16207951] ; [45.16207951  6.83792049],0
p11,1,0.162274,1.952906,[228  48] ; [47  5],[231.40243902  44.59756098] ; [43.59756098  8.40243902],0
v2,1,0.177583,1.817739,[163 103] ; [37 15],[167.29559748  98.70440252] ; [32.70440252 19.29559748],0
p4,1,0.197342,1.661933,[194  81] ; [32 20],[190.06116208  84.93883792] ; [35.93883792 16.06116208],0
d1,1,0.205694,1.601477,[188  88] ; [40 12],[191.85365854  84.14634146] ; [36.14634146 15.85365854],0
v4,1,0.215656,1.533043,[268   7] ; [49  3],[266.59021407   8.40978593] ; [50.40978593  1.59021407],0
u2,1,0.222862,1.485849,[37 16] ; [5 5],[35.33333333 17.66666667] ; [6.66666667 3.33333333],0
u3,1,0.222862,1.485849,[37 16] ; [5 5],[35.33333333 17.66666667] ; [6.66666667 3.33333333],0
p12,1,0.272449,1.204373,[ 36 238] ; [ 4 48],[ 33.6196319 240.3803681] ; [ 6.3803681 45.6196319],0
p8,1,0.284706,1.144488,[155 115] ; [34 18],[158.47826087 111.52173913] ; [30.52173913 21.47826087],0
u1,1,0.319199,0.992228,[ 71 205] ; [10 42],[ 68.15853659 207.84146341] ; [12.84146341 39.15853659],0
a2,1,0.357396,0.847024,[ 81 195] ; [12 40],[ 78.25609756 197.74390244] ; [14.74390244 37.25609756],0
a6,1,0.362173,0.830345,[182  93] ; [31 21],[179.12844037  95.87155963] ; [33.87155963 18.12844037],0
d2,1,0.366913,0.814093,[162 114] ; [34 18],[164.92682927 111.07317073] ; [31.07317073 20.92682927],0
n3,1,0.376715,0.781393,[37 17] ; [9 2],[38.21538462 15.78461538] ; [7.78461538 3.21538462],0
b1,1,0.404495,0.694924,[118 158] ; [19 33],[115.2804878 160.7195122] ; [21.7195122 30.2804878],0
u4,1,0.411011,0.675874,[ 12 264] ; [ 1 51],[ 10.93902439 265.06097561] ; [ 2.06097561 49.93902439],0
p9,1,0.433271,0.614041,[252  23] ; [45  6],[250.53680982  24.46319018] ; [46.46319018  4.53680982],0
p6,1,0.552214,0.353365,[135 137] ; [23 28],[133.05263158 138.94736842] ; [24.94736842 26.05263158],0
r2,1,0.558037,0.343114,[260  11] ; [48  3],[259.2173913  11.7826087] ; [48.7826087  2.2173913],0
a8,1,0.607166,0.264323,[ 45 205] ; [ 7 40],[ 43.77104377 206.22895623] ; [ 8.22895623 38.77104377],0
a7,1,0.617452,0.249465,[186  89] ; [37 15],[187.5382263  87.4617737] ; [35.4617737 16.5382263],0
n1,1,0.617586,0.249275,[25 29] ; [6 5],[25.75384615 28.24615385] ; [5.24615385 5.75384615],0
n5,1,0.666144,0.186146,[244  32] ; [44  7],[243.08256881  32.91743119] ; [44.91743119  6.08256881],0
p1,1,0.686427,0.16298,[ 26 249] ; [ 4 48],[ 25.2293578 249.7706422] ; [ 4.7706422 47.2293578],0
p3,1,0.702054,0.146344,[162 114] ; [32 20],[163.24390244 112.75609756] ; [30.75609756 21.24390244],0
v1,1,0.734391,0.115118,[169  95] ; [32 20],[167.92405063  96.07594937] ; [33.07594937 18.92405063],0
b4,1,0.751154,0.100564,[158 118] ; [31 21],[159.03658537 116.96341463] ; [29.96341463 22.03658537],0
s1,1,0.813923,0.055398,[ 13 260] ; [ 2 48],[ 12.67801858 260.32198142] ; [ 2.32198142 47.67801858],0
n2,1,0.845053,0.038194,[39 15] ; [9 3],[39.27272727 14.72727273] ; [8.72727273 3.27272727],0
p7,1,0.852003,0.034806,[189  79] ; [36 16],[188.4375  79.5625] ; [36.5625 15.4375],0
d3,1,0.859334,0.031407,[193  83] ; [37 15],[193.53658537  82.46341463] ; [36.46341463 15.53658537],0
