Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,169.487803,[ 6 46] ; [357  46],[41.48571429 10.51428571] ; [321.51428571  81.48571429],1
v4,1,0.0,81.830941,[27 25] ; [375  25],[46.24778761  5.75221239] ; [355.75221239  44.24778761],1
p11,1,0.0,68.1847,[12 40] ; [314  89],[37.25714286 14.74285714] ; [288.74285714 114.25714286],1
p2,1,0.0,52.368891,[15 36] ; [312  90],[36.81456954 14.18543046] ; [290.18543046 111.81456954],1
p10,1,0.0,30.976518,[19 32] ; [299 100],[36.04 14.96] ; [281.96 117.04],1
p9,1,0.0,28.608548,[20 29] ; [305  92],[35.70627803 13.29372197] ; [289.29372197 107.70627803],1
r1,1,0.0,27.699524,[22 30] ; [308  93],[37.8807947 14.1192053] ; [292.1192053 108.8807947],1
n6,1,0.0,26.431926,[23 28] ; [315  87],[38.05298013 12.94701987] ; [299.94701987 102.05298013],1
v2,1,1e-06,25.037409,[ 7 43] ; [196 184],[23.60465116 26.39534884] ; [179.39534884 200.60465116],1
a7,1,1e-06,23.828998,[21 31] ; [296 107],[36.22857143 15.77142857] ; [280.77142857 122.22857143],1
r2,1,1e-06,23.810157,[34 16] ; [364  35],[44.32071269  5.67928731] ; [353.67928731  45.32071269],1
a1,1,4e-05,16.870597,[ 8 44] ; [ 12 391],[ 2.28571429 49.71428571] ; [ 17.71428571 385.28571429],1
s6,1,4.2e-05,16.758402,[12 40] ; [213 187],[25.88495575 26.11504425] ; [199.11504425 200.88495575],1
s2,1,0.000238,13.501119,[ 6 46] ; [149 251],[17.83185841 34.16814159] ; [137.16814159 262.83185841],1
d5,1,0.000243,13.463335,[28 24] ; [311  91],[38.82819383 13.17180617] ; [300.17180617 101.82819383],1
a6,1,0.000699,11.491543,[24 28] ; [280 122],[34.81938326 17.18061674] ; [269.18061674 132.81938326],1
d4,1,0.000759,11.337885,[29 23] ; [310  91],[38.91390728 13.08609272] ; [300.08609272 100.91390728],1
s1,1,0.001727,9.819498,[ 6 46] ; [ 11 389],[ 1.95575221 50.04424779] ; [ 15.04424779 384.95575221],0
n2,1,0.00181,9.732619,[13 17] ; [76 27],[20.07518797  9.92481203] ; [68.92481203 34.07518797],0
b1,1,0.001904,9.639634,[30 22] ; [143 260],[19.77142857 32.22857143] ; [153.22857143 249.77142857],0
s3,1,0.002375,9.234509,[12 37] ; [189 210],[21.984375 27.015625] ; [179.015625 219.984375],0
p7,1,0.002637,9.043001,[13 36] ; [196 202],[22.91051454 26.08948546] ; [186.08948546 211.91051454],0
n3,1,0.002652,9.032319,[12 17] ; [73 29],[18.81679389 10.18320611] ; [66.18320611 35.81679389],0
p4,1,0.003656,8.447235,[12 39] ; [180 221],[21.66371681 29.33628319] ; [170.33628319 230.66371681],0
s8,1,0.003754,8.399248,[ 6 46] ; [124 278],[14.88986784 37.11013216] ; [115.11013216 286.88986784],0
d3,1,0.006699,7.352026,[24 28] ; [263 139],[32.8722467 19.1277533] ; [254.1277533 147.8722467],0
a5,1,0.008903,6.842222,[26 26] ; [275 128],[34.4 17.6] ; [266.6 136.4],0
s7,1,0.009956,6.642697,[ 8 40] ; [135 248],[15.92575406 32.07424594] ; [127.07424594 255.92575406],0
d1,1,0.012376,6.256188,[17 35] ; [206 197],[25.48571429 26.51428571] ; [197.51428571 205.48571429],0
u1,1,0.015435,5.86614,[ 1 51] ; [ 55 348],[ 6.4 45.6] ; [ 49.6 353.4],0
b5,1,0.017039,5.692342,[24 28] ; [255 148],[31.88571429 20.11428571] ; [247.11428571 155.88571429],0
v1,1,0.017713,5.624347,[14 38] ; [172 217],[21.93197279 30.06802721] ; [164.06802721 224.93197279],0
u2,1,0.025455,4.992654,[ 6 15] ; [75 62],[10.76582278 10.23417722] ; [70.23417722 66.76582278],0
u3,1,0.032429,4.575672,[ 6 15] ; [74 64],[10.56603774 10.43396226] ; [69.43396226 68.56603774],0
p1,1,0.032737,4.559494,[ 6 46] ; [ 18 383],[ 2.75496689 49.24503311] ; [ 21.24503311 379.75496689],0
p8,1,0.048328,3.898533,[13 38] ; [159 241],[19.45011086 31.54988914] ; [152.54988914 247.45011086],0
v3,1,0.056325,3.642411,[11 40] ; [134 249],[17.03917051 33.96082949] ; [127.96082949 255.03917051],0
a8,1,0.076471,3.138363,[ 2 45] ; [ 49 321],[ 5.74820144 41.25179856] ; [ 45.25179856 324.74820144],0
n4,1,0.104357,2.637665,[31 21] ; [284 118],[36.07929515 15.92070485] ; [278.92070485 123.07929515],0
p3,1,0.135337,2.230191,[13 38] ; [145 257],[17.78807947 33.21192053] ; [140.21192053 261.78807947],0
a2,1,0.16026,1.971768,[ 6 46] ; [ 79 324],[ 9.71428571 42.28571429] ; [ 75.28571429 327.71428571],0
n1,1,0.224403,1.475988,[13 17] ; [32 70],[10.22727273 19.77272727] ; [34.77272727 67.22727273],0
b2,1,0.236992,1.398398,[13 21] ; [ 66 167],[10.05992509 23.94007491] ; [ 68.94007491 164.05992509],0
b3,1,0.236992,1.398398,[13 21] ; [ 66 167],[10.05992509 23.94007491] ; [ 68.94007491 164.05992509],0
p5,1,0.32418,0.972009,[ 3 47] ; [ 13 386],[ 1.78173719 48.21826281] ; [ 14.21826281 384.78173719],0
a4,1,0.349897,0.873832,[16 34] ; [156 246],[19.02654867 30.97345133] ; [152.97345133 249.02654867],0
a3,1,0.648662,0.207591,[31 19] ; [263 140],[32.45033113 17.54966887] ; [261.54966887 141.45033113],0
p12,1,0.662038,0.191057,[ 1 51] ; [ 12 388],[ 1.49557522 50.50442478] ; [ 11.50442478 388.49557522],0
n5,1,0.677103,0.173405,[34 18] ; [273 127],[35.31858407 16.68141593] ; [271.68141593 128.31858407],0
d2,1,0.725118,0.123642,[20 31] ; [168 234],[21.16556291 29.83443709] ; [166.83443709 235.16556291],0
s4,1,0.79793,0.06555,[ 7 45] ; [ 49 352],[ 6.42825607 45.57174393] ; [ 49.57174393 351.42825607],0
b4,1,0.80461,0.0612,[31 21] ; [233 170],[30.17142857 21.82857143] ; [233.82857143 169.17142857],0
