Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000358,12.741194,[28  8] ; [78 95],[18.25837321 17.74162679] ; [87.74162679 85.25837321],1
s7,1,0.000447,12.32493,[20 15] ; [ 44 121],[11.2 23.8] ; [ 52.8 112.2],1
s5,1,0.001796,9.746793,[15 20] ; [ 32 140],[ 7.9468599 27.0531401] ; [ 39.0531401 132.9468599],0
s8,1,0.003088,8.754998,[18 18] ; [ 44 130],[10.62857143 25.37142857] ; [ 51.37142857 122.62857143],0
p11,1,0.021301,5.302005,[23 13] ; [143  33],[28.18867925  7.81132075] ; [137.81132075  38.18867925],0
n3,1,0.02259,5.199781,[4 5] ; [24  5],[6.63157895 2.36842105] ; [21.36842105  7.63157895],0
p6,1,0.043863,4.061841,[19 16] ; [ 62 110],[13.69565217 21.30434783] ; [ 67.30434783 104.69565217],0
r1,1,0.053392,3.731618,[25 11] ; [145  29],[29.14285714  6.85714286] ; [140.85714286  33.14285714],0
s1,1,0.070897,3.262136,[ 2 33] ; [  2 173],[ 0.66666667 34.33333333] ; [  3.33333333 171.66666667],0
d4,1,0.087215,2.925044,[33  3] ; [140  36],[29.37735849  6.62264151] ; [143.62264151  32.37735849],0
n1,1,0.106864,2.6,[1 8] ; [12 18],[3. 6.] ; [10. 20.],0
a5,1,0.13258,2.262034,[31  5] ; [131  45],[27.50943396  8.49056604] ; [134.49056604  41.50943396],0
u1,1,0.133718,2.248796,[10 26] ; [ 30 146],[ 6.79245283 29.20754717] ; [ 33.20754717 142.79245283],0
r2,1,0.214854,1.538413,[31  5] ; [160  13],[32.89952153  3.10047847] ; [158.10047847  14.89952153],0
p4,1,0.250291,1.321678,[25 10] ; [107  68],[22. 13.] ; [110.  65.],0
p8,1,0.357408,0.84698,[17 18] ; [97 73],[19.46341463 15.53658537] ; [94.53658537 75.46341463],0
u2,1,0.365218,0.819869,[4 6] ; [30 24],[5.3125 4.6875] ; [28.6875 25.3125],0
s4,1,0.367016,0.813744,[ 5 30] ; [ 16 157],[ 3.53365385 31.46634615] ; [ 17.46634615 155.53365385],0
p2,1,0.414161,0.666823,[29  6] ; [153  21],[30.4784689  4.5215311] ; [151.5215311  22.4784689],0
n5,1,0.422198,0.644188,[25 10] ; [136  39],[26.83333333  8.16666667] ; [134.16666667  40.83333333],0
p7,1,0.435767,0.607403,[21 14] ; [115  57],[22.99516908 12.00483092] ; [113.00483092  58.99516908],0
a4,1,0.439285,0.598148,[19 17] ; [80 95],[16.89099526 19.10900474] ; [82.10900474 92.89099526],0
n4,1,0.477265,0.505107,[26 10] ; [136  39],[27.63981043  8.36018957] ; [134.36018957  40.63981043],0
a6,1,0.478882,0.501408,[23 13] ; [123  53],[24.79245283 11.20754717] ; [121.20754717  54.79245283],0
b4,1,0.484355,0.489041,[19 17] ; [104  72],[20.88679245 15.11320755] ; [102.11320755  73.88679245],0
r4,1,0.501084,0.45264,[30  6] ; [154  22],[31.24528302  4.75471698] ; [152.75471698  23.24528302],0
