Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,23.05017,[ 2 22] ; [68 41],[12.63157895 11.36842105] ; [57.36842105 51.63157895],1
d3,1,4.8e-05,16.518234,[ 9 15] ; [86 23],[17.14285714  6.85714286] ; [77.85714286 31.14285714],1
d5,1,6.5e-05,15.964707,[12 12] ; [94 15],[19.12781955  4.87218045] ; [86.87218045 22.12781955],1
r3,1,0.001735,9.810197,[16  8] ; [99 10],[20.7518797  3.2481203] ; [94.2481203 14.7518797],0
s7,1,0.006945,7.287168,[ 2 21] ; [39 64],[ 7.48412698 15.51587302] ; [33.51587302 69.48412698],0
s6,1,0.023203,5.153221,[ 7 16] ; [61 47],[11.9389313 11.0610687] ; [56.0610687 51.9389313],0
p3,1,0.044049,4.054699,[12 12] ; [31 77],[ 7.81818182 16.18181818] ; [35.18181818 72.81818182],0
a3,1,0.048106,3.906285,[11 11] ; [78 31],[14.94656489  7.05343511] ; [74.05343511 34.94656489],0
a6,1,0.062952,3.457856,[13 11] ; [80 29],[16.78195489  7.21804511] ; [76.21804511 32.78195489],0
p1,1,0.065181,3.400381,[ 4 20] ; [  6 101],[ 1.83206107 22.16793893] ; [ 8.16793893 98.83206107],0
v2,1,0.070324,3.275443,[ 7 17] ; [53 54],[10.99236641 13.00763359] ; [49.00763359 57.99236641],0
s5,1,0.083702,2.991513,[ 1 23] ; [19 84],[ 3.77952756 20.22047244] ; [16.22047244 86.77952756],0
a2,1,0.089537,2.882683,[ 3 21] ; [32 77],[ 6.31578947 17.68421053] ; [28.68421053 80.31578947],0
r1,1,0.093837,2.807292,[15  9] ; [85 23],[18.18181818  5.81818182] ; [81.81818182 26.18181818],0
s2,1,0.096873,2.75629,[ 4 19] ; [38 70],[ 7.3740458 15.6259542] ; [34.6259542 73.3740458],0
u2,1,0.124025,2.365736,[ 3 10] ; [14 15],[5.26190476 7.73809524] ; [11.73809524 17.26190476],0
d2,1,0.140128,2.176558,[ 9 15] ; [59 50],[12.27067669 11.72932331] ; [55.72932331 53.27067669],0
a4,1,0.150994,2.062185,[ 7 16] ; [51 58],[10.10606061 12.89393939] ; [47.89393939 61.10606061],0
u3,1,0.165282,1.925227,[5 8] ; [19 12],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
n5,1,0.229682,1.442831,[16  8] ; [58 51],[13.35338346 10.64661654] ; [60.64661654 48.35338346],0
b4,1,0.261889,1.258746,[12 12] ; [68 41],[14.43609023  9.56390977] ; [65.56390977 43.43609023],0
n3,1,0.265956,1.237488,[9 2] ; [25 14],[7.48 3.52] ; [26.52 12.48],0
a5,1,0.272276,1.205243,[13 11] ; [72 37],[15.33834586  8.66165414] ; [69.66165414 39.33834586],0
p11,1,0.284825,1.143922,[ 9 15] ; [54 55],[11.36842105 12.63157895] ; [51.63157895 57.36842105],0
r2,1,0.294107,1.100723,[20  4] ; [97 10],[21.4351145  2.5648855] ; [95.5648855 11.4351145],0
a1,1,0.306669,1.044968,[ 3 21] ; [  7 102],[ 1.80451128 22.19548872] ; [  8.19548872 100.80451128],0
s8,1,0.34263,0.900566,[ 4 19] ; [29 79],[ 5.79389313 17.20610687] ; [27.20610687 80.79389313],0
p7,1,0.378675,0.774999,[12 12] ; [43 64],[10.07633588 13.92366412] ; [44.92366412 62.07633588],0
v4,1,0.38024,0.769926,[19  5] ; [94 15],[20.39097744  3.60902256] ; [92.60902256 16.39097744],0
s4,1,0.412607,0.671276,[ 5 19] ; [15 91],[ 3.69230769 20.30769231] ; [16.30769231 89.69230769],0
s1,1,0.431126,0.619787,[ 2 21] ; [  5 103],[ 1.22900763 21.77099237] ; [  5.77099237 102.22900763],0
a8,1,0.571889,0.319533,[ 2 20] ; [13 83],[ 2.79661017 19.20338983] ; [12.20338983 83.79661017],0
r4,1,0.600302,0.274541,[18  6] ; [87 22],[18.94736842  5.05263158] ; [86.05263158 22.94736842],0
p2,1,0.61142,0.258113,[15  9] ; [74 35],[16.06015038  7.93984962] ; [72.93984962 36.06015038],0
p4,1,0.682822,0.166966,[11 13] ; [45 64],[10.10526316 13.89473684] ; [45.89473684 63.10526316],0
p5,1,0.685011,0.164539,[ 1 22] ; [  3 106],[ 0.6969697 22.3030303] ; [  3.3030303 105.6969697],0
n6,1,0.696893,0.151724,[15  9] ; [72 36],[15.81818182  8.18181818] ; [71.18181818 36.81818182],0
s3,1,0.701212,0.147214,[ 9 13] ; [49 59],[ 9.81538462 12.18461538] ; [48.18461538 59.81538462],0
v1,1,0.707264,0.141026,[ 9 15] ; [45 63],[ 9.81818182 14.18181818] ; [44.18181818 63.81818182],0
b2,1,0.727908,0.121042,[ 4 10] ; [24 48],[4.55813953 9.44186047] ; [23.44186047 48.55813953],0
b3,1,0.727908,0.121042,[ 4 10] ; [24 48],[4.55813953 9.44186047] ; [23.44186047 48.55813953],0
n2,1,0.780439,0.0777,[7 4] ; [23 16],[6.6 4.4] ; [23.4 15.6],0
b1,1,0.808216,0.058917,[11 13] ; [47 62],[10.46616541 13.53383459] ; [47.53383459 61.46616541],0
n1,1,0.8433,0.039075,[5 6] ; [16 22],[4.71428571 6.28571429] ; [16.28571429 21.71428571],0
b5,1,0.845722,0.037861,[17  7] ; [75 34],[16.60150376  7.39849624] ; [75.39849624 33.60150376],0
p8,1,0.850011,0.035761,[ 8 14] ; [37 71],[ 7.61538462 14.38461538] ; [37.38461538 70.61538462],0
p9,1,0.874028,0.025136,[ 8 15] ; [38 66],[ 8.33070866 14.66929134] ; [37.66929134 66.33070866],0
n4,1,0.88663,0.020326,[16  8] ; [71 38],[15.69924812  8.30075188] ; [71.30075188 37.69924812],0
p6,1,0.961759,0.002299,[ 6 18] ; [27 79],[ 6.09230769 17.90769231] ; [26.90769231 79.09230769],0
v3,1,0.993899,5.8e-05,[ 7 17] ; [31 75],[ 7.01538462 16.98461538] ; [30.98461538 75.01538462],0
