Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,97.322062,[ 7 53] ; [293  93],[40.35874439 19.64125561] ; [259.64125561 126.35874439],1
d4,1,0.0,76.613713,[29 31] ; [352  34],[51.25560538  8.74439462] ; [329.74439462  56.25560538],1
d3,1,2.5e-05,17.732869,[33 27] ; [308  78],[45.87443946 14.12556054] ; [295.12556054  90.87443946],1
u1,1,0.000213,13.711411,[ 3 57] ; [104 282],[14.39461883 45.60538117] ; [ 92.60538117 293.39461883],1
d2,1,0.00051,12.079957,[21 39] ; [227 158],[33.43820225 26.56179775] ; [214.56179775 170.43820225],1
r3,1,0.001702,9.84621,[55  5] ; [378   6],[58.51351351  1.48648649] ; [374.48648649   9.51351351],0
a3,1,0.002201,9.373825,[35 25] ; [296  89],[44.62921348 15.37078652] ; [286.37078652  98.62921348],0
a4,1,0.002609,9.062652,[19 40] ; [205 180],[29.76576577 29.23423423] ; [194.23423423 190.76576577],0
p1,1,0.008041,7.024303,[13 47] ; [ 38 345],[ 6.90744921 53.09255079] ; [ 44.09255079 338.90744921],0
a2,1,0.022207,5.229484,[10 50] ; [120 266],[17.48878924 42.51121076] ; [112.51121076 273.48878924],0
n4,1,0.024138,5.084654,[44 16] ; [328  58],[50.04484305  9.95515695] ; [321.95515695  64.04484305],0
v4,1,0.04125,4.165725,[56  4] ; [377   8],[58.38202247  1.61797753] ; [374.61797753  10.38202247],0
v2,1,0.048013,3.90952,[28 29] ; [235 139],[34.78190255 22.21809745] ; [228.21809745 145.78190255],0
a5,1,0.056111,3.648746,[43 17] ; [317  69],[48.43049327 11.56950673] ; [311.56950673  74.43049327],0
s6,1,0.064022,3.430014,[38 20] ; [291  88],[43.66590389 14.33409611] ; [285.33409611  93.66590389],0
p12,1,0.083382,2.997718,[10 50] ; [ 36 349],[ 6.20224719 53.79775281] ; [ 39.79775281 345.20224719],0
v1,1,0.117276,2.453324,[31 29] ; [233 141],[36.49769585 23.50230415] ; [227.50230415 146.49769585],0
s1,1,0.124011,2.36592,[ 4 55] ; [ 11 371],[ 2.00680272 56.99319728] ; [ 12.99319728 369.00680272],0
n5,1,0.174711,1.842047,[45 15] ; [317  68],[48.80898876 11.19101124] ; [313.19101124  71.80898876],0
u3,1,0.18871,1.727657,[13 11] ; [61 28],[15.71681416  8.28318584] ; [58.28318584 30.71681416],0
p9,1,0.202104,1.627107,[50 10] ; [341  42],[52.95711061  7.04288939] ; [338.04288939  44.95711061],0
b4,1,0.218981,1.511038,[40 20] ; [225 161],[35.65022422 24.34977578] ; [229.34977578 156.65022422],0
s2,1,0.236571,1.400909,[29 30] ; [218 162],[33.19589977 25.80410023] ; [213.80410023 166.19589977],0
p5,1,0.238486,1.389519,[13 46] ; [ 61 323],[ 9.85553047 49.14446953] ; [ 64.14446953 319.85553047],0
a1,1,0.256973,1.284989,[ 1 59] ; [ 19 367],[ 2.69058296 57.30941704] ; [ 17.30941704 368.69058296],0
a7,1,0.262436,1.25586,[43 17] ; [301  84],[46.38202247 13.61797753] ; [297.61797753  87.38202247],0
