Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.98347,[217  56] ; [42 76],[180.83631714  92.16368286] ; [78.16368286 39.83631714],1
d3,1,0.0,43.852976,[221  53] ; [56 62],[193.61734694  80.38265306] ; [83.38265306 34.61734694],1
u1,1,1e-06,24.984554,[ 82 192] ; [  8 110],[ 62.90816327 211.09183673] ; [27.09183673 90.90816327],1
b5,1,1e-06,24.583538,[187  87] ; [49 69],[164.95918367 109.04081633] ; [71.04081633 46.95918367],1
a2,1,1e-06,24.356569,[ 94 180] ; [ 12 106],[ 74.09183673 199.90816327] ; [31.90816327 86.09183673],1
b1,1,0.000388,12.587774,[ 96 178] ; [64 54],[111.83673469 162.16326531] ; [48.16326531 69.83673469],1
d1,1,0.005617,7.669359,[197  77] ; [68 50],[185.22959184  88.77040816] ; [79.77040816 38.22959184],0
p2,1,0.013686,6.07825,[240  34] ; [91 26],[231.95396419  42.04603581] ; [99.04603581 17.95396419],0
b4,1,0.016887,5.708119,[168 106] ; [57 61],[157.27040816 116.72959184] ; [67.72959184 50.27040816],0
v2,1,0.042275,4.124151,[168  95] ; [59 53],[159.20266667 103.79733333] ; [67.79733333 44.20266667],0
b3,1,0.058081,3.59135,[ 73 112] ; [44 41],[ 80.16666667 104.83333333] ; [36.83333333 48.16666667],0
b2,1,0.058081,3.59135,[ 73 112] ; [44 41],[ 80.16666667 104.83333333] ; [36.83333333 48.16666667],0
n1,1,0.092346,2.833002,[22 34] ; [18 13],[25.74712644 30.25287356] ; [14.25287356 16.74712644],0
d4,1,0.121819,2.393772,[239  35] ; [95 22],[234.05626598  39.94373402] ; [99.94373402 17.05626598],0
u3,1,0.131224,2.277966,[45 15] ; [14 10],[42.14285714 17.85714286] ; [16.85714286  7.14285714],0
p9,1,0.134002,2.245517,[251  22] ; [101  15],[247.03341902  25.96658098] ; [104.96658098  11.03341902],0
d5,1,0.148989,2.082571,[238  36] ; [95 22],[233.35549872  40.64450128] ; [99.64450128 17.35549872],0
r1,1,0.167886,1.901722,[236  36] ; [96 22],[231.54871795  40.45128205] ; [100.45128205  17.54871795],0
n4,1,0.190166,1.716332,[218  55] ; [100  17],[222.6  50.4] ; [95.4 21.6],0
r4,1,0.190249,1.71569,[262  12] ; [109   9],[259.32142857  14.67857143] ; [111.67857143   6.32142857],0
v3,1,0.20277,1.622309,[116 144] ; [59 55],[121.65775401 138.34224599] ; [53.34224599 60.65775401],0
s7,1,0.221931,1.49184,[198  63] ; [93 21],[202.536  58.464] ; [88.464 25.536],0
r2,1,0.264751,1.243743,[264   6] ; [112   5],[262.3255814   7.6744186] ; [113.6744186   3.3255814],0
p10,1,0.269037,1.22165,[240  31] ; [98 18],[236.6873385  34.3126615] ; [101.3126615  14.6873385],0
s2,1,0.354316,0.85794,[192  79] ; [89 29],[195.76092545  75.23907455] ; [85.23907455 32.76092545],0
n5,1,0.411673,0.673963,[214  59] ; [96 21],[217.  56.] ; [93. 24.],0
p4,1,0.428708,0.626321,[187  86] ; [76 42],[183.62915601  89.37084399] ; [79.37084399 38.62915601],0
a8,1,0.437844,0.601926,[ 42 201] ; [16 98],[ 39.4789916 203.5210084] ; [18.5210084 95.4789916],0
p3,1,0.452266,0.564966,[156 118] ; [72 46],[159.36734694 114.63265306] ; [68.63265306 49.36734694],0
a5,1,0.476595,0.506644,[220  54] ; [91 27],[217.38265306  56.61734694] ; [93.61734694 24.38265306],0
n2,1,0.495045,0.465543,[43 14] ; [22 10],[41.62921348 15.37078652] ; [23.37078652  8.62921348],0
a1,1,0.509873,0.434327,[ 14 260] ; [  8 110],[ 15.37755102 258.62244898] ; [  6.62244898 111.37755102],0
p5,1,0.542955,0.37009,[ 44 227] ; [ 16 100],[ 42.01550388 228.98449612] ; [17.98449612 98.01550388],0
n3,1,0.586123,0.29644,[40 17] ; [20 11],[38.86363636 18.13636364] ; [21.13636364  9.86363636],0
s6,1,0.716769,0.13161,[229  44] ; [99 17],[230.19023136  42.80976864] ; [97.80976864 18.19023136],0
p11,1,0.743941,0.106693,[219  55] ; [96 22],[220.17857143  53.82142857] ; [94.82142857 23.17857143],0
a4,1,0.775978,0.080977,[132 142] ; [55 63],[130.70918367 143.29081633] ; [56.29081633 61.70918367],0
a3,1,0.777552,0.079813,[214  59] ; [94 24],[215.04859335  57.95140665] ; [92.95140665 25.04859335],0
r3,1,0.780855,0.077398,[264  10] ; [113   5],[263.51530612  10.48469388] ; [113.48469388   4.51530612],0
p1,1,0.796537,0.066477,[ 28 245] ; [ 11 106],[ 27.3 245.7] ; [ 11.7 105.3],0
