Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.001099,10.653022,[22  6] ; [ 9 17],[16.07407407 11.92592593] ; [14.92592593 11.07407407],0
a6,1,0.002455,9.173804,[23  5] ; [11 15],[17.62962963 10.37037037] ; [16.37037037  9.62962963],0
d5,1,0.010392,6.566512,[24  4] ; [14 12],[19.7037037  8.2962963] ; [18.2962963  7.7037037],0
d1,1,0.05132,3.797802,[16 12] ; [ 8 18],[12.44444444 15.55555556] ; [11.55555556 14.44444444],0
v1,1,0.075917,3.150219,[ 7 20] ; [12 12],[10.05882353 16.94117647] ; [ 8.94117647 15.05882353],0
p9,1,0.098814,2.724576,[22  6] ; [15 11],[19.18518519  8.81481481] ; [17.81481481  8.18518519],0
d4,1,0.145452,2.119309,[24  4] ; [18  8],[21.77777778  6.22222222] ; [20.22222222  5.77777778],0
p5,1,0.158185,1.991489,[ 4 22] ; [ 1 25],[ 2.5 23.5] ; [ 2.5 23.5],0
b1,1,0.176183,1.829534,[11 17] ; [15 11],[13.48148148 14.51851852] ; [12.51851852 13.48148148],0
p4,1,0.181268,1.787201,[ 8 20] ; [12 14],[10.37037037 17.62962963] ; [ 9.62962963 16.37037037],0
a4,1,0.181268,1.787201,[ 8 20] ; [12 14],[10.37037037 17.62962963] ; [ 9.62962963 16.37037037],0
n5,1,0.195964,1.672204,[14 13] ; [18  8],[16.30188679 10.69811321] ; [15.69811321 10.30188679],0
u3,1,0.197796,1.658574,[6 5] ; [2 6],[4.63157895 6.36842105] ; [3.36842105 4.63157895],0
s2,1,0.22053,1.500917,[16 12] ; [19  7],[18.14814815  9.85185185] ; [16.85185185  9.14814815],0
v2,1,0.235729,1.405956,[13 14] ; [ 8 17],[10.90384615 16.09615385] ; [10.09615385 14.90384615],0
n4,1,0.23823,1.391038,[15 13] ; [18  8],[17.11111111 10.88888889] ; [15.88888889 10.11111111],0
r2,1,0.263011,1.252841,[18  6] ; [15 10],[16.16326531  7.83673469] ; [16.83673469  8.16326531],0
a8,1,0.316814,1.002054,[ 3 23] ; [ 1 24],[ 2.03921569 23.96078431] ; [ 1.96078431 23.03921569],0
v4,1,0.322009,0.980769,[19  7] ; [15 10],[17.33333333  8.66666667] ; [16.66666667  8.33333333],0
p3,1,0.335974,0.925734,[ 8 19] ; [11 15],[ 9.67924528 17.32075472] ; [ 9.32075472 16.67924528],0
