Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,7e-05,15.810495,[12 27] ; [46 19],[21.75 17.25] ; [36.25 28.75],1
d4,1,0.00024,13.484926,[17 21] ; [52 13],[25.45631068 12.54368932] ; [43.54368932 21.45631068],1
a6,1,0.000866,11.093333,[16 23] ; [48 17],[24. 15.] ; [40. 25.],1
r4,1,0.001092,10.665017,[20 19] ; [53 12],[27.375 11.625] ; [45.625 19.375],0
r3,1,0.003461,8.547009,[23 16] ; [55 10],[29.25  9.75] ; [48.75 16.25],0
p4,1,0.00379,8.381664,[ 8 30] ; [32 32],[14.90196078 23.09803922] ; [25.09803922 38.90196078],0
p8,1,0.007255,7.20884,[ 6 33] ; [26 38],[12.11650485 26.88349515] ; [19.88349515 44.11650485],0
a3,1,0.011723,6.352326,[17 22] ; [44 20],[23.09708738 15.90291262] ; [37.90291262 26.09708738],0
d5,1,0.014368,5.992318,[21 18] ; [50 15],[26.625 12.375] ; [44.375 20.625],0
a5,1,0.015675,5.839014,[17 22] ; [44 21],[22.875 16.125] ; [38.125 26.875],0
r1,1,0.02062,5.35859,[23 16] ; [52 13],[28.125 10.875] ; [46.875 18.125],0
r2,1,0.022961,5.171461,[30  8] ; [61  4],[33.57281553  4.42718447] ; [57.42718447  7.57281553],0
d1,1,0.042205,4.126984,[13 26] ; [35 30],[18. 21.] ; [30. 35.],0
a2,1,0.044671,4.031008,[ 3 36] ; [15 50],[ 6.75 32.25] ; [11.25 53.75],0
v4,1,0.061554,3.495021,[27 11] ; [56  9],[30.62135922  7.37864078] ; [52.37864078 12.62135922],0
n1,1,0.069642,3.291429,[ 4 11] ; [12  9],[6.66666667 8.33333333] ; [ 9.33333333 11.66666667],0
p2,1,0.074987,3.170337,[17 22] ; [40 25],[21.375 17.625] ; [35.625 29.375],0
v2,1,0.094626,2.793868,[10 28] ; [27 36],[13.92079208 24.07920792] ; [23.07920792 39.92079208],0
n3,1,0.111126,2.538131,[ 6 10] ; [14  8],[8.42105263 7.57894737] ; [11.57894737 10.42105263],0
b3,1,0.116461,2.464286,[ 6 21] ; [17 25],[ 9. 18.] ; [14. 28.],0
b2,1,0.116461,2.464286,[ 6 21] ; [17 25],[ 9. 18.] ; [14. 28.],0
s1,1,0.123944,2.366754,[ 5 33] ; [ 3 61],[ 2.98039216 35.01960784] ; [ 5.01960784 58.98039216],0
u1,1,0.130182,2.290337,[ 3 36] ; [12 53],[ 5.625 33.375] ; [ 9.375 55.625],0
p3,1,0.133115,2.255801,[ 8 31] ; [22 42],[11.3592233 27.6407767] ; [18.6407767 45.3592233],0
s6,1,0.133881,2.246913,[16 23] ; [36 28],[19.68932039 19.31067961] ; [32.31067961 31.68932039],0
n4,1,0.150484,2.067343,[30  9] ; [57  8],[32.625  6.375] ; [54.375 10.625],0
p10,1,0.153379,2.038322,[ 8 30] ; [22 42],[11.17647059 26.82352941] ; [18.82352941 45.17647059],0
s5,1,0.163668,1.940002,[10 29] ; [ 9 53],[ 7.33663366 31.66336634] ; [11.66336634 50.33663366],0
b5,1,0.169578,1.886674,[18 21] ; [39 26],[21.375 17.625] ; [35.625 29.375],0
n2,1,0.216701,1.526087,[8 8] ; [16  7],[9.84615385 6.15384615] ; [14.15384615  8.84615385],0
v1,1,0.287158,1.132898,[11 28] ; [25 40],[13.5 25.5] ; [22.5 42.5],0
u3,1,0.290414,1.1177,[ 8 14] ; [11 10],[ 9.72093023 12.27906977] ; [ 9.27906977 11.72093023],0
a8,1,0.318258,0.99609,[ 3 32] ; [ 9 48],[ 4.56521739 30.43478261] ; [ 7.43478261 49.56521739],0
n6,1,0.358065,0.844669,[28 11] ; [51 13],[29.91262136  9.08737864] ; [49.08737864 14.91262136],0
a4,1,0.374952,0.787186,[11 26] ; [25 40],[13.05882353 23.94117647] ; [22.94117647 42.05882353],0
u2,1,0.442618,0.589487,[ 8 13] ; [10 10],[ 9.2195122 11.7804878] ; [ 8.7804878 11.2195122],0
b1,1,0.475422,0.509345,[20 19] ; [38 27],[21.75 17.25] ; [36.25 28.75],0
b4,1,0.500615,0.453633,[22 17] ; [41 24],[23.625 15.375] ; [39.375 25.625],0
p6,1,0.546088,0.364373,[ 6 32] ; [13 50],[ 7.14851485 30.85148515] ; [11.85148515 51.14851485],0
v3,1,0.549586,0.358059,[11 28] ; [22 43],[12.375 26.625] ; [20.625 44.375],0
d2,1,0.597089,0.279409,[19 19] ; [36 29],[20.29126214 17.70873786] ; [34.70873786 30.29126214],0
a1,1,0.606345,0.265532,[ 3 36] ; [ 7 58],[ 3.75 35.25] ; [ 6.25 58.75],0
p11,1,0.722946,0.125688,[19 20] ; [34 31],[19.875 19.125] ; [33.125 31.875],0
p5,1,0.777861,0.079584,[ 3 36] ; [ 4 60],[ 2.65048544 36.34951456] ; [ 4.34951456 59.65048544],0
p7,1,0.778464,0.079141,[17 21] ; [30 33],[17.68316832 20.31683168] ; [29.31683168 33.68316832],0
s8,1,0.78344,0.075536,[10 29] ; [18 46],[10.60194175 28.39805825] ; [17.39805825 46.60194175],0
s2,1,0.815345,0.054539,[13 25] ; [23 40],[13.54455446 24.45544554] ; [22.45544554 40.54455446],0
s3,1,0.821901,0.05067,[18 21] ; [31 33],[18.55339806 20.44660194] ; [30.44660194 33.55339806],0
s4,1,0.836888,0.042385,[ 6 32] ; [ 9 54],[ 5.64356436 32.35643564] ; [ 9.35643564 53.64356436],0
p1,1,0.863622,0.029504,[ 4 35] ; [ 6 59],[ 3.75 35.25] ; [ 6.25 58.75],0
s7,1,0.985682,0.000322,[12 25] ; [20 42],[11.95959596 25.04040404] ; [20.04040404 41.95959596],0
