Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,8e-06,19.966843,[12 37] ; [37 17],[23.31067961 25.68932039] ; [25.68932039 28.31067961],1
p9,1,9e-06,19.748541,[12 33] ; [38 15],[22.95918367 22.04081633] ; [27.04081633 25.95918367],1
v4,1,4.4e-05,16.697124,[19 29] ; [40 10],[28.89795918 19.10204082] ; [30.10204082 19.89795918],1
p7,1,8.9e-05,15.364474,[ 5 41] ; [25 28],[13.93939394 32.06060606] ; [16.06060606 36.93939394],1
p10,1,0.0001,15.136237,[14 34] ; [36 17],[23.76237624 24.23762376] ; [26.23762376 26.76237624],1
s6,1,0.000879,11.067008,[ 8 41] ; [25 28],[15.85294118 33.14705882] ; [17.14705882 35.85294118],1
r3,1,0.003679,8.435659,[18 30] ; [34 17],[25.21212121 22.78787879] ; [26.78787879 24.21212121],0
s8,1,0.00385,8.353437,[ 3 46] ; [15 39],[ 8.5631068 40.4368932] ; [ 9.4368932 44.5631068],0
s2,1,0.005624,7.666876,[ 6 43] ; [19 34],[12.00980392 36.99019608] ; [12.99019608 40.00980392],0
d2,1,0.008208,6.987486,[26 22] ; [15 38],[19.48514851 28.51485149] ; [21.51485149 31.48514851],0
p4,1,0.013292,6.129808,[ 6 42] ; [18 36],[11.29411765 36.70588235] ; [12.70588235 41.29411765],0
p6,1,0.014308,5.999712,[ 2 46] ; [11 43],[ 6.11764706 41.88235294] ; [ 6.88235294 47.11764706],0
p8,1,0.019144,5.488334,[ 6 42] ; [17 36],[10.93069307 37.06930693] ; [12.06930693 40.93069307],0
n3,1,0.0265,4.923077,[ 9 17] ; [17  9],[13. 13.] ; [13. 13.],0
p1,1,0.036348,4.3807,[ 6 43] ; [ 1 53],[ 3.33009709 45.66990291] ; [ 3.66990291 50.33009709],0
a1,1,0.042969,4.096605,[ 9 40] ; [ 3 51],[ 5.70873786 43.29126214] ; [ 6.29126214 47.70873786],0
n6,1,0.057147,3.618296,[20 28] ; [31 20],[24.72727273 23.27272727] ; [26.27272727 24.72727273],0
v1,1,0.062723,3.463875,[10 38] ; [19 31],[14.20408163 33.79591837] ; [14.79591837 35.20408163],0
s1,1,0.066513,3.367043,[ 5 43] ; [ 1 53],[ 2.82352941 45.17647059] ; [ 3.17647059 50.82352941],0
s7,1,0.072176,3.232824,[10 37] ; [19 31],[14.05154639 32.94845361] ; [14.94845361 35.05154639],0
s5,1,0.072824,3.218201,[ 4 45] ; [11 42],[ 7.20588235 41.79411765] ; [ 7.79411765 45.20588235],0
a2,1,0.077132,3.124328,[ 8 41] ; [ 3 51],[ 5.23300971 43.76699029] ; [ 5.76699029 48.23300971],0
s3,1,0.087936,2.911765,[12 36] ; [21 30],[16. 32.] ; [17. 34.],0
b5,1,0.099491,2.713676,[22 27] ; [33 21],[26.16504854 22.83495146] ; [28.83495146 25.16504854],0
n1,1,0.100577,2.696378,[12 15] ; [ 6 20],[ 9.16981132 17.83018868] ; [ 8.83018868 17.16981132],0
u2,1,0.107082,2.596772,[ 6 13] ; [14 11],[ 8.63636364 10.36363636] ; [11.36363636 13.63636364],0
b1,1,0.144975,2.124343,[27 22] ; [22 32],[23.31067961 25.68932039] ; [25.68932039 28.31067961],0
a5,1,0.144975,2.124343,[27 22] ; [22 32],[23.31067961 25.68932039] ; [25.68932039 28.31067961],0
s4,1,0.154877,2.023544,[ 5 44] ; [11 43],[ 7.61165049 41.38834951] ; [ 8.38834951 45.61165049],0
