Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,29.768288,[19  3] ; [15 54],[ 8.21978022 13.78021978] ; [25.78021978 43.21978022],1
a3,1,0.113611,2.503261,[16  6] ; [37 32],[12.81318681  9.18681319] ; [40.18681319 28.81318681],0
p3,1,0.128801,2.306896,[ 5 17] ; [ 7 62],[ 2.9010989 19.0989011] ; [ 9.0989011 59.9010989],0
v3,1,0.203402,1.617778,[ 7 14] ; [14 56],[ 4.84615385 16.15384615] ; [16.15384615 53.84615385],0
r1,1,0.220932,1.498307,[ 9 13] ; [19 51],[ 6.69565217 15.30434783] ; [21.30434783 48.69565217],0
d3,1,0.225279,1.470425,[13  9] ; [31 39],[10.52173913 11.47826087] ; [33.47826087 36.52173913],0
b1,1,0.239143,1.385636,[ 8 14] ; [36 35],[10.40860215 11.59139785] ; [33.59139785 37.40860215],0
d5,1,0.271057,1.211391,[15  7] ; [39 32],[12.77419355  9.22580645] ; [41.22580645 29.77419355],0
p8,1,0.289227,1.123218,[ 5 16] ; [10 61],[ 3.42391304 17.57608696] ; [11.57608696 59.42391304],0
a4,1,0.367738,0.811294,[ 5 17] ; [23 47],[ 6.69565217 15.30434783] ; [21.30434783 48.69565217],0
d2,1,0.368014,0.81036,[11 11] ; [27 42],[ 9.18681319 12.81318681] ; [28.81318681 40.18681319],0
n4,1,0.420441,0.649083,[15  7] ; [41 29],[13.39130435  8.60869565] ; [42.60869565 27.39130435],0
b4,1,0.457272,0.552564,[12 10] ; [45 26],[13.48387097  8.51612903] ; [43.51612903 27.48387097],0
n2,1,0.474902,0.510548,[8 5] ; [18 18],[6.89795918 6.10204082] ; [19.10204082 16.89795918],0
b5,1,0.491194,0.47391,[13  9] ; [36 35],[11.59139785 10.40860215] ; [37.40860215 33.59139785],0
n5,1,0.505801,0.442744,[14  7] ; [41 29],[12.69230769  8.30769231] ; [42.30769231 27.69230769],0
a7,1,0.57092,0.321146,[13  9] ; [36 33],[11.84615385 10.15384615] ; [37.15384615 31.84615385],0
a6,1,0.585227,0.29786,[12 10] ; [34 37],[10.88172043 11.11827957] ; [35.11827957 35.88172043],0
n6,1,0.61209,0.257143,[11  9] ; [34 36],[10. 10.] ; [35. 35.],0
a2,1,0.649129,0.207001,[ 2 20] ; [ 9 62],[ 2.60215054 19.39784946] ; [ 8.39784946 62.60215054],0
u1,1,0.677033,0.173484,[ 1 21] ; [ 5 66],[ 1.41935484 20.58064516] ; [ 4.58064516 66.41935484],0
a8,1,0.774988,0.081714,[ 2 19] ; [ 5 61],[ 1.68965517 19.31034483] ; [ 5.31034483 60.68965517],0
v4,1,0.781858,0.076672,[12  8] ; [39 30],[11.46067416  8.53932584] ; [39.53932584 29.46067416],0
p1,1,0.82156,0.050868,[ 2 19] ; [ 8 63],[ 2.2826087 18.7173913] ; [ 7.7173913 63.2826087],0
v1,1,0.84258,0.03944,[ 6 14] ; [22 46],[ 6.36363636 13.63636364] ; [21.63636364 46.36363636],0
n3,1,0.881557,0.0222,[7 6] ; [18 17],[6.77083333 6.22916667] ; [18.22916667 16.77083333],0
a1,1,0.906545,0.013782,[ 3 19] ; [ 9 62],[ 2.83870968 19.16129032] ; [ 9.16129032 61.83870968],0
u2,1,0.918507,0.010468,[2 3] ; [14 19],[2.10526316 2.89473684] ; [13.89473684 19.10526316],0
a5,1,0.932899,0.007089,[10 12] ; [33 38],[10.17204301 11.82795699] ; [32.82795699 38.17204301],0
