Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.000115,14.870172,[2 1] ; [ 3 57],[0.23809524 2.76190476] ; [ 4.76190476 55.23809524],1
p4,1,0.002482,9.154049,[2 1] ; [58  1],[2.90322581 0.09677419] ; [57.09677419  1.90322581],0
r3,1,0.019591,5.448012,[2 1] ; [56  2],[2.85245902 0.14754098] ; [55.14754098  2.85245902],0
p10,1,0.049527,3.857415,[2 1] ; [57  3],[2.80952381 0.19047619] ; [56.19047619  3.80952381],0
u1,1,0.074118,3.189375,[2 1] ; [13 47],[0.71428571 2.28571429] ; [14.28571429 45.71428571],0
p2,1,0.149988,2.072368,[2 1] ; [55  5],[2.71428571 0.28571429] ; [54.28571429  5.71428571],0
p11,1,0.209482,1.575,[2 1] ; [54  6],[2.66666667 0.33333333] ; [53.33333333  6.66666667],0
s8,1,0.228079,1.452798,[1 2] ; [39 19],[1.96721311 1.03278689] ; [38.03278689 19.96721311],0
p3,1,0.279226,1.170852,[2 1] ; [52  7],[2.61290323 0.38709677] ; [51.38709677  7.61290323],0
v3,1,0.288473,1.126733,[1 2] ; [37 21],[1.86885246 1.13114754] ; [36.13114754 21.86885246],0
d2,1,0.516041,0.421798,[2 1] ; [28 31],[1.4516129 1.5483871] ; [28.5483871 30.4516129],0
d4,1,0.529864,0.394652,[2 1] ; [48 11],[2.41935484 0.58064516] ; [47.58064516 11.41935484],0
s7,1,0.641398,0.216918,[2 1] ; [43 12],[2.32758621 0.67241379] ; [42.67241379 12.32758621],0
a4,1,0.651143,0.204462,[1 2] ; [28 32],[1.38095238 1.61904762] ; [27.61904762 32.38095238],0
b5,1,0.651143,0.204462,[1 2] ; [28 32],[1.38095238 1.61904762] ; [27.61904762 32.38095238],0
a2,1,0.691469,0.1575,[1 2] ; [14 46],[0.71428571 2.28571429] ; [14.28571429 45.71428571],0
d5,1,0.704737,0.143591,[2 1] ; [45 14],[2.27419355 0.72580645] ; [44.72580645 14.27419355],0
d1,1,0.732678,0.116667,[2 1] ; [34 26],[1.71428571 1.28571429] ; [34.28571429 25.71428571],0
b4,1,0.774791,0.081861,[2 1] ; [35 25],[1.76190476 1.23809524] ; [35.23809524 24.76190476],0
b1,1,0.817834,0.053053,[1 2] ; [24 36],[1.19047619 1.80952381] ; [23.80952381 36.19047619],0
a6,1,0.889981,0.019135,[2 1] ; [37 22],[1.88709677 1.11290323] ; [37.11290323 21.88709677],0
v1,1,0.933184,0.007029,[2 1] ; [40 18],[2.06557377 0.93442623] ; [39.93442623 18.06557377],0
d3,1,0.936393,0.006369,[2 1] ; [38 21],[1.93548387 1.06451613] ; [38.06451613 20.93548387],0
s5,1,0.963802,0.00206,[2 1] ; [36 17],[2.03571429 0.96428571] ; [35.96428571 17.03571429],0
s2,1,0.983503,0.000428,[2 1] ; [39 19],[2.01639344 0.98360656] ; [38.98360656 19.01639344],0
