Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,62.105691,[272 164] ; [27 95],[233.62724014 202.37275986] ; [65.37275986 56.62724014],1
a4,1,0.0,49.166368,[250 187] ; [26 96],[215.76386404 221.23613596] ; [60.23613596 61.76386404],1
d1,1,0.0,47.821443,[310 129] ; [45 78],[277.30427046 161.69572954] ; [77.69572954 45.30427046],1
a3,1,0.0,41.098246,[358  79] ; [65 56],[331.27419355 105.72580645] ; [91.72580645 29.27419355],1
u1,1,0.0,25.335286,[119 320] ; [  7 116],[ 98.42348754 340.57651246] ; [27.57651246 95.42348754],1
d4,1,3.3e-05,17.261032,[379  57] ; [86 35],[363.98563734  72.01436266] ; [101.01436266  19.98563734],1
n4,1,6.3e-05,15.999854,[407  32] ; [99 24],[395.25622776  43.74377224] ; [110.74377224  12.25622776],1
d3,1,0.000111,14.933656,[327 110] ; [70 53],[309.80178571 127.19821429] ; [87.19821429 35.80178571],1
d5,1,0.000206,13.772057,[377  59] ; [89 34],[363.46332737  72.53667263] ; [102.53667263  20.46332737],1
a6,1,0.000288,13.145077,[322 114] ; [70 53],[305.74597496 130.25402504] ; [86.25402504 36.74597496],1
p9,1,0.001948,9.598224,[383  49] ; [94 27],[372.62929476  59.37070524] ; [104.37070524  16.62929476],0
b2,1,0.002118,9.444153,[126 158] ; [16 51],[114.89458689 169.10541311] ; [27.10541311 39.89458689],0
b3,1,0.002118,9.444153,[126 158] ; [16 51],[114.89458689 169.10541311] ; [27.10541311 39.89458689],0
v2,1,0.0029,8.86957,[266 158] ; [55 61],[252.04444444 171.95555556] ; [68.95555556 47.04444444],0
n6,1,0.010989,6.467132,[405  32] ; [104  18],[397.91234347  39.08765653] ; [111.08765653  10.91234347],0
s8,1,0.012879,6.185636,[227 205] ; [49 74],[214.83243243 217.16756757] ; [61.16756757 61.83243243],0
n3,1,0.015004,5.916011,[62 21] ; [14 14],[56.82882883 26.17117117] ; [19.17117117  8.82882883],0
v1,1,0.016043,5.798134,[269 161] ; [61 60],[257.53176044 172.46823956] ; [72.46823956 48.53176044],0
r4,1,0.016604,5.737792,[425  14] ; [113  10],[420.25266904  18.74733096] ; [117.74733096   5.25266904],0
p3,1,0.01892,5.508928,[243 192] ; [54 69],[231.53225806 203.46774194] ; [65.46774194 57.53225806],0
p4,1,0.023847,5.105694,[294 141] ; [69 53],[283.49192101 151.50807899] ; [79.50807899 42.49192101],0
s7,1,0.031217,4.641011,[241 176] ; [54 62],[230.79737336 186.20262664] ; [64.20262664 51.79737336],0
p11,1,0.035814,4.405917,[365  74] ; [92 31],[356.98042705  82.01957295] ; [100.01957295  22.98042705],0
s5,1,0.039213,4.251608,[169 256] ; [35 84],[159.375 265.625] ; [44.625 74.375],0
p10,1,0.043937,4.058977,[376  57] ; [97 25],[369.02522523  63.97477477] ; [103.97477477  18.02522523],0
a7,1,0.061791,3.48866,[331 108] ; [81 40],[322.97857143 116.02142857] ; [89.02142857 31.97857143],0
a1,1,0.062196,3.477837,[ 25 414] ; [  2 121],[ 21.09074733 417.90925267] ; [  5.90925267 117.09074733],0
s3,1,0.068781,3.311878,[247 183] ; [80 40],[255.65454545 174.34545455] ; [71.34545455 48.65454545],0
p12,1,0.078092,3.104176,[ 48 386] ; [  7 116],[ 42.8545781 391.1454219] ; [ 12.1454219 110.8545781],0
p8,1,0.087724,2.915649,[253 175] ; [61 60],[244.79417122 183.20582878] ; [69.20582878 51.79417122],0
v3,1,0.114136,2.496,[200 224] ; [46 72],[192.44280443 231.55719557] ; [53.55719557 64.44280443],0
r2,1,0.123515,2.372175,[427  10] ; [116   6],[424.49194991  12.50805009] ; [118.50805009   3.49194991],0
u4,1,0.124867,2.355183,[ 15 424] ; [  1 122],[ 12.49822064 426.50177936] ; [  3.50177936 119.49822064],0
p2,1,0.132045,2.268296,[375  61] ; [99 24],[369.70304114  66.29695886] ; [104.29695886  18.70304114],0
s1,1,0.139263,2.186086,[ 13 418] ; [  7 112],[ 15.67272727 415.32727273] ; [  4.32727273 114.67272727],0
v4,1,0.170615,1.877532,[427  11] ; [116   6],[424.70357143  13.29642857] ; [118.29642857   3.70357143],0
r3,1,0.191293,1.70763,[421  17] ; [112   8],[418.37634409  19.62365591] ; [114.62365591   5.37634409],0
n2,1,0.343284,0.89813,[68 17] ; [20  8],[66.19469027 18.80530973] ; [21.80530973  6.19469027],0
p1,1,0.349992,0.873485,[ 38 399] ; [ 14 108],[ 40.65116279 396.34883721] ; [ 11.34883721 110.65116279],0
b5,1,0.447378,0.577287,[263 176] ; [69 54],[259.33807829 179.66192171] ; [72.66192171 50.33807829],0
u3,1,0.453827,0.561077,[48 33] ; [38 20],[50.11510791 30.88489209] ; [35.88489209 22.11510791],0
n1,1,0.549357,0.35847,[38 45] ; [11 17],[36.63963964 46.36036036] ; [12.36036036 15.63963964],0
p7,1,0.608603,0.262215,[291 135] ; [77 40],[288.70718232 137.29281768] ; [79.29281768 37.70718232],0
s2,1,0.625125,0.23873,[235 196] ; [69 52],[237.36231884 193.63768116] ; [66.63768116 54.36231884],0
s4,1,0.656494,0.19781,[ 64 366] ; [ 20 101],[ 65.55353902 364.44646098] ; [ 18.44646098 102.55353902],0
b4,1,0.795952,0.066869,[252 187] ; [69 54],[250.7455516 188.2544484] ; [70.2544484 52.7455516],0
p6,1,0.840328,0.040592,[174 259] ; [47 73],[173.04339964 259.95660036] ; [47.95660036 72.04339964],0
b1,1,0.854898,0.033442,[178 261] ; [51 72],[178.88078292 260.11921708] ; [50.11921708 72.88078292],0
s6,1,0.869413,0.027029,[309 119] ; [89 33],[309.71636364 118.28363636] ; [88.28363636 33.71636364],0
a8,1,0.910328,0.012684,[ 65 325] ; [18 93],[ 64.61077844 325.38922156] ; [18.38922156 92.61077844],0
u2,1,0.943613,0.005003,[46 34] ; [33 25],[45.79710145 34.20289855] ; [33.20289855 24.79710145],0
p5,1,0.954823,0.003209,[ 62 373] ; [ 17 104],[ 61.80755396 373.19244604] ; [ 17.19244604 103.80755396],0
