Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2.2e-05,17.975606,[1 3] ; [56  4],[3.5625 0.4375] ; [53.4375  6.5625],1
p3,1,0.034919,4.449153,[2 2] ; [52  7],[3.42857143 0.57142857] ; [50.57142857  8.42857143],0
p7,1,0.049527,3.857415,[3 1] ; [57  2],[3.80952381 0.19047619] ; [56.19047619  2.80952381],0
a6,1,0.098471,2.730135,[1 3] ; [39 20],[2.53968254 1.46031746] ; [37.46031746 21.53968254],0
v2,1,0.143804,2.136775,[1 3] ; [36 22],[2.38709677 1.61290323] ; [34.61290323 23.38709677],0
a3,1,0.159933,1.974857,[2 2] ; [48 12],[3.125 0.875] ; [46.875 13.125],0
a5,1,0.159933,1.974857,[2 2] ; [48 12],[3.125 0.875] ; [46.875 13.125],0
s1,1,0.18587,1.750056,[1 3] ; [ 4 56],[0.3125 3.6875] ; [ 4.6875 55.3125],0
u1,1,0.195238,1.677642,[2 2] ; [13 47],[0.9375 3.0625] ; [14.0625 45.9375],0
a7,1,0.233038,1.422222,[2 2] ; [46 14],[3. 1.] ; [45. 15.],0
p2,1,0.268176,1.226054,[3 1] ; [55  5],[3.625 0.375] ; [54.375  5.625],0
b5,1,0.399308,0.710411,[1 3] ; [28 32],[1.8125 2.1875] ; [27.1875 32.8125],0
s5,1,0.4111,0.675617,[2 2] ; [37 16],[2.73684211 1.26315789] ; [36.26315789 16.73684211],0
v1,1,0.432565,0.615928,[2 2] ; [40 18],[2.70967742 1.29032258] ; [39.29032258 18.70967742],0
d1,1,0.472217,0.516783,[3 1] ; [34 26],[2.3125 1.6875] ; [34.6875 25.3125],0
p1,1,0.496802,0.46176,[2 2] ; [20 40],[1.375 2.625] ; [20.625 39.375],0
b4,1,0.511083,0.431849,[3 1] ; [35 25],[2.375 1.625] ; [35.625 24.375],0
b1,1,0.551598,0.354462,[1 3] ; [24 36],[1.5625 2.4375] ; [23.4375 36.5625],0
v3,1,0.631721,0.229734,[2 2] ; [36 22],[2.4516129 1.5483871] ; [35.5483871 22.4516129],0
u3,1,0.648807,0.207407,[1 1] ; [8 4],[1.28571429 0.71428571] ; [7.71428571 4.28571429],0
u2,1,0.648807,0.207407,[1 1] ; [8 4],[1.28571429 0.71428571] ; [7.71428571 4.28571429],0
s8,1,0.650484,0.20529,[3 1] ; [37 21],[2.58064516 1.41935484] ; [37.41935484 20.58064516],0
a8,1,0.6843,0.165325,[1 3] ; [ 9 44],[0.70175439 3.29824561] ; [ 9.29824561 43.70175439],0
s2,1,0.748166,0.103079,[3 1] ; [39 19],[2.70967742 1.29032258] ; [39.29032258 18.70967742],0
d4,1,0.75407,0.098143,[3 1] ; [48 11],[3.23809524 0.76190476] ; [47.76190476 11.23809524],0
a1,1,0.809817,0.057919,[1 3] ; [12 48],[0.8125 3.1875] ; [12.1875 47.8125],0
a4,1,0.897079,0.016732,[2 2] ; [28 32],[1.875 2.125] ; [28.125 31.875],0
b2,1,0.930581,0.007589,[2 2] ; [21 23],[1.91666667 2.08333333] ; [21.08333333 22.91666667],0
b3,1,0.930581,0.007589,[2 2] ; [21 23],[1.91666667 2.08333333] ; [21.08333333 22.91666667],0
d5,1,0.953935,0.003337,[3 1] ; [45 14],[3.04761905 0.95238095] ; [44.95238095 14.04761905],0
d2,1,0.973827,0.001076,[2 2] ; [29 30],[1.96825397 2.03174603] ; [29.03174603 29.96825397],0
