Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.74238,[31 26] ; [146  16],[46.06849315 10.93150685] ; [130.93150685  31.06849315],1
r2,1,3.1e-05,17.345947,[40 14] ; [151   9],[48.19626168  5.80373832] ; [142.80373832  17.19626168],1
a5,1,0.005926,7.572762,[29 28] ; [115  47],[37.47945205 19.52054795] ; [106.52054795  55.47945205],0
p2,1,0.016664,5.73142,[34 23] ; [122  38],[40.97695853 16.02304147] ; [115.02304147  44.97695853],0
r3,1,0.023216,5.152248,[49  8] ; [154   8],[52.83561644  4.16438356] ; [150.16438356  11.83561644],0
a6,1,0.023798,5.109273,[28 29] ; [107  55],[35.1369863 21.8630137] ; [99.8630137 62.1369863],0
a1,1,0.026977,4.892284,[ 6 51] ; [  5 157],[ 2.8630137 54.1369863] ; [  8.1369863 153.8630137],0
v2,1,0.032477,4.573138,[23 34] ; [86 65],[29.87019231 27.12980769] ; [79.12980769 71.87019231],0
b1,1,0.034137,4.487814,[28 29] ; [ 54 108],[21.34246575 35.65753425] ; [ 60.65753425 101.34246575],0
p10,1,0.066222,3.374276,[30 26] ; [107  52],[35.68372093 20.31627907] ; [101.31627907  57.68372093],0
v4,1,0.066636,3.363991,[47 10] ; [147  14],[50.72477064  6.27522936] ; [143.27522936  17.72477064],0
a2,1,0.069405,3.297042,[ 5 52] ; [ 31 131],[ 9.36986301 47.63013699] ; [ 26.63013699 135.36986301],0
a4,1,0.089515,2.883068,[18 39] ; [72 90],[23.42465753 33.57534247] ; [66.57534247 95.42465753],0
p8,1,0.099242,2.717681,[16 39] ; [67 94],[21.13425926 33.86574074] ; [61.86574074 99.13425926],0
d1,1,0.103749,2.646953,[30 27] ; [105  57],[35.1369863 21.8630137] ; [99.8630137 62.1369863],0
u1,1,0.129462,2.298941,[ 4 53] ; [ 24 138],[ 7.28767123 49.71232877] ; [ 20.71232877 141.28767123],0
n2,1,0.154143,2.030769,[16  6] ; [24 20],[13.33333333  8.66666667] ; [26.66666667 17.33333333],0
s4,1,0.172678,1.85954,[15 42] ; [ 29 133],[11.45205479 45.54794521] ; [ 32.54794521 129.45205479],0
p11,1,0.181459,1.785631,[32 25] ; [107  55],[36.17808219 20.82191781] ; [102.82191781  59.17808219],0
n3,1,0.184923,1.757609,[13  9] ; [33 11],[15.33333333  6.66666667] ; [30.66666667 13.33333333],0
a7,1,0.19068,1.712359,[39 18] ; [125  37],[42.68493151 14.31506849] ; [121.31506849  40.68493151],0
b5,1,0.220065,1.503947,[38 19] ; [93 69],[34.09589041 22.90410959] ; [96.90410959 65.09589041],0
d5,1,0.22446,1.475624,[45 12] ; [139  23],[47.89041096  9.10958904] ; [136.10958904  25.89041096],0
b4,1,0.309417,1.033161,[33 24] ; [106  56],[36.17808219 20.82191781] ; [102.82191781  59.17808219],0
n4,1,0.321106,0.984436,[20 37] ; [69 93],[23.16438356 33.83561644] ; [65.83561644 96.16438356],0
s5,1,0.328765,0.953756,[19 35] ; [ 43 110],[16.17391304 37.82608696] ; [ 45.82608696 107.17391304],0
p9,1,0.335084,0.929149,[36 19] ; [115  44],[38.80841121 16.19158879] ; [112.19158879  46.80841121],0
