Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,29.290188,[76 17] ; [13 26],[62.70454545 30.29545455] ; [26.29545455 12.70454545],1
n6,1,8e-05,15.566567,[87  5] ; [27 12],[80.0610687 11.9389313] ; [33.9389313  5.0610687],1
p11,1,0.000102,15.093205,[81 12] ; [22 17],[72.56818182 20.43181818] ; [30.43181818  8.56818182],1
p8,1,0.00013,14.64416,[62 29] ; [12 26],[52.20155039 38.79844961] ; [21.79844961 16.20155039],1
p4,1,0.001886,9.657496,[65 28] ; [16 23],[57.06818182 35.93181818] ; [23.93181818 15.06818182],0
p9,1,0.003119,8.736224,[92  1] ; [34  5],[88.77272727  4.22727273] ; [37.22727273  1.77272727],0
u3,1,0.005073,7.853359,[13 15] ; [12  1],[17.07317073 10.92682927] ; [7.92682927 5.07317073],0
v1,1,0.015216,5.89126,[52 40] ; [13 26],[45.64885496 46.35114504] ; [19.35114504 19.64885496],0
p3,1,0.020071,5.405671,[54 39] ; [14 25],[47.90909091 45.09090909] ; [20.09090909 18.90909091],0
p2,1,0.024685,5.045883,[80 13] ; [27 12],[75.38636364 17.61363636] ; [31.61363636  7.38636364],0
n2,1,0.053372,3.732229,[20  3] ; [5 4],[17.96875  5.03125] ; [7.03125 1.96875],0
p5,1,0.068933,3.308252,[12 81] ; [ 1 38],[ 9.15909091 83.84090909] ; [ 3.84090909 35.15909091],0
b1,1,0.105501,2.620347,[35 58] ; [ 9 30],[31. 62.] ; [13. 26.],0
p7,1,0.115336,2.479543,[67 23] ; [23 15],[63.28125 26.71875] ; [26.71875 11.28125],0
b5,1,0.12493,2.354393,[51 42] ; [27 12],[54.95454545 38.04545455] ; [23.04545455 15.95454545],0
s3,1,0.156677,2.006007,[68 24] ; [24 15],[64.61068702 27.38931298] ; [27.38931298 11.61068702],0
p12,1,0.158795,1.985665,[ 9 84] ; [ 1 38],[ 7.04545455 85.95454545] ; [ 2.95454545 36.04545455],0
b4,1,0.171142,1.872908,[50 43] ; [26 13],[53.54545455 39.45454545] ; [22.45454545 16.54545455],0
a4,1,0.208535,1.581567,[42 51] ; [13 26],[38.75 54.25] ; [16.25 22.75],0
d3,1,0.215649,1.533094,[69 24] ; [32  6],[71.70229008 21.29770992] ; [29.29770992  8.70229008],0
r2,1,0.275599,1.188666,[86  7] ; [38  1],[87.36363636  5.63636364] ; [36.63636364  2.36363636],0
s6,1,0.28355,1.149996,[77 12] ; [30  8],[74.98425197 14.01574803] ; [32.01574803  5.98425197],0
r4,1,0.345866,0.888567,[84  9] ; [33  6],[82.43181818 10.56818182] ; [34.56818182  4.43181818],0
s8,1,0.362063,0.830726,[51 42] ; [18 21],[48.61363636 44.38636364] ; [20.38636364 18.61363636],0
u2,1,0.367749,0.811257,[13 15] ; [8 5],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
a2,1,0.419824,0.650808,[20 73] ; [ 6 33],[18.31818182 74.68181818] ; [ 7.68181818 31.31818182],0
s5,1,0.425472,0.635152,[48 37] ; [18 19],[45.98360656 39.01639344] ; [20.01639344 16.98360656],0
b3,1,0.426966,0.631061,[ 9 41] ; [ 6 17],[10.2739726 39.7260274] ; [ 4.7260274 18.2739726],0
b2,1,0.426966,0.631061,[ 9 41] ; [ 6 17],[10.2739726 39.7260274] ; [ 4.7260274 18.2739726],0
a7,1,0.431848,0.617848,[62 31] ; [28 10],[63.89312977 29.10687023] ; [26.10687023 11.89312977],0
v2,1,0.449189,0.572697,[42 48] ; [20 17],[43.93700787 46.06299213] ; [18.06299213 18.93700787],0
r3,1,0.472358,0.516454,[87  5] ; [38  1],[87.78625954  4.21374046] ; [37.21374046  1.78625954],0
v4,1,0.580752,0.305021,[90  3] ; [36  2],[89.45038168  3.54961832] ; [36.54961832  1.45038168],0
d2,1,0.596456,0.280375,[43 50] ; [20 19],[44.38636364 48.61363636] ; [18.61363636 20.38636364],0
n1,1,0.642238,0.215828,[ 7 16] ; [2 7],[ 6.46875 16.53125] ; [2.53125 6.46875],0
d1,1,0.675575,0.17515,[56 37] ; [25 14],[57.06818182 35.93181818] ; [23.93181818 15.06818182],0
r1,1,0.705105,0.143215,[72 21] ; [29 10],[71.15909091 21.84090909] ; [29.84090909  9.15909091],0
