Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,50.241312,[164  70] ; [ 88 147],[125.73134328 108.26865672] ; [126.26865672 108.73134328],1
v3,1,0.0,29.675756,[116 116] ; [ 62 179],[ 87.30655391 144.69344609] ; [ 90.69344609 150.30655391],1
p4,1,2.9e-05,17.470117,[156  84] ; [111 130],[133.22245322 106.77754678] ; [133.77754678 107.22245322],1
n5,1,0.000183,14.00196,[205  35] ; [172  69],[188.10810811  51.89189189] ; [188.89189189  52.10810811],1
p3,1,0.000186,13.967279,[127 112] ; [ 88 155],[106.60788382 132.39211618] ; [108.39211618 134.60788382],1
r1,1,0.000958,10.907475,[198  41] ; [171  73],[182.59006211  56.40993789] ; [186.40993789  57.59006211],1
p7,1,0.001605,9.953961,[155  78] ; [126 115],[138.12869198  94.87130802] ; [142.87130802  98.12869198],0
p9,1,0.002072,9.484724,[205  32] ; [181  59],[191.78616352  45.21383648] ; [194.21383648  45.78616352],0
r4,1,0.002391,9.22188,[220  20] ; [201  43],[208.76033058  31.23966942] ; [212.23966942  31.76033058],0
p2,1,0.003318,8.623694,[207  31] ; [187  57],[194.54771784  43.45228216] ; [199.45228216  44.54771784],0
p10,1,0.003903,8.328198,[198  39] ; [175  66],[184.93933054  52.06066946] ; [188.06066946  52.93933054],0
r2,1,0.003937,8.312792,[228  10] ; [213  27],[219.57740586  18.42259414] ; [221.42259414  18.57740586],0
p6,1,0.00542,7.733721,[ 89 148] ; [ 62 179],[ 74.86820084 162.13179916] ; [ 76.13179916 164.86820084],0
s6,1,0.005543,7.693207,[150  89] ; [121 120],[134.93541667 104.06458333] ; [136.06458333 104.93541667],0
p11,1,0.006869,7.306996,[202  38] ; [181  63],[189.91735537  50.08264463] ; [193.08264463  50.91735537],0
a5,1,0.011869,6.330268,[177  63] ; [154  90],[164.1322314  75.8677686] ; [166.8677686  77.1322314],0
r3,1,0.014992,5.91743,[231   8] ; [223  21],[224.65010352  14.34989648] ; [229.34989648  14.65010352],0
u4,1,0.017292,5.66651,[  8 232] ; [  1 243],[  4.46280992 235.53719008] ; [  4.53719008 239.46280992],0
p8,1,0.01741,5.654528,[128 106] ; [106 136],[115.03361345 118.96638655] ; [118.96638655 123.03361345],0
n4,1,0.022638,5.196071,[200  40] ; [182  61],[189.8136646  50.1863354] ; [192.1863354  50.8136646],0
b5,1,0.027683,4.84769,[161  79] ; [140 104],[149.25619835  90.74380165] ; [151.74380165  92.25619835],0
a6,1,0.055737,3.659901,[172  68] ; [155  89],[162.14876033  77.85123967] ; [164.85123967  79.14876033],0
s7,1,0.071459,3.249195,[102 125] ; [ 87 150],[ 92.46336207 134.53663793] ; [ 96.53663793 140.46336207],0
u1,1,0.087105,2.927077,[ 44 196] ; [ 31 213],[ 37.19008264 202.80991736] ; [ 37.80991736 206.19008264],0
a4,1,0.105007,2.627799,[104 133] ; [ 89 154],[ 95.29375 141.70625] ; [ 97.70625 145.29375],0
b2,1,0.107519,2.590311,[63 96] ; [40 91],[ 56.47241379 102.52758621] ; [46.52758621 84.47241379],0
b3,1,0.107519,2.590311,[63 96] ; [40 91],[ 56.47241379 102.52758621] ; [46.52758621 84.47241379],0
u3,1,0.112932,2.512701,[41 34] ; [34 47],[36.05769231 38.94230769] ; [38.94230769 42.05769231],0
v4,1,0.130386,2.2879,[230  10] ; [226  18],[226.11570248  13.88429752] ; [229.88429752  14.11570248],0
a2,1,0.149853,2.07375,[ 56 184] ; [ 44 200],[ 49.58677686 190.41322314] ; [ 50.41322314 193.58677686],0
s8,1,0.160861,1.966113,[ 94 145] ; [ 81 163],[ 86.5942029 152.4057971] ; [ 88.4057971 155.5942029],0
a7,1,0.187458,1.737487,[180  59] ; [170  73],[173.54771784  65.45228216] ; [176.45228216  66.54771784],0
s4,1,0.223624,1.480963,[ 25 214] ; [ 34 207],[ 29.37708333 209.62291667] ; [ 29.62291667 211.37708333],0
d3,1,0.242742,1.364601,[168  72] ; [158  85],[161.98757764  78.01242236] ; [164.01242236  78.98757764],0
p5,1,0.290491,1.117344,[ 16 222] ; [ 11 233],[ 13.33195021 224.66804979] ; [ 13.66804979 230.33195021],0
p12,1,0.295513,1.094333,[ 16 222] ; [ 11 232],[ 13.35966736 224.64033264] ; [ 13.64033264 229.35966736],0
b1,1,0.317057,1.001048,[ 81 159] ; [ 93 151],[ 86.28099174 153.71900826] ; [ 87.71900826 156.28099174],0
u2,1,0.336032,0.925511,[40 34] ; [38 44],[37. 37.] ; [41. 41.],0
n2,1,0.391802,0.733344,[28 10] ; [52 27],[25.98290598 12.01709402] ; [54.01709402 24.98290598],0
d2,1,0.392373,0.731576,[113 127] ; [105 138],[108.32298137 131.67701863] ; [109.67701863 133.32298137],0
n1,1,0.403183,0.698812,[15 23] ; [25 54],[12.99145299 25.00854701] ; [27.00854701 51.99145299],0
a3,1,0.43272,0.615512,[165  73] ; [161  83],[160.97095436  77.02904564] ; [165.02904564  78.97095436],0
d1,1,0.453844,0.561034,[136 104] ; [130 114],[131.90082645 108.09917355] ; [134.09917355 109.90082645],0
d4,1,0.498848,0.457387,[191  49] ; [188  56],[187.9338843  52.0661157] ; [191.0661157  52.9338843],0
a8,1,0.548852,0.359378,[ 31 181] ; [ 29 200],[ 28.84353741 183.15646259] ; [ 31.15646259 197.84353741],0
b4,1,0.62548,0.238241,[141  99] ; [138 106],[138.34710744 101.65289256] ; [140.65289256 103.34710744],0
d5,1,0.631485,0.230053,[190  50] ; [188  55],[187.82608696  52.17391304] ; [190.17391304  52.82608696],0
